Solution ID,f[1],f[2],f[3]
16413,41.0,673.0,669.463414634
18475,73.0,423.0,376.0
16477,55.0,560.0,499.054545455
6276,45.0,655.0,609.955555556
18467,69.0,440.0,397.797101449
13717,46.0,640.0,596.695652174
10795,50.0,605.0,548.96
23305,113.0,327.0,242.902654867
23139,93.0,351.0,295.139784946
23140,92.0,351.0,298.347826087
23161,42.0,670.0,653.523809524
23219,53.0,578.0,517.886792453
23248,94.0,351.0,292.0
23251,91.0,362.0,301.626373626
21235,76.0,411.0,361.157894737
21245,82.0,393.0,334.731707317
21246,81.0,393.0,338.864197531
21247,80.0,393.0,343.1
21248,79.0,393.0,347.443037975
21249,78.0,401.0,351.897435897
21261,90.0,373.0,304.977777778
23318,114.0,324.0,240.771929825
23319,115.0,323.0,238.67826087
23320,116.0,321.0,236.620689655
23321,117.0,320.0,234.598290598
23325,119.0,318.0,230.655462185
23326,120.0,314.0,228.733333333
23348,77.0,404.0,356.467532468
9040,58.0,538.0,473.24137931
9043,60.0,531.0,457.466666667
9047,61.0,523.0,449.967213115
21391,59.0,531.0,465.220338983
19373,57.0,554.0,481.543859649
19374,74.0,419.0,370.918918919
17361,71.0,438.0,386.591549296
17362,72.0,437.0,381.222222222
19418,51.0,595.0,538.196078431
17386,76.0,411.0,361.157894737
15420,75.0,412.0,365.973333333
15449,68.0,446.0,403.647058824
17579,70.0,441.0,392.114285714
13542,62.0,526.0,442.709677419
13573,44.0,663.0,623.818181818
24115,130.0,318.0,211.138461538
24116,131.0,314.0,209.526717557
24117,131.0,314.0,209.526717557
24120,132.0,309.0,207.939393939
24122,133.0,305.0,206.37593985
24144,85.0,380.0,322.917647059
24145,84.0,380.0,326.761904762
24146,83.0,380.0,330.698795181
9842,67.0,463.0,409.671641791
24185,113.0,327.0,242.902654867
24191,118.0,320.0,232.610169492
24200,123.0,323.0,223.154471545
24204,126.0,320.0,217.841269841
24209,54.0,577.0,508.296296296
24210,54.0,577.0,508.296296296
9896,66.0,474.0,415.878787879
24233,86.0,375.0,319.162790698
24235,88.0,373.0,311.909090909
20425,124.0,323.0,221.35483871
24248,96.0,342.0,285.916666667
24249,97.0,340.0,282.969072165
24250,98.0,339.0,280.081632653
24252,99.0,337.0,277.252525253
22214,121.0,327.0,226.842975207
24283,112.0,327.0,245.071428571
24284,111.0,327.0,247.279279279
24285,110.0,327.0,249.527272727
24286,109.0,327.0,251.816513761
24287,108.0,327.0,254.148148148
24288,107.0,327.0,256.523364486
24289,106.0,327.0,258.943396226
24290,105.0,327.0,261.40952381
24291,104.0,327.0,263.923076923
24292,103.0,327.0,266.485436893
9957,65.0,483.0,422.276923077
9959,63.0,514.0,435.682539683
24297,129.0,314.0,212.775193798
24298,128.0,310.0,214.4375
24299,122.0,323.0,224.983606557
24301,124.0,323.0,221.35483871
24303,127.0,318.0,216.125984252
22264,49.0,608.0,560.163265306
9995,50.0,605.0,548.96
9997,48.0,625.0,571.833333333
9998,47.0,637.0,584.0
20256,43.0,670.0,638.325581395
22331,95.0,351.0,288.926315789
22332,94.0,351.0,292.0
22340,89.0,375.0,308.404494382
20323,52.0,582.0,527.846153846
20328,56.0,557.0,490.142857143
8063,64.0,508.0,428.875
23204,102.0,337.0,269.098039216
23205,101.0,337.0,271.762376238
23206,100.0,337.0,274.48
23207,125.0,323.0,219.584
24232,87.0,374.0,315.494252874
