Solution ID,f[1],f[2],f[3]
40,45.0,635.0,650.511111111
127,47.0,631.0,622.829787234
213,107.0,319.0,273.579439252
331,60.0,515.0,487.883333333
620,67.0,474.0,436.910447761
740,46.0,633.0,636.369565217
900,73.0,469.0,401.0
1133,66.0,476.0,443.53030303
1171,48.0,625.0,609.854166667
1224,69.0,459.0,424.246376812
1370,75.0,426.0,390.306666667
1501,85.0,393.0,344.388235294
3387,110.0,314.0,266.118181818
5153,80.0,401.0,365.9125
5466,46.0,633.0,636.369565217
5826,93.0,362.0,314.76344086
6021,45.0,635.0,650.511111111
6145,100.0,333.0,292.73
7997,77.0,411.0,380.168831169
8263,99.0,507.0,295.686868687
8855,71.0,442.0,412.295774648
9954,57.0,537.0,513.561403509
10052,54.0,557.0,542.092592593
10499,52.0,580.0,562.942307692
10923,56.0,546.0,522.732142857
11331,78.0,411.0,375.294871795
11790,49.0,617.0,597.408163265
15263,87.0,384.0,336.471264368
15308,47.0,631.0,622.829787234
15962,59.0,524.0,496.152542373
15983,55.0,550.0,532.236363636
15999,92.0,430.0,318.184782609
16660,79.0,414.0,370.544303797
16824,58.0,529.0,504.706896552
17343,94.0,430.0,311.414893617
18882,46.0,633.0,636.369565217
19077,84.0,389.0,348.488095238
19618,98.0,347.0,298.704081633
19712,50.0,598.0,585.46
19820,53.0,567.0,552.320754717
20130,113.0,406.0,259.053097345
20435,62.0,500.0,472.14516129
20517,51.0,592.0,573.980392157
20851,104.0,380.0,281.471153846
20853,104.0,380.0,281.471153846
20859,97.0,387.0,301.783505155
20879,96.0,359.0,304.927083333
20903,114.0,385.0,256.780701754
20907,115.0,383.0,254.547826087
20911,116.0,394.0,252.353448276
21685,108.0,395.0,271.046296296
21887,76.0,429.0,385.171052632
21965,61.0,508.0,479.885245902
22036,64.0,483.0,457.390625
22311,90.0,374.0,325.255555556
22340,119.0,360.0,245.991596639
22341,119.0,360.0,245.991596639
23091,103.0,339.0,284.203883495
23381,70.0,452.0,418.185714286
23637,68.0,462.0,430.485294118
23876,118.0,485.0,248.076271186
23899,112.0,352.0,261.366071429
23911,95.0,410.0,308.136842105
23940,82.0,394.0,356.987804878
23947,83.0,420.0,352.686746988
24448,65.0,479.0,450.353846154
24500,67.0,474.0,436.910447761
24501,63.0,498.0,464.650793651
24525,74.0,435.0,395.581081081
24571,72.0,441.0,406.569444444
24592,86.0,386.0,340.38372093
24665,81.0,425.0,361.395061728
24730,88.0,441.0,332.647727273
24732,101.0,385.0,289.831683168
24739,102.0,385.0,286.990196078
