632	702

70	89

69	11

10	21

92	10

14	54

67	23

80	54

19	69

54	94

73	59

96	45

90	62

93	14

64	95

84	100

96	96

44	89

10	36

11	87

55	30

97	20

99	64

15	70

74	93

66	35

52	50

86	12

52	46

10	23

50	75

13	11

92	59

63	39

16	98

20	71

10	10

85	10

89	10

10	43

81	59

100	49

95	31

51	11

81	16

10	10

10	24

15	48

99	65

99	76

39	23

87	90

63	84

15	95

28	68

74	37

97	16

37	99

20	39

10	31

61	93

27	71

85	75

64	35

86	45

25	72

53	94

18	12

99	28

20	95

87	16

99	86

94	40

10	45

100	23

90	54

46	80

67	80

71	19

14	96

100	98

18	29

82	85

96	47

15	31

12	89

12	10

22	70

81	100

12	82

97	55

45	11

83	27

36	80

11	34

46	97

10	20

100	10

98	100

16	80

10	90

37	59

12	69

27	54

81	56

87	38

15	100

68	10

51	33

92	97

37	10

21	47

10	85

68	12

41	25

39	99

68	31

10	43

100	90

37	92

20	84

35	23

77	48

58	18

16	21

98	91

10	34

13	91

93	47

12	85

80	93

31	29

83	61

10	60

82	98

100	49

100	56

14	17

95	80

11	36

100	18

55	79

100	12

52	10

88	55

48	43

91	59

100	85

96	94

15	10

28	39

89	96

88	93

47	29

68	39

89	82

100	39

22	69

16	84

45	42

100	16

19	10

82	100

81	91

100	100

12	47

54	71

10	64

26	16

48	95

84	95

82	11

37	100

79	80

70	97

15	74

67	22

86	99

12	35

69	21

12	81

14	69

23	84

10	80

10	37

46	66

10	82

15	45

13	14

37	83

100	18

96	63

46	26

10	27

90	21

88	32

33	76

13	80

57	100

98	37

18	100

71	69

74	39

97	94

18	57

12	11

41	83

14	82

22	77

79	100

90	17

16	73

30	21

56	78

46	80

43	11

10	98

60	100

100	39

68	87

98	49

100	77

55	98

33	59

37	23

13	56

100	10

12	93

19	39

98	69

85	100

34	39

100	70

31	95

17	99

60	99

37	82

39	10

37	27

75	24

96	92

53	14

41	99

17	56

46	64

44	29

10	71

81	100

12	99

23	100

43	10

26	100

77	58

88	10

39	93

100	40

83	98

25	21

42	49

10	68

10	14

45	74

92	67

64	91

79	99

13	46

81	78

25	100

63	41

90	72

10	86

84	88

11	95

98	32

17	28

25	10

93	81

13	38

50	14

10	96

67	84

27	61

33	13

16	14

100	67

79	64

94	56

86	100

100	10

17	25

86	91

17	57

99	100

37	84

20	68

10	50

59	82

64	77

100	57

91	45

100	37

93	10

99	28

99	18

80	24

10	48

89	84

60	10

29	66

83	99

10	10

95	39

64	41

97	65

100	43

76	33

44	61

97	20

14	86

12	99

94	97

55	46

68	71

87	100

85	15

29	93

94	91

63	19

20	28

80	10

19	61

11	90

69	16

30	58

58	36

37	34

33	99

21	12

70	83

86	90

49	15

100	54

77	33

98	79

11	60

87	100

100	31

27	12

86	17

100	58

20	53

96	100

22	100

43	38

14	90

73	92

16	83

39	64

90	100

95	18

38	14

76	97

11	10

94	10

19	100

48	49

99	92

17	10

41	45

10	83

86	42

26	90

100	14

32	37

26	23

95	24

67	10

54	64

67	88

99	98

38	11

32	21

100	88

22	76

65	75

25	99

49	98

67	11

95	53

99	38

10	94

94	60

87	12

32	36

53	11

72	70

55	90

88	87

95	99

49	62

96	55

11	99

10	34

49	53

28	100

18	11

93	14

57	48

100	28

55	61

67	12

38	58

63	99

12	10

10	97

85	42

23	20

94	94

20	29

100	46

48	68

38	68

28	96

30	41

12	11

10	71

65	98

83	10

18	10

100	75

93	13

86	95

46	36

91	37

37	38

63	97

17	10

30	11

100	13

57	99

12	78

12	34

47	14

10	88

11	57

14	67

71	97

92	38

10	35

15	18

16	22

10	24

31	100

19	15

96	100

10	73

27	53

99	93

10	71

19	46

43	88

58	100

99	48

72	16

61	78

14	100

10	20

70	98

94	66

100	76

26	91

69	98

53	22

38	98

10	48

100	68

100	34

86	65

12	60

96	65

69	93

91	35

75	10

25	84

39	100

66	93

99	25

88	99

14	95

18	12

69	37

37	89

82	33

86	56

98	100

14	42

95	97

78	96

64	10

100	16

18	15

