                          2016-08-04 00:31:19.980291
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment14/SBSBPP500_run14.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           49         588          535.78
          1            1           51         585          514.76
          2            2           50         587          525.06
          3            3           51         586          514.76
          4            4           51         584          514.76
          5            5           50         588          525.06
          6            6           51         587          514.76
          7            7           51         588          514.76
          8            8           59         588          444.97
          9            9           53         586          495.34
         10           10           52         580          504.87
         11           11           50         588          525.06
         12           12           50         588          525.06
         13           13           52         587          504.87
         14           14           53         586          495.34
         15           15           61         588          430.38
         16           16           51         582          514.76
         17           17           50         588          525.06
         18           18           50         585          525.06
         19           19           61         588          430.38
         20           20           50         586          525.06
         21           21           52         586          504.87
         22           22           53         586          495.34
         23           23           53         573          495.34
         24           24           52         586          504.87
         25           25           49         588          535.78
         26           26           48         588          546.94
         27           27           50         587          525.06
         28           28           61         588          430.38
         29           29           49         588          535.78
         30           30           49         587          535.78
         31           31           49         588          535.78
         32           32           51         581          514.76
         33           33           50         582          525.06
         34           34           53         573          495.34
         35           35           50         580          525.06
         36           36           61         587          430.38
         37           37           52         586          504.87
         38           38           61         587          430.38
         39           39           50         587          525.06
         40           40           50         588          525.06
         41           41           51         584          514.76
         42           42           51         587          514.76
         43           43           53         586          495.34
         44           44           61         588          430.38
         45           45           61         587          430.38
         46           46           51         580          514.76
         47           47           50         587          525.06
         48           48           49         588          535.78
         49           49           50         588          525.06
         50           50           49         588          535.78
         51           51           51         587          514.76
         52           52           51         588          514.76
         53           53           53         573          495.34
         54           54           49         588          535.78
         55           55           49         588          535.78
         56           56           50         585          525.06
         57           57           49         588          535.78
         58           58           53         586          495.34
         59           59           49         588          535.78
         60           60           52         576          504.87
         61           61           61         587          430.38
         62           62           50         588          525.06
         63           63           53         573          495.34
         64           64           61         588          430.38
         65           65           61         587          430.38
         66           66           49         587          535.78
         67           67           51         587          514.76
         68           68           50         584          525.06
         69           69           51         585          514.76
         70           70           50         588          525.06
         71           71           53         573          495.34
         72           72           50         586          525.06
         73           73           51         588          514.76
         74           74           51         588          514.76
         75           75           50         586          525.06
         76           76           50         581          525.06
         77           77           51         581          514.76
         78           78           50         587          525.06
         79           79           50         576          525.06
         80           80           53         573          495.34
         81           81           61         587          430.38
         82           82           61         587          430.38
         83           83           53         586          495.34
         84           84           50         582          525.06
         85           85           50         588          525.06
         86           86           51         583          514.76
         87           87           51         585          514.76
         88           88           50         588          525.06
         89           89           53         573          495.34
         90           90           51         588          514.76
         91           91           52         583          504.87
         92           92           51         584          514.76
         93           93           50         583          525.06
         94           94           58         588          452.64
         95           95           50         586          525.06
         96           96           53         573          495.34
         97           97           50         580          525.06
         98           98           51         587          514.76
         99           99           50         586          525.06
        100          100           50         588          525.06
        101          101           53         588          495.34
        102          102           50         588          525.06
        103          103           51         588          514.76
        104          104           52         583          504.87
        105          105           51         587          514.76
        106          106           51         587          514.76
        107          107           61         587          430.38
        108          108           51         580          514.76
        109          109           53         573          495.34
        110          110           50         581          525.06
        111          111           50         581          525.06
        112          112           50         588          525.06
        113          113           51         587          514.76
        114          114           51         587          514.76
        115          115           51         582          514.76
        116          116           61         588          430.38
        117          117           49         585          535.78
        118          118           50         585          525.06
        119          119           50         587          525.06
        120          120           49         587          535.78
        121          121           50         582          525.06
        122          122           60         588          437.55
        123          123           51         587          514.76
        124          124           62         588          423.44
        125          125           51         587          514.76
        126          126           52         586          504.87
        127          127           51         584          514.76
        128          128           51         576          514.76
        129          129           61         587          430.38
        130          130           53         573          495.34
        131          131           50         576          525.06
        132          132           61         587          430.38
        133          133           50         585          525.06
        134          134           52         583          504.87
        135          135           50         574          525.06
        136          136           50         581          525.06
        137          137           61         588          430.38
        138          138           50         588          525.06
        139          139           50         585          525.06
        140          140           49         588          535.78
        141          141           50         586          525.06
        142          142           49         588          535.78
        143          143           51         586          514.76
        144          144           51         587          514.76
        145          145           49         585          535.78
        146          146           50         583          525.06
        147          147           61         587          430.38
        148          148           61         587          430.38
        149          149           50         582          525.06
        150          150           61         588          430.38
        151          151           50         588          525.06
        152          152           55         588          477.33
        153          153           51         587          514.76
        154          154           51         586          514.76
        155          155           61         587          430.38
        156          156           50         587          525.06
        157          157           49         586          535.78
        158          158           50         588          525.06
        159          159           49         588          535.78
        160          160           60         588          437.55
        161          161           50         585          525.06
        162          162           59         588          444.97
        163          163           50         588          525.06
        164          164           51         580          514.76
        165          165           61         587          430.38
        166          166           50         587          525.06
        167          167           51         585          514.76
        168          168           49         587          535.78
        169          169           60         588          437.55
        170          170           51         588          514.76
        171          171           51         580          514.76
        172          172           50         578          525.06
        173          173           51         588          514.76
        174          174           50         588          525.06
        175          175           51         586          514.76
        176          176           52         586          504.87
        177          177           53         581          495.34
        178          178           49         576          535.78
        179          179           51         587          514.76
        180          180           51         585          514.76
        181          181           61         588          430.38
        182          182           53         586          495.34
        183          183           50         583          525.06
        184          184           50         584          525.06
        185          185           51         588          514.76
        186          186           61         588          430.38
        187          187           61         588          430.38
        188          188           53         586          495.34
        189          189           50         582          525.06
        190          190           52         583          504.87
        191          191           51         578          514.76
        192          192           50         587          525.06
        193          193           51         588          514.76
        194          194           50         588          525.06
        195          195           49         586          535.78
        196          196           51         587          514.76
        197          197           53         573          495.34
        198          198           53         587          495.34
        199          199           49         587          535.78
        200          200           61         588          430.38
        201          201           57         588          460.58
        202          202           52         585          504.87
        203          203           50         588          525.06
        204          204           51         580          514.76
        205          205           53         586          495.34
        206          206           50         588          525.06
        207          207           51         587          514.76
        208          208           62         588          423.44
        209          209           51         587          514.76
        210          210           51         586          514.76
        211          211           58         588          452.64
        212          212           54         588          486.17
        213          213           50         588          525.06
        214          214           59         588          444.97
        215          215           50         588          525.06
        216          216           51         586          514.76
        217          217           50         586          525.06
        218          218           50         575          525.06
        219          219           50         575          525.06
        220          220           51         586          514.76
        221          221           52         583          504.87
        222          222           61         587          430.38
        223          223           51         587          514.76
        224          224           51         587          514.76
        225          225           50         588          525.06
        226          226           50         588          525.06
        227          227           49         588          535.78
        228          228           51         588          514.76
        229          229           50         580          525.06
        230          230           50         587          525.06
        231          231           59         588          444.97
        232          232           51         586          514.76
        233          233           50         581          525.06
        234          234           52         583          504.87
        235          235           51         587          514.76
        236          236           51         586          514.76
        237          237           51         588          514.76
        238          238           51         588          514.76
        239          239           50         588          525.06
        240          240           50         581          525.06
        241          241           50         584          525.06
        242          242           50         588          525.06
        243          243           50         587          525.06
        244          244           50         582          525.06
        245          245           51         588          514.76
        246          246           50         584          525.06
        247          247           52         576          504.87
        248          248           53         586          495.34
        249          249           52         583          504.87
        250          250           49         587          535.78
        251          251           50         580          525.06
        252          252           49         588          535.78
        253          253           58         588          452.64
        254          254           51         585          514.76
        255          255           51         588          514.76
        256          256           51         582          514.76
        257          257           50         588          525.06
        258          258           50         587          525.06
        259          259           53         586          495.34
        260          260           53         573          495.34
        261          261           50         586          525.06
        262          262           54         588          486.17
        263          263           50         587          525.06
        264          264           51         587          514.76
        265          265           50         586          525.06
        266          266           61         587          430.38
        267          267           50         573          525.06
        268          268           53         588          495.34
        269          269           53         573          495.34
        270          270           61         587          430.38
        271          271           51         587          514.76
        272          272           50         588          525.06
        273          273           59         588          444.97
        274          274           53         573          495.34
        275          275           53         586          495.34
        276          276           52         583          504.87
        277          277           50         580          525.06
        278          278           53         586          495.34
        279          279           51         587          514.76
        280          280           52         586          504.87
        281          281           50         587          525.06
        282          282           53         573          495.34
        283          283           56         587          468.80
        284          284           49         586          535.78
        285          285           51         586          514.76
        286          286           50         585          525.06
        287          287           51         587          514.76
        288          288           51         587          514.76
        289          289           61         587          430.38
        290          290           50         588          525.06
        291          291           51         586          514.76
        292          292           53         586          495.34
        293          293           56         588          468.80
        294          294           52         583          504.87
        295          295           52         583          504.87
        296          296           50         588          525.06
        297          297           51         588          514.76
        298          298           61         587          430.38
        299          299           49         588          535.78
        300          300           49         588          535.78
        301          301           51         578          514.76
        302          302           53         586          495.34
        303          303           61         588          430.38
        304          304           52         583          504.87
        305          305           50         580          525.06
        306          306           51         587          514.76
        307          307           51         587          514.76
        308          308           54         588          486.17
        309          309           51         584          514.76
        310          310           51         575          514.76
        311          311           51         581          514.76
        312          312           51         587          514.76
        313          313           50         588          525.06
        314          314           53         573          495.34
        315          315           61         587          430.38
        316          316           50         583          525.06
        317          317           50         573          525.06
        318          318           49         586          535.78
        319          319           50         588          525.06
        320          320           51         581          514.76
        321          321           51         587          514.76
        322          322           50         586          525.06
        323          323           50         588          525.06
        324          324           53         586          495.34
        325          325           52         586          504.87
        326          326           59         588          444.97
        327          327           50         587          525.06
        328          328           49         587          535.78
        329          329           51         583          514.76
        330          330           50         579          525.06
        331          331           50         588          525.06
        332          332           50         587          525.06
        333          333           49         588          535.78
        334          334           51         588          514.76
        335          335           51         583          514.76
        336          336           50         576          525.06
        337          337           53         586          495.34
        338          338           61         588          430.38
        339          339           56         588          468.80
        340          340           50         587          525.06
        341          341           52         583          504.87
        342          342           50         587          525.06
        343          343           50         582          525.06
        344          344           50         583          525.06
        345          345           51         579          514.76
        346          346           50         587          525.06
        347          347           51         583          514.76
        348          348           61         588          430.38
        349          349           49         588          535.78
        350          350           53         588          495.34
        351          351           53         586          495.34
        352          352           52         583          504.87
        353          353           50         588          525.06
        354          354           52         583          504.87
        355          355           51         588          514.76
        356          356           51         585          514.76
        357          357           51         586          514.76
        358          358           50         586          525.06
        359          359           52         586          504.87
        360          360           57         588          460.58
        361          361           50         588          525.06
        362          362           61         587          430.38
        363          363           55         588          477.33
        364          364           51         587          514.76
        365          365           61         588          430.38
        366          366           53         573          495.34
