                          2016-07-23 16:45:45.246652
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment03/SBSBPP500_run3.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0         9796           46         698          591.48
          1        11278           46         700          591.48
          2         1113           47         694          578.89
          3            3           47         694          578.89
          4          580           45         700          604.62
          5            5           45         702          604.62
          6        10915           46         685          591.48
          7        12655           45         701          604.62
          8         1361           46         701          591.48
          9        12837           45         693          604.62
         10           10           47         691          578.89
         11           11           46         671          591.48
         12         7535           45         702          604.62
         13         5739           46         702          591.48
         14           14           46         694          591.48
         15         7846           47         701          578.89
         16           16           47         689          578.89
         17          534           46         692          591.48
         18          662           46         681          591.48
         19         1651           46         700          591.48
         20         8262           47         702          578.89
         21           21           47         686          578.89
         22           22           47         678          578.89
         23        12579           47         695          578.89
         24        13409           46         702          591.48
         25          748           46         698          591.48
         26         2959           47         692          578.89
         27        11408           46         701          591.48
         28        10161           46         695          591.48
         29         5687           45         701          604.62
         30         6988           45         702          604.62
         31           31           47         690          578.89
         32        11123           45         697          604.62
         33          738           46         691          591.48
         34           34           47         693          578.89
         35        11591           45         699          604.62
         36        11695           46         685          591.48
         37           37           47         694          578.89
         38        12024           46         697          591.48
         39         3161           46         702          591.48
         40        11669           46         699          591.48
         41         1606           47         682          578.89
         42          720           47         702          578.89
         43         4883           46         700          591.48
         44         7379           46         702          591.48
         45         8443           46         701          591.48
         46         9842           46         697          591.48
         47         6651           45         701          604.62
         48          570           45         702          604.62
         49          716           46         690          591.48
         50        13515           46         702          591.48
         51          572           46         673          591.48
         52        13487           45         699          604.62
         53        12969           46         702          591.48
         54        12761           46         698          591.48
         55           55           48         692          566.83
         56           56           48         681          566.83
         57           57           46         683          591.48
         58        11642           46         700          591.48
         59          547           46         702          591.48
         60         2907           47         699          578.89
         61        12549           47         700          578.89
         62           62           46         689          591.48
         63          636           46         702          591.48
         64          633           47         671          578.89
         65        13741           47         698          578.89
         66         5039           46         693          591.48
         67          589           45         702          604.62
         68         9823           46         696          591.48
         69          581           46         700          591.48
         70        12083           46         700          591.48
         71        11148           46         701          591.48
         72        12604           46         696          591.48
         73         8102           46         667          591.48
         74           74           47         696          578.89
         75        10444           47         661          578.89
         76         7170           46         684          591.48
         77         2672           46         701          591.48
         78         7300           47         681          578.89
         79          622           47         673          578.89
         80         8783           46         686          591.48
         81           81           47         694          578.89
         82           82           47         685          578.89
         83         8990           46         691          591.48
         84          688           47         686          578.89
         85         3084           47         686          578.89
         86          616           46         698          591.48
         87         9069           46         699          591.48
         88          745           45         701          604.62
         89        10600           45         697          604.62
         90        11718           46         677          591.48
         91         9953           47         699          578.89
         92           92           46         699          591.48
         93           93           47         690          578.89
         94        10265           46         700          591.48
         95          647           47         695          578.89
         96           96           47         692          578.89
         97          603           46         685          591.48
         98        11539           46         684          591.48
         99         8365           46         702          591.48
        100         8209           46         702          591.48
        101         5247           46         702          591.48
        102         4675           46         700          591.48
        103          741           46         702          591.48
        104         9667           47         701          578.89
        105         6676           47         680          578.89
        106        13073           46         702          591.48
        107          107           47         694          578.89
        108          108           48         690          566.83
        109          109           47         684          578.89
        110        12397           47         678          578.89
        111         1321           45         688          604.62
        112          535           45         701          604.62
        113        13255           47         702          578.89
        114          670           46         701          591.48
        115         2802           46         685          591.48
        116          116           47         697          578.89
        117          557           46         682          591.48
        118        11253           46         697          591.48
        119         5817           46         702          591.48
        120          609           46         702          591.48
        121        10291           45         701          604.62
        122         6284           45         701          604.62
        123          123           47         692          578.89
        124        10472           46         702          591.48
        125         2148           46         702          591.48
        126        10629           47         661          578.89
        127        13593           46         696          591.48
        128         2360           47         681          578.89
        129         6131           46         702          591.48
        130        13203           46         698          591.48
        131         7716           46         702          591.48
        132          630           47         671          578.89
        133        11745           46         698          591.48
        134          709           45         702          604.62
        135          551           46         667          591.48
        136         8418           47         695          578.89
        137         7977           46         696          591.48
        138         1858           47         683          578.89
        139          139           47         700          578.89
        140          675           47         688          578.89
        141          141           47         689          578.89
        142         4935           46         699          591.48
        143          143           45         701          604.62
        144         5089           46         702          591.48
        145         3765           47         683          578.89
        146         6156           46         672          591.48
        147        12447           46         688          591.48
        148          148           47         684          578.89
        149         8595           47         698          578.89
        150         9303           46         702          591.48
        151        12525           46         697          591.48
        152        12683           47         701          578.89
        153        13541           45         702          604.62
        154         4362           47         696          578.89
        155         7037           46         702          591.48
