Solution ID,f[1],f[2],f[3]
203,49.0,636.0,575.428571429
207,51.0,623.0,552.862745098
317,48.0,640.0,587.416666667
326,59.0,650.0,477.898305085
558,52.0,623.0,542.230769231
1077,60.0,651.0,469.933333333
1103,60.0,651.0,469.933333333
1156,60.0,651.0,469.933333333
1216,60.0,651.0,469.933333333
1260,60.0,651.0,469.933333333
1566,61.0,651.0,462.229508197
1640,61.0,651.0,462.229508197
1645,61.0,651.0,462.229508197
1742,61.0,651.0,462.229508197
1746,61.0,651.0,462.229508197
1851,60.0,651.0,469.933333333
2048,60.0,651.0,469.933333333
2074,60.0,651.0,469.933333333
2231,62.0,651.0,454.774193548
2543,61.0,651.0,462.229508197
2615,60.0,651.0,469.933333333
2725,61.0,651.0,462.229508197
2850,56.0,634.0,503.5
3104,60.0,651.0,469.933333333
3213,62.0,651.0,454.774193548
3697,61.0,651.0,462.229508197
3821,56.0,634.0,503.5
4172,53.0,633.0,532.0
4184,62.0,651.0,454.774193548
4662,54.0,633.0,522.148148148
4797,58.0,634.0,486.137931034
5150,55.0,633.0,512.654545455
5162,64.0,651.0,440.5625
6134,65.0,651.0,433.784615385
6625,64.0,651.0,440.5625
10525,65.0,651.0,433.784615385
10792,57.0,647.0,494.666666667
11016,66.0,651.0,427.212121212
11503,66.0,651.0,427.212121212
11989,65.0,651.0,433.784615385
12479,66.0,651.0,427.212121212
12966,67.0,651.0,420.835820896
13636,50.0,633.0,563.92
14420,70.0,651.0,402.8
14899,69.0,651.0,408.637681159
15377,68.0,651.0,414.647058824
16345,70.0,651.0,402.8
16835,71.0,651.0,397.126760563
17313,72.0,651.0,391.611111111
17803,71.0,651.0,397.126760563
