Solution ID,f[1],f[2],f[3]
75,60.0,547.0,471.316666667
3400,65.0,514.0,435.061538462
4381,67.0,514.0,422.074626866
6703,69.0,523.0,409.84057971
6880,64.0,508.0,441.859375
9653,71.0,523.0,398.295774648
9898,63.0,512.0,448.873015873
13376,58.0,605.0,487.568965517
14078,65.0,514.0,435.061538462
14935,59.0,581.0,479.305084746
15645,65.0,514.0,435.061538462
16137,66.0,514.0,428.46969697
19447,62.0,517.0,456.112903226
20222,61.0,523.0,463.590163934
22173,68.0,515.0,415.867647059
22711,65.0,514.0,435.061538462
23155,70.0,515.0,403.985714286
