Solution ID,f[1],f[2],f[3]
6,84.0,327.0,332.369047619
14,84.0,327.0,332.369047619
132,84.0,327.0,332.369047619
146,84.0,327.0,332.369047619
164,84.0,327.0,332.369047619
196,84.0,327.0,332.369047619
273,84.0,327.0,332.369047619
296,84.0,327.0,332.369047619
317,84.0,327.0,332.369047619
319,84.0,327.0,332.369047619
330,84.0,327.0,332.369047619
387,84.0,327.0,332.369047619
394,84.0,327.0,332.369047619
413,84.0,327.0,332.369047619
423,84.0,327.0,332.369047619
425,84.0,327.0,332.369047619
468,84.0,327.0,332.369047619
495,84.0,327.0,332.369047619
505,84.0,327.0,332.369047619
519,84.0,327.0,332.369047619
538,84.0,327.0,332.369047619
547,84.0,327.0,332.369047619
552,84.0,327.0,332.369047619
555,84.0,327.0,332.369047619
575,84.0,327.0,332.369047619
587,84.0,327.0,332.369047619
602,84.0,327.0,332.369047619
604,84.0,327.0,332.369047619
608,84.0,327.0,332.369047619
617,84.0,327.0,332.369047619
628,84.0,327.0,332.369047619
654,84.0,327.0,332.369047619
672,84.0,327.0,332.369047619
675,84.0,327.0,332.369047619
679,84.0,327.0,332.369047619
695,84.0,327.0,332.369047619
733,84.0,327.0,332.369047619
758,84.0,327.0,332.369047619
762,84.0,327.0,332.369047619
783,84.0,327.0,332.369047619
790,84.0,327.0,332.369047619
824,84.0,327.0,332.369047619
833,84.0,327.0,332.369047619
844,84.0,327.0,332.369047619
855,84.0,327.0,332.369047619
873,84.0,327.0,332.369047619
875,84.0,327.0,332.369047619
887,84.0,327.0,332.369047619
929,84.0,327.0,332.369047619
953,84.0,327.0,332.369047619
991,84.0,327.0,332.369047619
992,84.0,327.0,332.369047619
1005,84.0,327.0,332.369047619
1006,84.0,327.0,332.369047619
1035,84.0,327.0,332.369047619
1041,84.0,327.0,332.369047619
1049,84.0,327.0,332.369047619
1089,84.0,327.0,332.369047619
1181,84.0,327.0,332.369047619
1195,84.0,327.0,332.369047619
1214,84.0,327.0,332.369047619
1224,84.0,327.0,332.369047619
1226,84.0,327.0,332.369047619
1227,84.0,327.0,332.369047619
1232,84.0,327.0,332.369047619
1236,84.0,327.0,332.369047619
1237,84.0,327.0,332.369047619
1243,84.0,327.0,332.369047619
1261,84.0,327.0,332.369047619
1262,84.0,327.0,332.369047619
1293,84.0,327.0,332.369047619
1301,84.0,327.0,332.369047619
1313,84.0,327.0,332.369047619
1314,84.0,327.0,332.369047619
1325,84.0,327.0,332.369047619
1330,84.0,327.0,332.369047619
1347,84.0,327.0,332.369047619
1362,84.0,327.0,332.369047619
1383,84.0,327.0,332.369047619
1395,84.0,327.0,332.369047619
1398,84.0,327.0,332.369047619
1408,84.0,327.0,332.369047619
1410,86.0,326.0,324.639534884
1419,84.0,327.0,332.369047619
1420,84.0,327.0,332.369047619
1433,84.0,327.0,332.369047619
1437,84.0,327.0,332.369047619
1453,84.0,327.0,332.369047619
1459,84.0,327.0,332.369047619
1464,84.0,327.0,332.369047619
1470,84.0,327.0,332.369047619
1509,84.0,327.0,332.369047619
1512,84.0,327.0,332.369047619
1576,84.0,327.0,332.369047619
1622,84.0,327.0,332.369047619
1802,84.0,327.0,332.369047619
1866,84.0,327.0,332.369047619
1976,84.0,327.0,332.369047619
2049,84.0,327.0,332.369047619
2159,84.0,327.0,332.369047619
2214,84.0,327.0,332.369047619
2215,89.0,323.0,313.696629213
2281,84.0,327.0,332.369047619
2337,84.0,327.0,332.369047619
2345,84.0,327.0,332.369047619
2348,84.0,327.0,332.369047619
2366,84.0,327.0,332.369047619
2404,84.0,327.0,332.369047619
2466,84.0,327.0,332.369047619
2495,84.0,327.0,332.369047619
2500,84.0,327.0,332.369047619
2508,85.0,326.0,328.458823529
2534,84.0,327.0,332.369047619
2539,84.0,327.0,332.369047619
2548,84.0,327.0,332.369047619
2557,84.0,327.0,332.369047619
2560,84.0,327.0,332.369047619
3570,85.0,326.0,328.458823529
3820,84.0,327.0,332.369047619
3987,84.0,327.0,332.369047619
4343,84.0,327.0,332.369047619
4826,89.0,323.0,313.696629213
4877,89.0,323.0,313.696629213
4892,92.0,320.0,303.467391304
5462,87.0,325.0,320.908045977
5811,92.0,320.0,303.467391304
6216,88.0,323.0,317.261363636
