                          2016-07-24 12:17:44.546084
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment15/SBSBPP500_run15.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0          606           77         438          342.73
          1        10942           76         455          347.24
          2        13509           72         488          366.53
          3            3           73         476          361.51
          4          623           71         487          371.69
          5          699           71         489          371.69
          6         9068           71         487          371.69
          7        12659           71         489          371.69
          8          541           76         434          347.24
          9            9           73         484          361.51
         10           10           72         466          366.53
         11         4937           72         488          366.53
         12           12           72         472          366.53
         13           13           72         469          366.53
         14        12502           71         486          371.69
         15        10706           77         457          342.73
         16           16           73         466          361.51
         17          574           76         463          347.24
         18          618           77         444          342.73
         19         4909           77         439          342.73
         20        11671           71         486          371.69
         21        13127           76         454          347.24
         22         9435           77         422          342.73
         23        12137           72         489          366.53
         24         9097           77         448          342.73
         25         9227           71         486          371.69
         26         5584           72         484          366.53
         27        12891           75         461          351.87
         28        13178           72         464          366.53
         29        10578           72         485          366.53
         30        10964           71         489          371.69
         31           31           72         481          366.53
         32           32           72         474          366.53
         33          502           76         476          347.24
         34         8707           73         471          361.51
         35        11902           76         487          347.24
         36         1789           77         473          342.73
         37         8655           76         443          347.24
         38         5506           75         469          351.87
         39         7952           72         483          366.53
         40         9409           76         431          347.24
         41         8524           77         435          342.73
         42         7717           72         484          366.53
         43        10371           71         487          371.69
         44        11619           72         470          366.53
         45           45           71         481          371.69
         46          509           77         476          342.73
         47           47           72         461          366.53
         48        13620           71         472          371.69
         49         8419           71         489          371.69
         50         4232           71         487          371.69
         51        10422           76         433          347.24
         52         6782           71         488          371.69
         53         5661           72         477          366.53
         54        13434           72         485          366.53
         55          599           72         471          366.53
         56        10215           77         421          342.73
         57           57           71         483          371.69
         58         3062           72         481          366.53
         59          590           72         468          366.53
         60          615           72         487          366.53
         61        13671           71         487          371.69
         62         1165           76         443          347.24
         63        13335           70         476          377.00
         64          605           72         489          366.53
         65          681           71         466          371.69
         66         7927           71         487          371.69
         67         7508           76         415          347.24
         68         8394           77         430          342.73
         69          625           71         487          371.69
         70         7589           71         487          371.69
         71          642           72         481          366.53
         72         7900           72         469          366.53
         73        12008           77         457          342.73
         74        13361           72         476          366.53
         75        13385           72         487          366.53
         76           76           73         459          361.51
         77           77           72         478          366.53
         78          698           71         471          371.69
         79         7874           72         489          366.53
         80           80           73         461          361.51
         81           81           73         475          361.51
         82        11694           72         472          366.53
         83           83           72         468          366.53
         84         6132           72         487          366.53
         85          624           72         488          366.53
         86        13257           76         437          347.24
         87           87           72         472          366.53
         88           88           72         468          366.53
         89           89           71         467          371.69
         90         2258           71         489          371.69
         91         5248           76         428          347.24
         92        12945           72         484          366.53
         93           93           73         469          361.51
         94         4728           71         480          371.69
         95         4829           71         488          371.69
         96         7249           71         486          371.69
         97         2101           71         481          371.69
         98        11359           77         449          342.73
         99         9145           71         482          371.69
        100          100           72         475          366.53
        101         4804           72         489          366.53
        102          571           72         486          366.53
        103         8991           75         447          351.87
        104        12321           72         487          366.53
        105         7095           75         440          351.87
        106        11229           77         446          342.73
        107        12243           72         479          366.53
        108          108           73         478          361.51
        109          109           72         472          366.53
        110          110           73         486          361.51
        111         1969           77         416          342.73
        112         8859           72         488          366.53
        113         5639           77         418          342.73
        114          114           72         477          366.53
        115         7536           77         455          342.73
        116          116           72         468          366.53
        117        13228           72         488          366.53
        118        10917           74         461          356.62
        119        10292           77         426          342.73
        120          640           77         426          342.73
        121          653           72         487          366.53
        122         2648           75         429          351.87
        123         6210           74         453          356.62
        124         9669           71         488          371.69
        125        13646           71         489          371.69
        126          126           73         480          361.51
        127        13541           72         489          366.53
        128         4521           78         480          338.33
        129        11333           72         471          366.53
        130          130           71         475          371.69
        131         8914           72         485          366.53
        132          677           76         410          347.24
        133          133           73         474          361.51
        134         4259           71         488          371.69
        135         9278           72         473          366.53
        136        10058           71         487          371.69
        137        11020           72         486          366.53
        138         4856           72         481          366.53
        139         4079           72         481          366.53
        140         9303           72         478          366.53
        141          601           71         489          371.69
        142         2907           71         486          371.69
        143          143           71         485          371.69
        144        11769           71         486          371.69
        145          145           72         463          366.53
        146        11955           75         454          351.87
        147         1451           72         476          366.53
        148          148           73         473          361.51
        149        10105           71         483          371.69
        150        11593           76         454          347.24
        151          151           72         473          366.53
        152        11515           72         480          366.53
        153          153           72         475          366.53
        154          154           72         476          366.53
        155         6496           72         467          366.53
        156          156           72         453          366.53
        157        12630           72         485          366.53
        158         3299           71         489          371.69
        159        12685           76         437          347.24
        160         9253           71         483          371.69
        161        11539           71         488          371.69
        162        10787           76         476          347.24
        163         7225           71         485          371.69
        164         3529           76         451          347.24
        165         1193           71         485          371.69
        166        10085           77         438          342.73
        167          626           72         481          366.53
        168          659           72         487          366.53
        169         9487           72         487          366.53
        170         3557           71         487          371.69
        171        12996           72         489          366.53
        172        12059           71         487          371.69
        173        12345           76         433          347.24
        174          174           71         486          371.69
        175        11408           72         486          366.53
        176        11147           76         461          347.24
        177         8343           75         438          351.87
        178         7380           72         484          366.53
        179        12867           71         486          371.69
        180          595           76         428          347.24
        181          932           71         488          371.69
        182          182           73         473          361.51
        183        11489           77         409          342.73
        184         5323           71         479          371.69
        185          185           72         484          366.53
        186        12163           71         484          371.69
        187         9903           71         486          371.69
        188          188           72         484          366.53
        189          189           72         473          366.53
        190         3273           76         425          347.24
        191         9379           71         488          371.69
        192          572           71         489          371.69
        193        10657           71         485          371.69
        194         2935           73         488          361.51
        195          195           73         481          361.51
        196         8679           72         487          366.53
        197          197           72         460          366.53
        198        12547           72         489          366.53
        199          558           71         487          371.69
        200         5086           76         480          347.24
        201        11644           72         487          366.53
        202         4105           77         423          342.73
        203        11175           72         479          366.53
        204        13569           72         481          366.53
        205        13593           72         488          366.53
        206        13410           75         460          351.87
        207         6026           76         429          347.24
        208        10602           76         441          347.24
        209          209           72         469          366.53
        210         8629           75         415          351.87
        211          500           72         489          366.53
        212         6861           76         442          347.24
        213         9773           72         489          366.53
        214          559           75         451          351.87
        215          215           73         469          361.51
        216         6313           76         417          347.24
        217         7634           71         475          371.69
        218         1999           72         486          366.53
        219          219           71         489          371.69
        220         3325           72         488          366.53
        221          221           72         477          366.53
        222         8129           72         483          366.53
        223         7016           71         487          371.69
        224        10888           72         483          366.53
        225         2490           72         488          366.53
        226          544           72         482          366.53
        227          227           73         476          361.51
        228          228           71         480          371.69
        229          620           72         481          366.53
        230          230           72         461          366.53
        231          231           71         471          371.69
        232         6367           71         487          371.69
        233          633           72         479          366.53
        234         8784           75         413          351.87
        235          235           72         454          366.53
        236        12737           71         484          371.69
        237         8470           72         480          366.53
        238        11931           71         484          371.69
        239        12035           72         487          366.53
        240         7557           72         481          366.53
        241         6289           72         470          366.53
        242         6107           72         489          366.53
        243          243           71         469          371.69
        244          244           72         471          366.53
        245         3741           72         484          366.53
        246         9819           72         481          366.53
        247          247           72         469          366.53
        248          248           71         481          371.69
        249         6003           72         489          366.53
        250         9175           76         437          347.24
        251          251           73         468          361.51
        252        13309           72         488          366.53
        253        11748           71         489          371.69
        254        12919           72         484          366.53
        255        10553           76         450          347.24
        256          638           76         437          347.24
        257         5847           77         424          342.73
        258         6541           72         470          366.53
        259         5039           72         483          366.53
        260          585           72         486          366.53
        261        10865           73         482          361.51
        262         7433           72         489          366.53
        263         2804           71         489          371.69
        264        10345           72         473          366.53
        265          265           72         470          366.53
        266         9327           75         447          351.87
        267         7196           72         485          366.53
        268          268           72         478          366.53
        269          269           72         468          366.53
        270         2129           75         439          351.87
        271        10499           71         485          371.69
        272        10267           71         480          371.69
        273          510           71         489          371.69
        274         1861           76         489          347.24
        275         7328           75         442          351.87
        276          547           72         489          366.53
        277          654           71         484          371.69
        278        13201           71         478          371.69
        279        11718           72         467          366.53
        280         6679           71         482          371.69
        281          560           72         484          366.53
        282         8577           72         487          366.53
        283         1921           73         488          361.51
        284          284           71         480          371.69
        285         3582           76         421          347.24
        286         5482           72         488          366.53
        287        10838           72         489          366.53
        288          288           73         477          361.51
        289         2207           72         486          366.53
        290          534           72         489          366.53
        291         4987           72         489          366.53
        292          608           72         456          366.53
        293          568           72         459          366.53
        294          959           71         489          371.69
        295        12113           75         456          351.87
        296          678           71         464          371.69
        297        10033           72         489          366.53
        298         6705           72         486          366.53
        299        12450           73         488          361.51
        300         4545           75         426          351.87
        301         1349           72         475          366.53
        302         6965           77         442          342.73
