Solution ID,f[1] (B),f[2] (W),f[3] (s)
12336,43.0,58.2642155839,9488.36291693
20544,84.0,16.6685158024,9714.15119703
4200,43.0,31.8143114834,9791.50624661
24746,41.0,47.7174209246,9870.52944406
24857,41.0,48.7955961759,9834.95240978
20059,45.0,38.7876607071,9435.37698026
20799,75.0,19.1674060642,9192.94746191
20807,62.0,26.8553046948,8932.48158012
20903,68.0,19.7080824178,9508.86551277
20935,61.0,27.6864022799,8892.07302969
20957,87.0,16.1587971868,9190.5796319
20958,88.0,15.9746576942,9182.96376306
16876,67.0,24.4690864445,8916.71192114
20983,89.0,15.8382143096,9189.67601255
21019,74.0,22.6427700314,8791.75194329
4654,43.0,35.0279355676,9584.36401158
7626,50.0,33.8555815352,9038.97457364
21403,43.0,44.5418669606,9522.79026539
17455,56.0,23.6214445718,9461.62616907
24104,115.0,12.1141555522,9325.73626927
17651,44.0,52.7642427871,9308.39691766
17805,45.0,52.4614107536,9286.79175672
22312,119.0,11.8004684238,9120.18332502
18256,113.0,12.4183234318,9104.59958885
7701,42.0,32.722945963,9753.30244145
22384,116.0,12.0625979133,9169.7508486
22387,117.0,11.9541570044,9140.19174971
22409,107.0,13.2819603812,8958.57109729
22454,57.0,29.3860690337,8995.24530064
22470,65.0,25.8787742144,8846.03183893
18464,47.0,35.8159378573,9265.24836711
22592,58.0,22.7769588863,9095.08594965
22597,42.0,32.5148731618,9810.19119666
22613,43.0,56.6778070471,9499.65298972
22680,109.0,15.4977265042,8863.32645744
22745,51.0,28.2538252694,9245.15229459
18715,82.0,20.3675133007,8717.56166216
23216,41.0,53.2023381324,9661.06447798
19296,81.0,17.7550366894,9073.23049522
11175,63.0,26.4958647002,8918.66886773
11187,49.0,41.5901583118,9085.03625118
18254,112.0,12.5298230615,9107.92282083
15418,48.0,34.8657683396,9245.80771504
15442,45.0,40.1281662018,9406.03240184
23971,42.0,36.7487844183,9563.04952604
23974,121.0,11.554295149,9130.98526102
23975,122.0,11.4409417087,9130.98526102
23977,123.0,11.3446604759,9130.98526102
23978,124.0,11.2752989204,9130.98526102
23979,125.0,11.1693762446,9130.98526102
23980,126.0,11.1030083912,9130.98526102
23990,110.0,15.7122153797,8681.13446943
24020,85.0,19.6612859396,8652.89941746
24022,86.0,19.4938272904,8648.08612168
24028,90.0,18.656416578,8627.84553213
24061,71.0,18.8160049356,9423.96491024
24062,72.0,18.5524119239,9399.66373807
24065,73.0,18.2676009385,9364.30855436
24103,114.0,12.2222026137,9344.57926382
20008,91.0,15.6247260726,9119.16780922
24115,118.0,11.8178761167,9323.12549076
24137,98.0,17.8623030356,8800.82608402
24138,99.0,17.6817971789,8787.86832929
15976,60.0,28.0314478394,8896.79572231
24174,42.0,32.7965186696,9721.08361853
20088,54.0,24.308305286,9660.30751329
16003,55.0,30.8084071346,8955.05301758
7836,46.0,36.612867347,9333.11052349
24257,70.0,23.9603593053,8810.26887185
24273,66.0,25.489239898,8846.03183893
24276,69.0,24.3315116152,8835.02796108
24280,100.0,14.2130214972,9006.65863178
24282,101.0,14.0611269928,8976.06187588
20188,64.0,26.0949425119,8894.20183101
24286,103.0,13.7760883819,8947.15275663
24542,77.0,21.9226686731,8728.89275435
24389,97.0,14.3262388178,9225.37996447
24395,105.0,13.2909764838,9175.2465189
24396,106.0,13.1630109891,9161.52349239
24422,120.0,11.7174896584,9104.59958885
24437,111.0,12.5727397991,9129.45130773
24448,108.0,16.2566213734,8691.59207859
24472,92.0,15.2468106921,9217.29663316
20394,76.0,22.2434460631,8732.4501401
24564,93.0,15.0759530032,9184.99093486
24506,102.0,13.6896195102,9391.83719322
24509,104.0,13.4210408985,9391.83719322
13644,59.0,28.0370474981,9058.52937944
24528,52.0,27.8178620401,9181.67513098
24531,53.0,27.2150717512,9269.30010431
20442,83.0,17.1724336617,9130.98526102
24540,43.0,33.3538736908,9612.63260611
24543,78.0,21.6416916869,8725.72074924
24545,79.0,21.4207619466,8708.54233446
24547,80.0,21.1423922077,8700.76776216
24552,44.0,39.5415041147,9489.27376315
24555,45.0,38.5360043646,9489.27376315
24565,94.0,14.9113740367,9180.82204089
24566,95.0,14.7464986288,9175.94028229
24569,96.0,14.5867446654,9134.57010722
