Solution ID,f[1],f[2],f[3]
20,144.0,247.0,194.145833333
30,83.0,381.0,336.831325301
242,87.0,367.0,321.344827586
254,84.0,376.0,332.821428571
388,98.0,336.0,285.275510204
481,88.0,363.0,317.693181818
667,80.0,391.0,349.4625
775,91.0,354.0,307.21978022
912,77.0,408.0,363.077922078
995,106.0,315.0,263.745283019
1142,97.0,336.0,288.216494845
1407,77.0,408.0,363.077922078
1429,75.0,415.0,372.76
1466,108.0,310.0,258.861111111
1579,86.0,372.0,325.081395349
1581,93.0,349.0,300.612903226
1716,86.0,372.0,325.081395349
1752,111.0,525.0,251.864864865
1838,86.0,372.0,325.081395349
2024,103.0,321.0,271.427184466
2212,105.0,318.0,266.257142857
2421,76.0,408.0,367.855263158
2534,93.0,349.0,300.612903226
2542,56.0,531.0,499.232142857
2569,127.0,272.0,220.133858268
2897,142.0,367.0,196.88028169
3153,147.0,245.0,190.183673469
7039,143.0,339.0,195.503496503
7056,129.0,352.0,216.720930233
7681,121.0,284.0,231.049586777
8137,123.0,283.0,227.292682927
8576,70.0,445.0,399.385714286
9975,54.0,555.0,517.722222222
10098,114.0,356.0,245.236842105
10184,81.0,390.0,345.148148148
10807,135.0,261.0,207.088888889
11054,53.0,606.0,527.490566038
11090,68.0,455.0,411.132352941
12088,61.0,522.0,458.31147541
12714,118.0,297.0,236.923728814
12965,115.0,297.0,243.104347826
13090,104.0,319.0,268.817307692
13432,86.0,372.0,325.081395349
13444,58.0,535.0,482.017241379
13448,58.0,535.0,482.017241379
13813,156.0,224.0,179.211538462
13952,102.0,328.0,274.088235294
14027,119.0,369.0,234.932773109
14053,95.0,343.0,294.284210526
14089,62.0,546.0,450.919354839
15154,52.0,626.0,537.634615385
15376,149.0,269.0,187.630872483
15381,148.0,269.0,188.898648649
15841,72.0,433.0,388.291666667
15884,107.0,311.0,261.280373832
15943,175.0,211.0,159.754285714
16167,109.0,361.0,256.486238532
16304,74.0,421.0,377.797297297
17496,130.0,272.0,215.053846154
17588,116.0,430.0,241.00862069
17756,100.0,328.0,279.57
17905,120.0,286.0,232.975
18206,117.0,356.0,238.948717949
18274,146.0,288.0,191.48630137
18880,75.0,415.0,372.76
18881,94.0,343.0,297.414893617
18929,131.0,395.0,213.41221374
18960,60.0,527.0,465.95
19004,112.0,317.0,249.616071429
19426,92.0,347.0,303.880434783
19623,124.0,319.0,225.459677419
19628,125.0,324.0,223.656
19676,122.0,289.0,229.155737705
20488,57.0,538.0,490.473684211
21128,153.0,297.0,182.725490196
21140,155.0,339.0,180.367741935
21182,128.0,345.0,218.4140625
21578,85.0,375.0,328.905882353
21780,134.0,287.0,208.634328358
21793,69.0,503.0,405.173913043
21822,63.0,524.0,443.761904762
21823,64.0,523.0,436.828125
21964,90.0,359.0,310.633333333
22253,73.0,424.0,382.97260274
22523,67.0,537.0,417.268656716
22524,67.0,537.0,417.268656716
22529,99.0,429.0,282.393939394
22573,145.0,284.0,192.806896552
22900,93.0,349.0,300.612903226
23247,59.0,529.0,473.847457627
23260,158.0,289.0,176.943037975
23261,157.0,289.0,178.070063694
23289,152.0,312.0,183.927631579
23306,65.0,537.0,430.107692308
23593,90.0,359.0,310.633333333
23660,71.0,440.0,393.76056338
23911,66.0,581.0,423.590909091
23945,174.0,304.0,160.672413793
23947,176.0,294.0,158.846590909
23954,173.0,320.0,161.601156069
24002,126.0,377.0,221.880952381
24209,82.0,389.0,340.93902439
24266,79.0,392.0,353.886075949
24308,101.0,332.0,276.801980198
24422,55.0,537.0,508.309090909
24442,96.0,336.0,291.21875
24455,113.0,293.0,247.407079646
24474,78.0,405.0,358.423076923
24480,110.0,304.0,254.154545455
24491,89.0,359.0,314.123595506
