                          2016-07-24 20:50:33.787845
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment20/SBSBPP500_run20.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           49         692          561.82
          1         4811           51         749          539.78
          2            2           48         696          573.52
          3            3           49         718          561.82
          4         7823           49         808          561.82
          5        12923           48         838          573.52
          6         6344           48         819          573.52
          7         8555           48         842          573.52
          8            8           49         724          561.82
          9         4732           48         716          573.52
         10        11597           49         693          561.82
         11         9465           48         815          573.52
         12        11232           48         734          573.52
         13         9855           51         623          539.78
         14           14           48         700          573.52
         15           15           49         736          561.82
         16         5331           48         810          573.52
         17          578           48         874          573.52
         18         9803           51         632          539.78
         19           19           48         697          573.52
         20           20           49         688          561.82
         21           21           49         708          561.82
         22           22           48         670          573.52
         23         9560           51         632          539.78
         24         4887           51         632          539.78
         25        11072           49         756          561.82
         26           26           48         686          573.52
         27        12895           51         634          539.78
         28         7591           48         720          573.52
         29        13416           49         749          561.82
         30         5149           48         713          573.52
         31           31           48         746          573.52
         32        12012           51         631          539.78
         33           33           49         669          561.82
         34        12741           49         644          561.82
         35           35           48         711          573.52
         36           36           49         679          561.82
         37         9777           51         724          539.78
         38         8371           49         805          561.82
         39         8502           48         783          573.52
         40         5876           48         816          573.52
         41         5824           48         885          573.52
         42           42           49         675          561.82
         43         6734           48         767          573.52
         44           44           49         712          561.82
         45        12269           49         779          561.82
         46          521           48         819          573.52
         47        11955           48         747          573.52
         48           48           49         717          561.82
         49         7255           49         791          561.82
         50         9671           48        1000          573.52
         51           51           49         718          561.82
         52           52           49         677          561.82
         53         7276           49         778          561.82
         54           54           49         685          561.82
         55        11909           48         721          573.52
         56          599           49         719          561.82
         57         4654           48         757          573.52
         58         9387           50         681          550.58
         59         6004           48         778          573.52
         60        10218           51         709          539.78
         61         5773           48         768          573.52
         62           62           48         753          573.52
         63           63           48         714          573.52
         64           64           48         698          573.52
         65          523           48         743          573.52
         66         9279           50         613          550.58
         67           67           49         704          561.82
         68          510           49         699          561.82
         69        10167           48         821          573.52
         70           70           48         696          573.52
         71         6967           49         708          561.82
         72         6787           48         760          573.52
         73           73           48         704          573.52
         74         2939           49         824          561.82
         75         9543           51         771          539.78
         76        13338           51         659          539.78
         77           77           48         691          573.52
         78           78           48         709          573.52
         79         9049           52         589          529.40
         80           80           49         671          561.82
         81           81           49         705          561.82
         82         8607           50         603          550.58
         83        13388           50         661          550.58
         84        12949           51         617          539.78
         85           85           49         710          561.82
         86         5407           51         612          539.78
         87           87           49         671          561.82
         88           88           49         733          561.82
         89        10010           48         879          573.52
         90           90           48         732          573.52
         91          593           48         885          573.52
         92         9439           50         643          550.58
         93           93           49         719          561.82
         94           94           49         741          561.82
         95           95           48         735          573.52
         96           96           48         708          573.52
         97           97           49         650          561.82
         98        13573           48         795          573.52
         99        11623           49         697          561.82
        100         4863           49         811          561.82
        101        11545           49         840          561.82
        102          575           51         616          539.78
        103          103           49         714          561.82
        104         9643           48         725          573.52
        105        12114           49         799          561.82
        106          106           49         673          561.82
        107          107           49         708          561.82
        108        10037           48         750          573.52
        109          109           49         698          561.82
        110         6527           48         733          573.52
        111        11176           48         758          573.52
        112          112           49         683          561.82
        113         8267           51         613          539.78
        114          114           48         723          573.52
        115          115           49         690          561.82
        116        10476           49         837          561.82
        117         9750           50         604          550.58
        118         2574           51         630          539.78
        119        11309           48         737          573.52
        120        11414           48         760          573.52
        121          583           48         693          573.52
        122          122           49         694          561.82
        123        12712           48         756          573.52
        124          621           48         737          573.52
        125          125           49         717          561.82
        126         8524           51         623          539.78
        127          548           51         623          539.78
        128         9826           48         844          573.52
        129         2802           48         801          573.52
        130         8163           51         611          539.78
        131        10531           48         818          573.52
        132        11985           50         668          550.58
        133        10972           49         759          561.82
        134         4602           48         844          573.52
        135        13044           48         791          573.52
        136         7382           49         817          561.82
        137         7489           51         620          539.78
        138        12400           50         679          550.58
        139          139           49         690          561.82
        140        12580           49         735          561.82
        141        11336           48         759          573.52
        142         3511           51         628          539.78
        143         8085           49         743          561.82
        144          144           49         722          561.82
        145         7667           48         725          573.52
        146          146           49         664          561.82
        147          147           48         721          573.52
        148        11492           51         659          539.78
        149        12247           48         740          573.52
        150          150           49         727          561.82
        151          151           49         720          561.82
        152          152           48         767          573.52
        153         7124           48         857          573.52
        154         5949           51         599          539.78
        155         6601           48         878          573.52
        156          156           49         698          561.82
        157          556           50         601          550.58
        158         9411           52         593          529.40
        159          159           49         708          561.82
        160         7095           48         801          573.52
        161          161           49         689          561.82
        162         7903           49         746          561.82
        163         5851           51         601          539.78
        164        12532           48         831          573.52
        165          165           48         696          573.52
        166        13129           51         672          539.78
        167        13181           51         613          539.78
        168        10062           51         616          539.78
        169          169           49         713          561.82
        170          170           49         710          561.82
        171         1743           48         758          573.52
        172         3171           49         720          561.82
        173         4522           49         821          561.82
        174        10557           48         820          573.52
        175          175           49         696          561.82
        176         8347           50         642          550.58
        177         9022           49         858          561.82
        178         8057           49         703          561.82
        179        12871           48         793          573.52
        180         6865           48         720          573.52
        181          181           48         717          573.52
        182          182           49         690          561.82
        183         3874           51         776          539.78
        184          184           49         731          561.82
        185         9724           49         791          561.82
        186        10608           48         748          573.52
        187          187           49         691          561.82
        188         3068           51         610          539.78
        189          189           48         718          573.52
        190         8579           51         627          539.78
        191         4341           48         859          573.52
        192         4027           49         702          561.82
        193          193           49         708          561.82
        194          194           48         702          573.52
        195          195           49         701          561.82
        196          196           49         665          561.82
        197        13365           48         786          573.52
        198         9907           49         694          561.82
        199          566           51         607          539.78
        200        10945           48         735          573.52
        201        10349           48         783          573.52
        202         7749           48         800          573.52
        203         8397           48         790          573.52
        204          592           48         702          573.52
        205        10295           51         648          539.78
        206        11103           49         794          561.82
        207        11025           48         803          573.52
        208         8815           48         981          573.52
        209         2159           51         610          539.78
        210         4785           49         746          561.82
        211          211           49         660          561.82
        212         8469           49         925          561.82
        213          213           49         719          561.82
        214         5173           48         719          573.52
        215         9174           49         800          561.82
        216         1327           49         708          561.82
        217          832           48         780          573.52
        218          218           49         720          561.82
        219          525           51         639          539.78
        220          220           49         687          561.82
        221        11932           51         681          539.78
        222        12091           49         781          561.82
        223          223           48         709          573.52
        224        13016           49         800          561.82
        225          225           49         666          561.82
        226          226           49         696          561.82
        227         8711           48         866          573.52
        228         5094           48         854          573.52
        229          518           49         702          561.82
        230          230           49         701          561.82
        231        10266           48         794          573.52
        232         4394           50         650          550.58
        233          541           51         623          539.78
        234          234           49         728          561.82
        235         6084           50         622          550.58
        236         7614           49         742          561.82
        237        11649           51         609          539.78
        238        13209           51         628          539.78
        239          239           49         702          561.82
        240        13517           51         673          539.78
        241         2521           51         716          539.78
        242          242           48         714          573.52
        243         9958           49         768          561.82
        244         6319           48         780          573.52
        245          504           51         605          539.78
        246          246           49         727          561.82
        247         9697           48         739          573.52
        248          248           48         750          573.52
        249          249           49         694          561.82
        250          250           49         676          561.82
        251         7014           48         855          573.52
        252          534           51         624          539.78
        253          253           49         693          561.82
        254          911           48         954          573.52
        255          255           49         711          561.82
        256          256           48         678          573.52
        257          257           49         676          561.82
        258         6649           49         715          561.82
        259         6214           49         720          561.82
        260          588           51         619          539.78
        261         3925           48         753          573.52
        262          262           49         712          561.82
        263         8736           51         638          539.78
        264         8969           48         780          573.52
        265          515           48         714          573.52
        266         3093           49         694          561.82
        267          577           51         610          539.78
        268          268           49         703          561.82
        269          269           49         696          561.82
        270          649           49         746          561.82
        271        12298           49         796          561.82
        272          272           49         715          561.82
        273          522           48         746          573.52
        274          513           50         717          550.58
        275        12480           50         634          550.58
        276         4498           48         762          573.52
        277          277           49         689          561.82
        278          278           49         756          561.82
        279          279           48         719          573.52
        280          280           49         705          561.82
        281        11719           48         702          573.52
        282         3641           49         731          561.82
        283          283           49         692          561.82
        284          284           48         754          573.52
        285          285           49         693          561.82
        286          286           48         694          573.52
        287         5564           50         615          550.58
        288          288           49         689          561.82
        289         7953           49         729          561.82
        290        10580           49         747          561.82
        291        13099           49         795          561.82
        292        12635           49         799          561.82
        293          572           50         627          550.58
        294          294           49         683          561.82
        295          295           49         670          561.82
        296         6446           49         742          561.82
        297          297           49         705          561.82
        298          298           48         683          573.52
        299         1249           48         747          573.52
        300          300           48         706          573.52
        301         2625           48         772          573.52
        302         3223           48         763          573.52
        303        10661           48         845          573.52
        304        11675           49         686          561.82
        305          305           49         704          561.82
        306        10711           50         848          550.58
        307         6111           48         711          573.52
        308          308           49         710          561.82
        309        12844           51         610          539.78
        310          554           48         778          573.52
        311          311           48         717          573.52
        312          312           49         697          561.82
        313          313           49         661          561.82
        314        12507           49         733          561.82
        315         1298           48         780          573.52
        316          316           48         727          573.52
        317         6369           49         727          561.82
        318         4366           49         760          561.82
        319         6241           48         786          573.52
        320         5694           48         750          573.52
        321         9153           48         840          573.52
        322          322           49         682          561.82
        323          323           48         700          573.52
        324          324           48         689          573.52
        325        12680           50         664          550.58
        326         8112           50         662          550.58
        327         9257           48         812          573.52
        328        13442           51         677          539.78
        329          329           49         717          561.82
        330        11467           48         710          573.52
        331          589           48         684          573.52
        332        11259           51         610          539.78
        333        13001           49         795          561.82
        334          579           48         834          573.52
        335         5636           51         622          539.78
        336          336           49         724          561.82
        337        12347           48         734          573.52
        338          338           49         712          561.82
        339        13494           48         756          573.52
        340        11746           48         831          573.52
        341         6813           48         724          573.52
        342         3796           49         704          561.82
        343         7329           51         714          539.78
        344         6136           50         607          550.58
        345        12659           50         633          550.58
        346        10921           51         629          539.78
        347         3484           51         644          539.78
        348         2913           49         964          561.82
        349          503           48         746          573.52
        350         7406           49         736          561.82
        351          539           49         676          561.82
        352          352           49         715          561.82
        353         3744           48         779          573.52
        354         8242           48         863          573.52
        355         7357           51         598          539.78
        356         5227           49         760          561.82
        357        12061           49         764          561.82
        358          358           49         668          561.82
        359        13078           51         633          539.78
        360          594           51         635          539.78
        361          585           49         693          561.82
        362          540           51         628          539.78
        363         5506           49         763          561.82
        364         9335           49         736          561.82
        365         8889           51         592          539.78
        366         1505           48         743          573.52
        367         8840           51         611          539.78
        368        10841           48         948          573.52
        369         5277           49         748          561.82
        370          370           49         686          561.82
        371        11805           51         624          539.78
        372        11128           48         795          573.52
        373         2834           49         781          561.82
        374          569           48         737          573.52
        375          375           48         705          573.52
        376         5929           49         729          561.82
        377        13598           51         609          539.78
        378          545           51         628          539.78
        379         2886           49         731          561.82
        380          380           48         727          573.52
        381        11440           48         772          573.52
        382          382           48         701          573.52
        383         4705           48         919          573.52
        384          384           49         674          561.82
        385          385           49         737          561.82
        386          386           48         700          573.52
        387         6474           49         704          561.82
        388          597           48         717          573.52
        389          389           49         697          561.82
        390          390           49         704          561.82
        391         6551           48         838          573.52
        392        13234           49         711          561.82
        393         8034           51         611          539.78
        394          394           49         669          561.82
        395          395           49         682          561.82
        396        11207           48         723          573.52
        397         8919           50         680          550.58
        398          574           49         679          561.82
        399         7795           50         715          550.58
        400        13286           48         821          573.52
        401          401           48         753          573.52
        402        10401           48         738          573.52
        403         2471           51         636          539.78
        404          404           49         677          561.82
        405          405           49         706          561.82
        406        10738           49         762          561.82
        407          407           48         681          573.52
        408          408           49         673          561.82
        409          409           49         700          561.82
        410          410           49         694          561.82
        411          411           49         676          561.82
        412         9309           48         774          573.52
        413         3039           50         596          550.58
        414        12143           51         601          539.78
        415          415           49         696          561.82
        416          416           49         685          561.82
        417         1767           51         661          539.78
        418        12975           50         646          550.58
        419         4235           48         702          573.52
        420          420           49         730          561.82
        421        11882           51         594          539.78
        422         9979           51         603          539.78
        423          423           48         695          573.52
        424          424           49         692          561.82
        425         9491           50         625          550.58
        426        10320           48         756          573.52
        427         1479           48         754          573.52
        428          428           49         708          561.82
        429        12164           48         771          573.52
        430          430           49         699          561.82
        431          431           48         705          573.52
        432        11855           49         697          561.82
        433          433           48         726          573.52
        434         5617           51         632          539.78
        435         6995           48         839          573.52
        436         1899           49         692          561.82
        437        13547           51         730          539.78
        438          438           49         705          561.82
        439         5899           49         793          561.82
        440          440           49         709          561.82
        441          441           49         677          561.82
        442         8318           49         809          561.82
        443        11778           49         738          561.82
        444         9515           51         606          539.78
        445         7982           49         782          561.82
        446        13156           49         709          561.82
        447         9621           48         789          573.52
        448        10115           50         619          550.58
        449         2391           49         749          561.82
        450        13307           48         786          573.52
        451         6292           51         663          539.78
        452        12454           48         752          573.52
        453        12793           48         888          573.52
        454          454           49         690          561.82
        455        12376           48         738          573.52
        456        11831           48         748          573.52
        457          457           49         689          561.82
        458          458           49         689          561.82
        459          528           48         693          573.52
