Solution ID,f[1],f[2],f[3]
331,78.0,419.0,348.820512821
391,64.0,497.0,425.125
426,78.0,419.0,348.820512821
539,66.0,480.0,412.242424242
547,61.0,515.0,446.032786885
979,71.0,451.0,383.211267606
1010,63.0,502.0,431.873015873
1087,57.0,548.0,477.333333333
1197,74.0,439.0,367.675675676
1248,94.0,362.0,289.446808511
1273,80.0,410.0,340.1
1277,76.0,427.0,358.0
1649,86.0,390.0,316.372093023
2084,65.0,490.0,418.584615385
2127,68.0,474.0,400.117647059
2128,60.0,525.0,453.466666667
2260,69.0,466.0,394.31884058
2290,59.0,531.0,461.152542373
2480,68.0,474.0,400.117647059
2620,83.0,402.0,327.807228916
2664,64.0,497.0,425.125
3070,82.0,405.0,331.804878049
3336,45.0,687.0,604.622222222
6315,130.0,280.0,209.292307692
6320,56.0,559.0,485.857142857
6415,108.0,324.0,251.925925926
8180,84.0,398.0,323.904761905
8542,109.0,319.0,249.614678899
9882,96.0,357.0,283.416666667
10647,107.0,325.0,254.280373832
11330,113.0,304.0,240.778761062
11723,46.0,658.0,591.47826087
13275,103.0,412.0,264.155339806
13290,95.0,399.0,286.4
13555,58.0,541.0,469.103448276
14239,91.0,368.0,298.989010989
15899,111.0,500.0,245.117117117
16593,125.0,408.0,217.664
16642,100.0,352.0,272.08
16744,97.0,358.0,280.494845361
17041,99.0,349.0,274.828282828
17363,52.0,639.0,523.230769231
17367,53.0,631.0,513.358490566
18115,50.0,644.0,544.16
18637,137.0,266.0,198.598540146
18744,104.0,429.0,261.615384615
19051,67.0,478.0,406.089552239
20166,121.0,372.0,224.859504132
20168,123.0,325.0,221.203252033
20207,93.0,428.0,292.559139785
20236,51.0,643.0,533.490196078
20264,114.0,400.0,238.666666667
20475,55.0,582.0,494.690909091
21053,75.0,434.0,362.773333333
21660,110.0,460.0,247.345454545
21744,98.0,529.0,277.632653061
21977,62.0,505.0,438.838709677
22385,126.0,332.0,215.936507937
22414,140.0,271.0,194.342857143
22431,92.0,354.0,295.739130435
22439,141.0,278.0,192.964539007
22525,49.0,643.0,555.265306122
22962,79.0,412.0,344.405063291
23059,54.0,580.0,503.851851852
23089,112.0,334.0,242.928571429
23132,106.0,394.0,256.679245283
23136,105.0,461.0,259.123809524
23167,145.0,359.0,187.64137931
23259,48.0,647.0,566.833333333
23766,81.0,409.0,335.901234568
23861,124.0,323.0,219.419354839
23878,89.0,412.0,305.707865169
23918,146.0,424.0,186.356164384
23921,146.0,424.0,186.356164384
24152,47.0,647.0,578.893617021
24344,72.0,446.0,377.888888889
24377,88.0,381.0,309.181818182
24383,90.0,373.0,302.311111111
24388,70.0,453.0,388.685714286
24515,77.0,424.0,353.350649351
24519,73.0,443.0,372.712328767
24527,87.0,378.0,312.735632184
24528,85.0,395.0,320.094117647
24532,101.0,341.0,269.386138614
