                          2016-07-23 23:18:10.375242
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment07/SBSBPP500_run7.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           52         665          531.67
          1        11641           54         602          511.98
          2          775           51         771          542.10
          3        11325           54         642          511.98
          4         3471           51         681          542.10
          5          696           51         762          542.10
          6          637           52         622          531.67
          7          646           51         704          542.10
          8         5657           51         758          542.10
          9          850           51         807          542.10
         10         8463           54         613          511.98
         11         2125           54         616          511.98
         12           12           51         697          542.10
         13           13           51         676          542.10
         14         6387           52         659          531.67
         15         5374           51         722          542.10
         16        10153           54         609          511.98
         17          551           52         682          531.67
         18           18           51         663          542.10
         19          578           51         678          542.10
         20          759           51         812          542.10
         21        13461           54         630          511.98
         22          701           51         735          542.10
         23        12889           51         771          542.10
         24        13615           52         656          531.67
         25        12859           52         711          531.67
         26         7479           52         736          531.67
         27         9558           52         743          531.67
         28         2796           51         688          542.10
         29         2305           51         696          542.10
         30         4954           51         844          542.10
         31         1237           52         767          531.67
         32           32           52         696          531.67
         33         4452           51         712          542.10
         34           34           52         699          531.67
         35        12499           53         613          521.64
         36        10366           51         731          542.10
         37          560           51         707          542.10
         38          635           51         695          542.10
         39         1863           52         713          531.67
         40         9660           51         711          542.10
         41         8284           51         845          542.10
         42         8883           54         608          511.98
         43        10418           53         595          521.64
         44          660           51         690          542.10
         45          771           53         614          521.64
         46        12652           51         816          542.10
         47        10210           51         783          542.10
         48           48           52         683          531.67
         49        12836           51         775          542.10
         50        10053           54         777          511.98
         51           51           52         675          531.67
         52        11248           51         792          542.10
         53         1371           51         692          542.10
         54           54           52         683          531.67
         55          633           51         745          542.10
         56          738           51         840          542.10
         57        12395           53         646          521.64
         58        10523           52         751          531.67
         59        11199           51         730          542.10
         60        13017           55         588          502.67
         61           61           51         736          542.10
         62        11612           51         835          542.10
         63         8231           51         760          542.10
         64           64           52         685          531.67
         65         5245           51         775          542.10
         66         9583           54         636          511.98
         67           67           52         670          531.67
         68           68           52         670          531.67
         69           69           52         651          531.67
         70           70           52         660          531.67
         71          620           53         592          521.64
         72         1891           51         712          542.10
         73           73           51         692          542.10
         74        11303           53         614          521.64
         75           75           51         690          542.10
         76           76           51         669          542.10
         77           77           51         682          542.10
         78        12992           53         628          521.64
         79         2328           52         660          531.67
         80         2772           51         742          542.10
         81        11662           54         607          511.98
         82        12369           54         608          511.98
         83        12212           51         808          542.10
         84           84           52         677          531.67
         85        12472           52         702          531.67
         86         9063           51         839          542.10
         87           87           52         668          531.67
