Solution ID,f[1],f[2],f[3]
20,101.0,296.0,273.277227723
94,101.0,296.0,273.277227723
95,101.0,296.0,273.277227723
176,102.0,296.0,270.598039216
225,101.0,296.0,273.277227723
271,100.0,297.0,276.01
311,102.0,296.0,270.598039216
316,102.0,296.0,270.598039216
400,100.0,297.0,276.01
403,100.0,297.0,276.01
407,98.0,297.0,281.642857143
423,103.0,297.0,267.970873786
461,101.0,296.0,273.277227723
491,100.0,297.0,276.01
1109,99.0,296.0,278.797979798
1113,99.0,296.0,278.797979798
1115,99.0,296.0,278.797979798
1825,95.0,300.0,290.536842105
1875,94.0,300.0,293.627659574
1901,94.0,300.0,293.627659574
1929,96.0,300.0,287.510416667
1953,95.0,300.0,290.536842105
2007,96.0,300.0,287.510416667
2059,94.0,300.0,293.627659574
2085,96.0,300.0,287.510416667
2135,96.0,300.0,287.510416667
2163,95.0,300.0,290.536842105
2189,95.0,300.0,290.536842105
2293,96.0,300.0,287.510416667
2362,95.0,300.0,290.536842105
2395,94.0,300.0,293.627659574
2474,93.0,300.0,296.784946237
2526,95.0,300.0,290.536842105
2552,95.0,300.0,290.536842105
2578,96.0,300.0,287.510416667
2603,94.0,300.0,293.627659574
2629,95.0,300.0,290.536842105
2731,95.0,300.0,290.536842105
2786,96.0,300.0,287.510416667
2813,95.0,300.0,290.536842105
2831,96.0,300.0,287.510416667
2865,95.0,300.0,290.536842105
2891,94.0,300.0,293.627659574
2942,96.0,300.0,287.510416667
3020,94.0,300.0,293.627659574
3069,94.0,300.0,293.627659574
3097,94.0,300.0,293.627659574
3122,95.0,300.0,290.536842105
3177,94.0,300.0,293.627659574
3200,96.0,300.0,287.510416667
3279,94.0,300.0,293.627659574
3307,94.0,300.0,293.627659574
3355,95.0,300.0,290.536842105
3379,95.0,300.0,290.536842105
3411,95.0,300.0,290.536842105
3432,95.0,300.0,290.536842105
3463,96.0,300.0,287.510416667
3555,95.0,300.0,290.536842105
3590,96.0,300.0,287.510416667
3616,96.0,300.0,287.510416667
3671,94.0,300.0,293.627659574
3696,95.0,300.0,290.536842105
3722,96.0,300.0,287.510416667
3775,95.0,300.0,290.536842105
3801,95.0,300.0,290.536842105
3851,96.0,300.0,287.510416667
3928,94.0,300.0,293.627659574
3956,94.0,300.0,293.627659574
3974,94.0,300.0,293.627659574
4034,95.0,300.0,290.536842105
4111,96.0,300.0,287.510416667
4162,94.0,300.0,293.627659574
4212,95.0,300.0,290.536842105
4242,95.0,300.0,290.536842105
4320,93.0,300.0,296.784946237
4344,96.0,300.0,287.510416667
4398,94.0,300.0,293.627659574
4424,95.0,300.0,290.536842105
4447,95.0,300.0,290.536842105
4474,94.0,300.0,293.627659574
4579,96.0,300.0,287.510416667
4631,96.0,300.0,287.510416667
4684,96.0,300.0,287.510416667
4733,94.0,300.0,293.627659574
4763,95.0,300.0,290.536842105
4784,94.0,300.0,293.627659574
4813,94.0,300.0,293.627659574
4841,96.0,300.0,287.510416667
4865,95.0,300.0,290.536842105
4919,96.0,300.0,287.510416667
5049,96.0,300.0,287.510416667
5101,96.0,300.0,287.510416667
5127,94.0,300.0,293.627659574
5149,95.0,300.0,290.536842105
5227,95.0,300.0,290.536842105
5282,96.0,300.0,287.510416667
5359,95.0,300.0,290.536842105
5379,95.0,300.0,290.536842105
5464,96.0,300.0,287.510416667
5490,95.0,300.0,290.536842105
5535,95.0,300.0,290.536842105
5569,94.0,300.0,293.627659574
5621,95.0,300.0,290.536842105
5645,94.0,300.0,293.627659574
5751,96.0,300.0,287.510416667
5777,95.0,300.0,290.536842105
5797,96.0,300.0,287.510416667
5829,94.0,300.0,293.627659574
5876,95.0,300.0,290.536842105
6010,95.0,300.0,290.536842105
6035,95.0,300.0,290.536842105
6062,94.0,300.0,293.627659574
6115,96.0,300.0,287.510416667
6161,96.0,300.0,287.510416667
6218,95.0,300.0,290.536842105
6323,95.0,300.0,290.536842105
6346,94.0,300.0,293.627659574
6361,96.0,300.0,287.510416667
6425,96.0,300.0,287.510416667
6477,95.0,300.0,290.536842105
6505,94.0,300.0,293.627659574
6528,96.0,300.0,287.510416667
6557,96.0,300.0,287.510416667
6582,94.0,300.0,293.627659574
6608,95.0,300.0,290.536842105
6707,96.0,300.0,287.510416667
6762,96.0,300.0,287.510416667
6817,95.0,300.0,290.536842105
6838,95.0,300.0,290.536842105
6869,95.0,300.0,290.536842105
6895,96.0,300.0,287.510416667
6973,95.0,300.0,290.536842105
6997,94.0,300.0,293.627659574
7064,96.0,300.0,287.510416667
7101,94.0,300.0,293.627659574
7128,94.0,300.0,293.627659574
7151,96.0,300.0,287.510416667
7181,94.0,300.0,293.627659574
7206,95.0,300.0,290.536842105
7230,96.0,300.0,287.510416667
7337,95.0,300.0,290.536842105
7387,95.0,300.0,290.536842105
7467,96.0,300.0,287.510416667
7511,95.0,300.0,290.536842105
7543,95.0,300.0,290.536842105
7570,95.0,300.0,290.536842105
7595,94.0,300.0,293.627659574
7649,95.0,300.0,290.536842105
7670,94.0,300.0,293.627659574
7701,95.0,300.0,290.536842105
7805,96.0,300.0,287.510416667
7883,96.0,300.0,287.510416667
7935,94.0,300.0,293.627659574
7956,95.0,300.0,290.536842105
8013,95.0,300.0,290.536842105
8083,95.0,300.0,290.536842105
8139,95.0,300.0,290.536842105
8168,95.0,300.0,290.536842105
8190,95.0,300.0,290.536842105
8246,95.0,300.0,290.536842105
8273,94.0,300.0,293.627659574
8349,95.0,300.0,290.536842105
8377,94.0,300.0,293.627659574
8403,96.0,300.0,287.510416667
8448,96.0,300.0,287.510416667
8478,95.0,300.0,290.536842105
8559,94.0,300.0,293.627659574
8584,95.0,300.0,290.536842105
8611,96.0,300.0,287.510416667
8635,94.0,300.0,293.627659574
8661,96.0,300.0,287.510416667
8683,94.0,300.0,293.627659574
8741,95.0,300.0,290.536842105
8765,95.0,300.0,290.536842105
8793,94.0,300.0,293.627659574
8837,94.0,300.0,293.627659574
8870,96.0,300.0,287.510416667
8922,95.0,300.0,290.536842105
8975,95.0,300.0,290.536842105
9001,95.0,300.0,290.536842105
9024,95.0,300.0,290.536842105
9051,95.0,300.0,290.536842105
9079,96.0,300.0,287.510416667
9104,95.0,300.0,290.536842105
9153,95.0,300.0,290.536842105
9205,96.0,300.0,287.510416667
9285,95.0,300.0,290.536842105
9335,94.0,300.0,293.627659574
9365,96.0,300.0,287.510416667
9417,95.0,300.0,290.536842105
9521,95.0,300.0,290.536842105
9546,94.0,300.0,293.627659574
9599,96.0,300.0,287.510416667
9620,95.0,300.0,290.536842105
9650,95.0,300.0,290.536842105
9674,94.0,300.0,293.627659574
9724,96.0,300.0,287.510416667
9779,95.0,300.0,290.536842105
9806,96.0,300.0,287.510416667
9857,94.0,300.0,293.627659574
9911,94.0,300.0,293.627659574
9988,96.0,300.0,287.510416667
10119,94.0,300.0,293.627659574
10143,96.0,300.0,287.510416667
10196,94.0,300.0,293.627659574
10223,96.0,300.0,287.510416667
10248,96.0,300.0,287.510416667
10353,95.0,300.0,290.536842105
10431,95.0,300.0,290.536842105
10477,95.0,300.0,290.536842105
10509,96.0,300.0,287.510416667
10534,95.0,300.0,290.536842105
10561,96.0,300.0,287.510416667
10613,96.0,300.0,287.510416667
10639,95.0,300.0,290.536842105
10664,94.0,300.0,293.627659574
10740,96.0,300.0,287.510416667
10765,95.0,300.0,290.536842105
10810,94.0,300.0,293.627659574
10873,95.0,300.0,290.536842105
10899,96.0,300.0,287.510416667
10915,95.0,300.0,290.536842105
10950,95.0,300.0,290.536842105
11002,95.0,300.0,290.536842105
11054,96.0,300.0,287.510416667
11079,95.0,300.0,290.536842105
11105,95.0,300.0,290.536842105
11158,93.0,300.0,296.784946237
11211,96.0,300.0,287.510416667
11233,94.0,300.0,293.627659574
11311,95.0,300.0,290.536842105
11391,95.0,300.0,290.536842105
11470,95.0,300.0,290.536842105
11492,95.0,300.0,290.536842105
11575,94.0,300.0,293.627659574
11601,95.0,300.0,290.536842105
11746,96.0,300.0,287.510416667
11783,96.0,300.0,287.510416667
11834,95.0,300.0,290.536842105
11860,96.0,300.0,287.510416667
11887,95.0,300.0,290.536842105
11937,95.0,300.0,290.536842105
11965,94.0,300.0,293.627659574
12017,96.0,300.0,287.510416667
12060,97.0,299.0,284.546391753
12093,93.0,300.0,296.784946237
12171,94.0,300.0,293.627659574
12198,95.0,300.0,290.536842105
12224,96.0,300.0,287.510416667
12246,95.0,300.0,290.536842105
12276,95.0,300.0,290.536842105
12348,95.0,300.0,290.536842105
12381,96.0,300.0,287.510416667
12407,96.0,300.0,287.510416667
12510,94.0,300.0,293.627659574
12535,95.0,300.0,290.536842105
12689,96.0,300.0,287.510416667
12719,96.0,300.0,287.510416667
12845,95.0,300.0,290.536842105
12872,95.0,300.0,290.536842105
12925,94.0,300.0,293.627659574
12977,96.0,300.0,287.510416667
13003,95.0,300.0,290.536842105
13083,95.0,300.0,290.536842105
13109,94.0,300.0,293.627659574
13161,94.0,300.0,293.627659574
13209,94.0,300.0,293.627659574
13392,96.0,300.0,287.510416667
13499,94.0,300.0,293.627659574
13521,93.0,300.0,296.784946237
13577,95.0,300.0,290.536842105
13601,95.0,300.0,290.536842105
13617,95.0,300.0,290.536842105
13707,95.0,300.0,290.536842105
13733,95.0,300.0,290.536842105
13758,95.0,300.0,290.536842105
13784,94.0,300.0,293.627659574
13887,95.0,300.0,290.536842105
13914,95.0,300.0,290.536842105
13991,95.0,300.0,290.536842105
14044,95.0,300.0,290.536842105
14071,95.0,300.0,290.536842105
14091,95.0,300.0,290.536842105
14123,95.0,300.0,290.536842105
14141,96.0,300.0,287.510416667
14224,95.0,300.0,290.536842105
14252,95.0,300.0,290.536842105
14357,95.0,300.0,290.536842105
14382,95.0,300.0,290.536842105
14431,94.0,300.0,293.627659574
14459,95.0,300.0,290.536842105
14564,96.0,300.0,287.510416667
14617,96.0,300.0,287.510416667
14668,94.0,300.0,293.627659574
14694,94.0,300.0,293.627659574
14745,95.0,300.0,290.536842105
14795,94.0,300.0,293.627659574
