Solution ID,f[1] (B),f[2] (W),f[3] (s)
8225,45.0,36.0681990982,9122.79862115
9906,63.0,20.9817752598,9136.85442952
8238,50.0,30.5984298603,9146.46484109
20534,47.0,35.0186727647,9208.28442249
14405,60.0,26.2771807126,8869.92008473
24735,44.0,35.1348298917,9253.05961014
24749,44.0,38.7866359072,9127.65176117
8376,43.0,32.6804681223,9368.5924819
16074,44.0,45.7644046126,9087.91318544
6350,61.0,25.1934827488,8865.20966536
18683,62.0,22.8455120354,8964.17142787
16427,58.0,29.4422778087,8937.29055608
4369,52.0,29.6336807705,9170.7075984
2351,47.0,35.2200258065,9203.99007384
16731,43.0,37.021118544,9235.59360578
12637,45.0,35.4402392885,9235.3469073
6517,53.0,30.151291499,9000.16013904
4486,49.0,35.9373568689,9040.79642746
22921,46.0,38.9757268565,9122.12149093
16653,60.0,24.2401546223,8999.62496532
22933,42.0,40.1094131285,9464.34850474
21235,42.0,41.7485414027,9286.49079272
439,44.0,43.8996308717,9094.61227963
14777,52.0,35.8461719096,8993.85170217
14799,50.0,32.5658987645,9117.74413799
16859,47.0,37.0285396469,9079.24806213
24990,57.0,29.7014168152,8964.3548261
6664,54.0,31.1358271099,8996.28621898
4621,42.0,40.2176730437,9352.45650504
23076,51.0,36.1604977617,8998.20522767
9308,63.0,21.765803265,8843.43729795
18989,62.0,23.0860572586,8891.22843402
19554,65.0,20.1389774473,9091.60598088
22628,43.0,37.3597137209,9228.45287027
12927,61.0,22.7609755035,9005.14231255
8848,50.0,34.8520317993,9053.05236164
23209,42.0,41.0589687684,9343.96597034
15032,61.0,22.7486082677,9205.54344367
15045,43.0,36.3692478655,9261.19119178
15060,54.0,28.5033932558,9114.19909681
10965,43.0,47.6367315163,9106.5994115
19185,56.0,30.0252450767,8989.74270984
17178,49.0,36.7192948572,9028.40102272
21623,60.0,24.7105341262,8892.12532145
17227,42.0,41.3845067255,9298.18806328
19292,42.0,42.7800218832,9242.41374816
20829,59.0,24.3373111527,8945.0537601
19344,63.0,21.3269692968,8971.83432423
941,45.0,41.7841430531,9042.49574395
11421,63.0,21.6364003637,8968.81207297
21463,43.0,40.9383529366,9120.67309944
24652,55.0,28.26984666,9151.37112813
17419,60.0,25.7068054164,8886.36183282
21564,60.0,23.2835961748,9049.17208518
23623,59.0,23.8881428251,9148.92945791
7243,55.0,28.0179458928,9579.28495423
21590,42.0,45.0026515931,9182.46766092
9401,44.0,36.6515211626,9244.37816745
16231,44.0,34.0804769204,9358.83874822
13424,43.0,31.9515174592,9404.81060133
19646,61.0,24.1810494391,8921.96181603
19622,50.0,30.5386877539,9235.62755769
11495,42.0,42.8092717579,9206.68043526
19695,51.0,30.0492867265,9364.68102452
15608,51.0,37.682356093,8960.84494771
21759,62.0,22.206120916,8974.38277923
1280,59.0,28.9546400925,8807.35292381
23811,56.0,27.3290846329,9167.38873086
17685,57.0,30.7759812312,8935.88150057
17693,45.0,34.7440702903,9283.00413637
7467,42.0,46.780257475,9164.63630433
19341,62.0,22.2049183854,9071.65335737
3410,57.0,26.7250562735,9176.33754025
15725,47.0,34.0411227669,9306.58970416
12182,44.0,36.8438639895,9231.15750144
9633,54.0,28.8396734955,9041.59760012
19014,49.0,37.9205979983,8982.03462547
21115,63.0,22.099159178,8839.45977546
19904,52.0,31.7928980823,9055.65247733
20043,59.0,25.9669449217,8919.22254512
11744,61.0,24.4026998557,8904.89208873
15849,49.0,31.532506418,9133.1256538
19998,57.0,27.2842531574,9062.53711432
9768,59.0,27.1661107749,8906.37289295
12465,46.0,41.0226375625,9071.17453257
11647,48.0,33.3445586999,9053.578705
15971,46.0,35.6880197798,9199.51644048
3079,57.0,26.6887118365,9207.73919605
4721,58.0,25.6787196821,8948.2358249
18089,43.0,39.6170305019,9158.66907275
13473,61.0,24.3114315395,8920.09692749
11978,51.0,31.4377201166,9073.07839776
24875,47.0,38.8463501752,9071.60365252
11586,61.0,22.7666290937,8966.55815991
20294,42.0,49.0329002157,9118.62891382
24410,43.0,38.3972437135,9188.39189227
1886,47.0,42.4667969874,9024.18795628
10085,57.0,26.546002132,9324.39638804
8045,48.0,32.7717350452,9178.4375405
14211,44.0,36.7444779851,9234.75049724
22409,64.0,20.2012839619,8828.38840217
12170,45.0,36.0518896309,9229.74980063
20366,62.0,24.3051870195,8834.81291926
22229,54.0,28.1660907562,9315.47722429
24905,43.0,37.8667692808,9217.91575202
4055,57.0,28.0582391217,8991.94872499
22488,50.0,30.9831064577,9139.47437618
8153,46.0,44.4208176565,9000.7595133
20445,43.0,34.1255869792,9284.43674301
