                          2016-07-24 17:33:39.351524
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment18/SBSBPP500_run18.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0          829           74         538          376.20
          1            1           74         483          376.20
          2        11535           74         557          376.20
          3        12181           74         749          376.20
          4          582           74         561          376.20
          5         1369           79         464          352.39
          6          979           74         568          376.20
          7         5867           80         408          347.99
          8          722           74         537          376.20
          9         7946           81         413          343.69
         10         7244           78         443          356.91
         11           11           75         461          371.19
         12           12           75         488          371.19
         13          830           74         595          376.20
         14         8493           75         521          371.19
         15        13459           75         471          371.19
         16         8359           74         652          376.20
         17        12625           75         593          371.19
         18           18           74         481          376.20
         19         5217           74         514          376.20
         20          845           79         466          352.39
         21         5711           75         586          371.19
         22        12830           74         537          376.20
         23           23           76         455          366.30
         24        12258           80         455          347.99
         25           25           74         520          376.20
         26           26           75         489          371.19
         27         9741           75         493          371.19
         28         6357           74         536          376.20
         29         6776           78         448          356.91
         30           30           74         474          376.20
         31        11379           74         542          376.20
         32        12418           74         658          376.20
         33          763           80         407          347.99
         34         7706           74         576          376.20
         35          625           80         399          347.99
         36         5087           74         565          376.20
         37         1050           75         491          371.19
         38         8752           76         472          366.30
         39        13823           75         758          371.19
         40           40           75         467          371.19
         41         8204           74         640          376.20
         42         9089           76         462          366.30
         43         6881           76         510          366.30
         44          665           75         492          371.19
         45          828           74         596          376.20
         46          500           74         567          376.20
         47          686           74         530          376.20
         48         7138           79         461          352.39
         49         5501           80         413          347.99
         50         6646           74         740          376.20
         51           51           75         475          371.19
         52         9714           74         530          376.20
         53           53           75         453          371.19
         54         5191           75         540          371.19
         55          626           75         569          371.19
         56         2175           81         408          343.69
         57         3733           75         503          371.19
         58           58           75         492          371.19
         59         4983           74         646          376.20
         60        10989           76         520          366.30
         61         3888           74         543          376.20
         62           62           74         486          376.20
         63        13693           74         537          376.20
         64           64           76         467          366.30
         65          597           74         490          376.20
         66         9347           78         472          356.91
         67        11507           75         493          371.19
         68        10026           75         481          371.19
         69         5787           76         483          366.30
         70           70           74         500          376.20
         71        11639           75         542          371.19
         72         2483           74         612          376.20
         73           73           75         493          371.19
         74           74           75         488          371.19
         75         7037           75         615          371.19
         76         2149           74         530          376.20
         77           77           75         497          371.19
         78           78           74         505          376.20
         79          589           74         593          376.20
         80         5163           80         413          347.99
         81           81           75         495          371.19
         82         1629           75         477          371.19
         83           83           76         465          366.30
         84          712           74         556          376.20
         85         1447           74         649          376.20
         86         3969           79         416          352.39
         87        11145           74         569          376.20
         88        12601           74         512          376.20
         89           89           75         503          371.19
         90          655           76         485          366.30
         91         4359           74         594          376.20
         92        10625           75         499          371.19
         93        12392           74         578          376.20
         94        12989           79         439          352.39
         95         6075           74         528          376.20
         96           96           75         500          371.19
         97          736           75         462          371.19
         98         1160           74         492          376.20
         99        13016           75         614          371.19
        100        12313           80         398          347.99
        101        13120           80         404          347.99
        102        12523           74         549          376.20
        103          103           76         488          366.30
        104         8803           78         434          356.91
        105          822           74         506          376.20
        106        11351           80         409          347.99
        107        10832           75         549          371.19
        108         6101           77         441          361.55
        109        11170           74         515          376.20
        110        11402           81         415          343.69
        111        13040           74         520          376.20
        112          684           81         394          343.69
        113          113           75         480          371.19
        114        10338           75         516          371.19
        115          115           75         487          371.19
        116          843           79         458          352.39
        117         9896           79         439          352.39
        118        11063           75         490          371.19
        119         4274           75         561          371.19
        120          615           75         481          371.19
        121        13354           74         601          376.20
        122         9245           76         500          366.30
        123         6465           75         551          371.19
        124        13639           80         423          347.99
        125         1082           75         727          371.19
        126         7791           81         410          343.69
        127          837           74         591          376.20
        128        13717           74         686          376.20
        129          846           74         523          376.20
        130          695           74         547          376.20
        131          131           76         482          366.30
        132          132           75         489          371.19
        133          674           80         426          347.99
        134         3932           74         528          376.20
        135        10547           74         513          376.20
        136        10389           74         554          376.20
        137         5555           74         517          376.20
        138         9195           80         419          347.99
        139          139           75         488          371.19
        140          506           77         466          361.55
        141         2766           74         581          376.20
        142        11193           75         513          371.19
        143         8646           75         541          371.19
        144        12959           75         575          371.19
        145        13560           79         418          352.39
        146          146           76         473          366.30
        147         4931           74         540          376.20
        148        10649           74         557          376.20
        149         8515           75         763          371.19
        150          150           75         479          371.19
        151         9974           75         547          371.19
        152          773           76         525          366.30
        153         7529           79         426          352.39
        154         6803           74         571          376.20
        155          738           80         402          347.99
        156         2353           78         432          356.91
        157         3239           79         451          352.39
        158        12133           81         425          343.69
        159         5659           74         523          376.20
        160        13797           81         413          343.69
        161        12366           75         478          371.19
        162        10468           79         437          352.39
        163          783           75         475          371.19
        164        11301           74         515          376.20
        165          165           74         492          376.20
        166         4696           74         528          376.20
        167          167           75         460          371.19
        168         8101           78         447          356.91
        169          169           75         490          371.19
        170          170           75         463          371.19
        171         4853           74         600          376.20
        172          172           75         482          371.19
        173          173           75         462          371.19
        174         6959           74         623          376.20
        175         2330           75         570          371.19
        176         9531           80         400          347.99
        177         1680           80         442          347.99
        178         7656           75         520          371.19
        179        11039           74         604          376.20
        180        12861           80         489          347.99
        181         9479           80         413          347.99
        182          182           76         470          366.30
        183        10313           74         550          376.20
        184        11554           75         523          371.19
        185         9871           74         550          376.20
        186         4044           74         586          376.20
        187          187           74         518          376.20
        188        10179           76         482          366.30
        189          189           74         482          376.20
        190        13405           79         432          352.39
        191         6045           75         474          371.19
        192        11275           75         541          371.19
        193          193           74         462          376.20
        194          194           75         460          371.19
        195         6153           74         566          376.20
        196        10207           75         471          371.19
        197         2433           75         517          371.19
        198         1234           74         575          376.20
        199         7921           75         508          371.19
        200         8017           79         447          352.39
        201        10904           75         606          371.19
        202        13094           74         571          376.20
        203          669           80         448          347.99
        204          639           75         515          371.19
        205          536           78         449          356.91
        206          206           74         494          376.20
        207          207           74         483          376.20
        208          208           74         501          376.20
        209          757           76         545          366.30
        210         6387           74         588          376.20
        211          754           75         610          371.19
        212         1473           80         454          347.99
        213        11923           78         461          356.91
        214          519           79         417          352.39
        215        11735           74         570          376.20
        216          216           75         475          371.19
        217         6749           75         620          371.19
        218         3134           74         578          376.20
        219        12496           78         416          356.91
        220          220           74         494          376.20
        221        10857           75         507          371.19
        222        13220           76         638          366.30
        223          223           75         492          371.19
        224          224           75         471          371.19
        225         2667           74         557          376.20
        226        13837           75         505          371.19
        227        11430           74         483          376.20
        228         7400           74         494          376.20
        229         9557           80         432          347.99
        230         4436           79         446          352.39
        231         2374           74         499          376.20
        232        13744           75         493          371.19
        233          233           76         476          366.30
        234          234           74         498          376.20
        235          235           76         457          366.30
        236          676           75         538          371.19
        237         9065           80         458          347.99
        238         9220           80         431          347.99
        239          762           75         487          371.19
        240          742           74         727          376.20
        241         6535           79         398          352.39
        242          621           74         586          376.20
        243          243           74         490          376.20
        244        13276           81         402          343.69
        245          668           75         501          371.19
        246         8857           79         422          352.39
        247        13510           74         565          376.20
        248          248           74         476          376.20
        249          249           74         495          376.20
        250         7451           81         400          343.69
        251        13066           75         580          371.19
        252          252           75         476          371.19
        253          253           75         501          371.19
        254        10229           74         520          376.20
        255          255           76         481          366.30
        256          256           74         506          376.20
        257         4904           74         553          376.20
        258          751           75         610          371.19
        259          678           74         512          376.20
        260         8308           74         557          376.20
        261         6723           75         504          371.19
        262         7089           74         515          376.20
        263         7292           74         551          376.20
        264        11792           80         411          347.99
        265          265           74         463          376.20
        266         1132           74         615          376.20
        267          267           75         502          371.19
        268          571           79         423          352.39
        269          269           76         475          366.30
        270        11586           75         501          371.19
        271          784           81         424          343.69
        272          272           75         446          371.19
        273         4148           75         548          371.19
        274         7266           75         618          371.19
        275         5009           75         581          371.19
        276          529           74         505          376.20
        277          649           75         497          371.19
        278        12909           74         569          376.20
        279         4071           79         417          352.39
        280        10807           75         575          371.19
        281          281           75         463          371.19
        282          282           75         483          371.19
        283         9583           74         556          376.20
        284         2643           79         427          352.39
        285         5997           74         541          376.20
        286        11482           74         508          376.20
        287        13328           75         501          371.19
        288          288           75         497          371.19
        289        12236           75         622          371.19
        290        11093           75         565          371.19
        291          764           74         565          376.20
        292          675           80         426          347.99
        293          833           74         584          376.20
        294        13485           75         617          371.19
        295          295           76         466          366.30
        296          775           79         417          352.39
        297         2251           75         507          371.19
        298         8283           79         459          352.39
        299         3292           74         593          376.20
        300          300           75         488          371.19
        301         8675           80         424          347.99
        302         1653           75         516          371.19
        303          303           74         486          376.20
        304          304           75         468          371.19
        305         7633           75         672          371.19
        306        10157           75         532          371.19
        307        13430           75         524          371.19
        308         7762           75         501          371.19
        309         7321           80         395          347.99
        310          753           81         413          343.69
        311        10959           78         515          356.91
        312          720           79         407          352.39
        313         3390           75         526          371.19
        314        10729           79         416          352.39
        315         9686           75         492          371.19
        316          316           74         464          376.20
        317         8906           75         499          371.19
        318          640           74         535          376.20
        319          319           77         439          361.55
        320        12652           74         510          376.20
        321         5477           81         434          343.69
        322        10598           75         460          371.19
        323         5061           75         617          371.19
        324         6697           74         534          376.20
        325          574           74         505          376.20
        326          326           75         480          371.19
        327         9793           79         415          352.39
        328          630           75         556          371.19
        329          329           75         484          371.19
        330          600           75         473          371.19
        331        10495           78         506          356.91
        332          332           76         460          366.30
        333         7167           75         554          371.19
        334          612           75         508          371.19
        335          335           75         489          371.19
        336         8571           74         697          376.20
        337         8727           74         596          376.20
        338          338           75         472          371.19
        339          619           74         547          376.20
        340          340           75         492          371.19
        341          341           75         485          371.19
        342        11690           80         437          347.99
        343          685           74         530          376.20
        344        12755           75         736          371.19
        345        12764           79         444          352.39
        346         3310           75         499          371.19
        347          347           75         470          371.19
        348          348           74         489          376.20
        349         1549           78         424          356.91
        350         1420           79         417          352.39
        351          351           75         478          371.19
        352        11223           74         666          376.20
        353        10104           75         519          371.19
        354          925           74         548          376.20
        355        11325           73         565          381.36
        356        12809           76         492          366.30
        357          357           74         490          376.20
        358          358           75         485          371.19
        359         3267           74         585          376.20
        360         9507           79         438          352.39
        361        12695           74         497          376.20
        362        10079           75         510          371.19
        363        11845           75         505          371.19
        364          364           75         498          371.19
        365          543           74         632          376.20
        366          664           74         546          376.20
        367        12471           79         437          352.39
        368          554           74         551          376.20
        369         1938           76         495          366.30
        370          370           74         482          376.20
        371        13141           74         591          376.20
        372         6282           80         399          347.99
        373          373           74         473          376.20
        374         2719           74         516          376.20
        375          375           74         467          376.20
        376         3163           75         518          371.19
        377          377           75         453          371.19
        378        12289           74         607          376.20
        379          782           75         565          371.19
        380         6228           75         503          371.19
        381        11766           74         525          376.20
        382          382           75         460          371.19
        383         1783           80         420          347.99
        384        13611           80         394          347.99
        385        11244           75         627          371.19
        386          654           75         468          371.19
        387         9452           74         549          376.20
        388         1807           75         509          371.19
        389         2850           74         508          376.20
        390         5763           75         508          371.19
        391         8881           80         488          347.99
        392        10780           79         429          352.39
        393          393           74         492          376.20
        394          820           74         538          376.20
        395          395           74         511          376.20
        396         8830           80         431          347.99
        397        13379           74         582          376.20
        398        10261           78         450          356.91
        399          679           74         457          376.20
        400         9662           75         612          371.19
        401        11610           75         501          371.19
        402         6569           75         549          371.19
        403        13587           74         544          376.20
        404          404           75         490          371.19
        405         2305           75         537          371.19
        406          406           74         472          376.20
        407         4798           75         551          371.19
        408          408           74         499          376.20
        409          409           75         483          371.19
        410          591           74         596          376.20
        411          411           76         446          366.30
        412        10131           74         710          376.20
        413          413           74         495          376.20
        414         1185           74         561          376.20
        415          415           76         464          366.30
