                          2016-08-02 06:32:34.730521
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment09/SBSBPP500_run9.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           51         737          557.61
          1            1           51         720          557.61
          2            2           53         794          536.57
          3            3           51         667          557.61
          4            4           54         660          526.63
          5            5           53         588          536.57
          6            6           55         582          517.05
          7            7           55         582          517.05
          8            8           55         979          517.05
          9            9           53         800          536.57
         10           10           51         666          557.61
         11           11           54         578          526.63
         12           12           54         593          526.63
         13           13           52         694          546.88
         14           14           53         705          536.57
         15           15           51         957          557.61
         16           16           52         794          546.88
         17           17           51         776          557.61
         18           18           55         588          517.05
         19           19           57         979          498.91
         20           20           54         698          526.63
         21           21           51         694          557.61
         22           22           53         800          536.57
         23           23           51         763          557.61
         24           24           51         710          557.61
         25           25           51         812          557.61
         26           26           51         757          557.61
         27           27           53         649          536.57
         28           28           57         979          498.91
         29           29           51         952          557.61
         30           30           51         791          557.61
         31           31           51         714          557.61
         32           32           54         576          526.63
         33           33           53         760          536.57
         34           34           51         763          557.61
         35           35           51         687          557.61
         36           36           51         957          557.61
         37           37           53         757          536.57
         38           38           51         957          557.61
         39           39           52         759          546.88
         40           40           51         735          557.61
         41           41           51         678          557.61
         42           42           51         686          557.61
         43           43           53         800          536.57
         44           44           57         979          498.91
         45           45           51         957          557.61
         46           46           51         768          557.61
         47           47           51         762          557.61
         48           48           51         743          557.61
         49           49           51         919          557.61
         50           50           51         849          557.61
         51           51           55         582          517.05
         52           52           51         819          557.61
         53           53           51         763          557.61
         54           54           51         812          557.61
         55           55           51         713          557.61
         56           56           51         744          557.61
         57           57           51         733          557.61
         58           58           53         800          536.57
         59           59           54         559          526.63
         60           60           51         766          557.61
         61           61           51         957          557.61
         62           62           53         618          536.57
         63           63           51         763          557.61
         64           64           57         979          498.91
         65           65           51         957          557.61
         66           66           51         769          557.61
         67           67           55         582          517.05
         68           68           53         563          536.57
         69           69           51         684          557.61
         70           70           53         610          536.57
         71           71           51         763          557.61
         72           72           52         721          546.88
         73           73           51         701          557.61
         74           74           52         689          546.88
         75           75           53         593          536.57
         76           76           54         571          526.63
         77           77           51         711          557.61
         78           78           54         682          526.63
         79           79           53         596          536.57
         80           80           51         763          557.61
         81           81           51         957          557.61
         82           82           51         957          557.61
         83           83           53         800          536.57
         84           84           53         634          536.57
         85           85           51         680          557.61
         86           86           51         648          557.61
         87           87           54         587          526.63
         88           88           51         727          557.61
         89           89           51         763          557.61
         90           90           52         974          546.88
         91           91           55         641          517.05
         92           92           52         663          546.88
         93           93           54         547          526.63
         94           94           51         896          557.61
         95           95           51         978          557.61
         96           96           51         763          557.61
         97           97           54         590          526.63
         98           98           55         582          517.05
         99           99           51         708          557.61
        100          100           51         677          557.61
        101          101           53         979          536.57
        102          102           54         611          526.63
        103          103           51         751          557.61
        104          104           55         641          517.05
        105          105           51         718          557.61
        106          106           51         739          557.61
        107          107           51         957          557.61
        108          108           52         633          546.88
        109          109           51         763          557.61
        110          110           53         579          536.57
        111          111           53         602          536.57
        112          112           51         783          557.61
        113          113           55         582          517.05
        114          114           55         582          517.05
        115          115           51         715          557.61
        116          116           57         979          498.91
        117          117           52         829          546.88
        118          118           53         584          536.57
        119          119           53         593          536.57
        120          120           51         754          557.61
        121          121           51         742          557.61
        122          122           51         979          557.61
        123          123           55         582          517.05
        124          124           58         979          490.31
        125          125           55         582          517.05
        126          126           53         795          536.57
        127          127           51         672          557.61
        128          128           51         773          557.61
        129          129           51         957          557.61
        130          130           51         763          557.61
        131          131           54         603          526.63
        132          132           51         957          557.61
        133          133           51         738          557.61
        134          134           55         641          517.05
        135          135           54         557          526.63
        136          136           51         709          557.61
        137          137           57         979          498.91
        138          138           51         730          557.61
        139          139           53         604          536.57
        140          140           51         697          557.61
        141          141           54         628          526.63
        142          142           51         769          557.61
        143          143           51         714          557.61
        144          144           55         582          517.05
        145          145           52         697          546.88
        146          146           54         588          526.63
        147          147           51         957          557.61
        148          148           51         957          557.61
        149          149           53         791          536.57
        150          150           57         979          498.91
        151          151           51         731          557.61
        152          152           51         888          557.61
        153          153           55         582          517.05
        154          154           52         662          546.88
        155          155           51         957          557.61
        156          156           51         687          557.61
        157          157           51         714          557.61
        158          158           54         621          526.63
        159          159           51         852          557.61
        160          160           52         972          546.88
        161          161           53         618          536.57
        162          162           51         965          557.61
        163          163           51         811          557.61
        164          164           51         692          557.61
        165          165           51         957          557.61
        166          166           53         805          536.57
        167          167           51         714          557.61
        168          168           51         824          557.61
        169          169           56         979          507.82
        170          170           52         639          546.88
        171          171           51         853          557.61
        172          172           53         602          536.57
        173          173           51         730          557.61
        174          174           51         708          557.61
        175          175           52         693          546.88
        176          176           53         795          536.57
        177          177           51         800          557.61
        178          178           53         559          536.57
        179          179           52         739          546.88
        180          180           51         732          557.61
        181          181           57         979          498.91
        182          182           53         800          536.57
        183          183           54         573          526.63
        184          184           54         772          526.63
        185          185           52         695          546.88
        186          186           57         979          498.91
        187          187           57         979          498.91
        188          188           53         800          536.57
        189          189           53         587          536.57
        190          190           55         641          517.05
        191          191           51         683          557.61
        192          192           51         694          557.61
        193          193           51         664          557.61
        194          194           51         774          557.61
        195          195           53         566          536.57
        196          196           52         702          546.88
        197          197           51         763          557.61
        198          198           55         675          517.05
        199          199           51         685          557.61
        200          200           57         979          498.91
        201          201           54         979          526.63
        202          202           51         707          557.61
        203          203           54         592          526.63
        204          204           51         737          557.61
        205          205           53         800          536.57
