Solution ID,f[1],f[2],f[3]
24582,172.0,231.0,160.052325581
24583,171.0,231.0,160.988304094
24584,170.0,231.0,161.935294118
24585,169.0,231.0,162.893491124
16403,57.0,562.0,482.964912281
24610,187.0,207.0,147.213903743
24611,188.0,207.0,146.430851064
24612,189.0,207.0,145.656084656
24613,190.0,204.0,144.889473684
24647,193.0,207.0,142.637305699
24648,192.0,207.0,143.380208333
24649,191.0,207.0,144.130890052
24664,202.0,194.0,136.282178218
24665,201.0,194.0,136.960199005
24666,200.0,194.0,137.645
24667,199.0,194.0,138.336683417
24668,198.0,194.0,139.035353535
24670,196.0,194.0,140.454081633
24671,195.0,194.0,141.174358974
24672,194.0,194.0,141.902061856
24674,211.0,190.0,130.469194313
14017,82.0,538.0,335.719512195
24713,233.0,179.0,118.150214592
22210,164.0,250.0,167.859756098
24718,266.0,166.0,103.492481203
24719,265.0,166.0,103.883018868
24736,286.0,166.0,96.2552447552
24737,287.0,165.0,95.9198606272
24739,288.0,163.0,95.5868055556
24754,64.0,507.0,430.140625
24755,64.0,507.0,430.140625
24759,65.0,502.0,423.523076923
22715,244.0,177.0,112.823770492
22717,245.0,175.0,112.363265306
24766,67.0,502.0,410.880597015
24767,68.0,498.0,404.838235294
24768,69.0,485.0,398.971014493
24769,70.0,479.0,393.271428571
24776,63.0,510.0,436.968253968
24777,62.0,518.0,444.016129032
24778,61.0,518.0,451.295081967
24785,71.0,502.0,387.732394366
24788,73.0,479.0,377.109589041
24789,74.0,478.0,372.013513514
24790,75.0,476.0,367.053333333
24791,75.0,476.0,367.053333333
22745,168.0,253.0,163.863095238
22746,167.0,253.0,164.844311377
24795,78.0,486.0,352.935897436
24796,77.0,502.0,357.519480519
24797,155.0,264.0,177.606451613
20702,246.0,179.0,111.906504065
22224,153.0,268.0,179.928104575
24805,158.0,253.0,174.234177215
24806,159.0,253.0,173.13836478
24807,160.0,248.0,172.05625
24809,161.0,246.0,170.98757764
24812,154.0,268.0,178.75974026
24813,153.0,268.0,179.928104575
24814,152.0,268.0,181.111842105
24815,151.0,268.0,182.311258278
24816,150.0,268.0,183.526666667
24817,149.0,268.0,184.758389262
24818,148.0,268.0,186.006756757
24819,147.0,268.0,187.272108844
24827,176.0,219.0,156.414772727
24831,177.0,218.0,155.531073446
24833,175.0,220.0,157.308571429
24834,174.0,220.0,158.212643678
24835,173.0,220.0,159.12716763
18695,81.0,538.0,339.864197531
24847,181.0,209.0,152.093922652
24848,180.0,209.0,152.938888889
24849,179.0,209.0,153.793296089
24850,178.0,217.0,154.657303371
24861,191.0,207.0,144.130890052
24863,189.0,207.0,145.656084656
24864,188.0,207.0,146.430851064
24865,187.0,207.0,147.213903743
24866,186.0,207.0,148.005376344
24867,185.0,207.0,148.805405405
24868,184.0,207.0,149.614130435
24869,183.0,207.0,150.431693989
24870,182.0,207.0,151.258241758
24896,204.0,191.0,134.946078431
24899,205.0,190.0,134.287804878
24923,219.0,181.0,125.703196347
22878,60.0,528.0,458.816666667
24933,221.0,180.0,124.56561086
24936,218.0,183.0,126.279816514
24937,217.0,183.0,126.861751152
24938,216.0,183.0,127.449074074
24939,215.0,183.0,128.041860465
24940,214.0,183.0,128.640186916
24941,213.0,183.0,129.244131455
24942,212.0,183.0,129.853773585
24946,223.0,181.0,123.448430493
24947,224.0,180.0,122.897321429
24948,225.0,179.0,122.351111111
24952,226.0,179.0,121.809734513
24953,227.0,177.0,121.273127753
24957,239.0,177.0,115.184100418
24958,238.0,177.0,115.668067227
24970,249.0,174.0,110.558232932
24983,260.0,169.0,105.880769231
24990,270.0,169.0,101.959259259
24991,271.0,169.0,101.58302583
24992,272.0,168.0,101.209558824
24993,273.0,167.0,100.838827839
24994,274.0,167.0,100.47080292
22955,59.0,536.0,466.593220339
25011,276.0,170.0,99.7427536232
25012,206.0,193.0,133.63592233
25013,207.0,193.0,132.990338164
25015,208.0,193.0,132.350961538
25016,222.0,181.0,124.004504505
25017,220.0,181.0,125.131818182
22986,56.0,562.0,491.589285714
22987,55.0,579.0,500.527272727
23073,48.0,731.0,573.520833333
24669,197.0,194.0,139.741116751
23109,268.0,169.0,102.720149254
23110,269.0,169.0,102.338289963
25019,267.0,166.0,103.104868914
25020,79.0,486.0,348.46835443
25021,156.0,266.0,176.467948718
24353,203.0,194.0,135.610837438
24376,163.0,253.0,168.889570552
24377,162.0,253.0,169.932098765
24734,284.0,168.0,96.9330985915
24735,285.0,167.0,96.5929824561
24763,66.0,507.0,417.106060606
16245,54.0,584.0,509.796296296
24787,72.0,485.0,382.347222222
24793,76.0,498.0,362.223684211
24794,78.0,486.0,352.935897436
24798,156.0,266.0,176.467948718
7734,52.0,634.0,529.403846154
22211,165.0,249.0,166.842424242
22433,240.0,177.0,114.704166667
21975,58.0,545.0,474.637931034
22029,51.0,645.0,539.784313725
22030,50.0,645.0,550.58
22070,53.0,620.0,519.41509434
22085,193.0,207.0,142.637305699
22121,243.0,179.0,113.288065844
22122,242.0,179.0,113.756198347
22128,236.0,179.0,116.648305085
18044,49.0,687.0,561.816326531
22190,80.0,507.0,344.1125
14018,83.0,537.0,331.674698795
22212,166.0,248.0,165.837349398
20198,58.0,545.0,474.637931034
22483,264.0,167.0,104.276515152
22286,192.0,207.0,143.380208333
24356,200.0,194.0,137.645
24363,237.0,179.0,116.156118143
24369,241.0,174.0,114.228215768
24371,168.0,253.0,163.863095238
22330,202.0,194.0,136.282178218
22331,201.0,194.0,136.960199005
24382,229.0,181.0,120.213973799
22338,210.0,191.0,131.09047619
22341,209.0,191.0,131.717703349
24399,253.0,172.0,108.81027668
24405,247.0,175.0,111.453441296
24407,275.0,170.0,100.105454545
24411,232.0,180.0,118.659482759
24424,257.0,171.0,107.116731518
24425,256.0,171.0,107.53515625
22409,230.0,181.0,119.691304348
22411,228.0,182.0,120.74122807
24469,280.0,167.0,98.3178571429
24470,281.0,166.0,97.9679715302
24472,282.0,164.0,97.6205673759
18334,57.0,562.0,482.964912281
18335,56.0,562.0,491.589285714
24484,283.0,169.0,97.2756183746
24488,279.0,169.0,98.6702508961
24489,278.0,169.0,99.0251798561
24490,277.0,169.0,99.3826714801
