574	979

94	97

92	51

17	89

19	82

60	88

86	36

35	78

81	99

82	33

86	94

100	35

43	15

15	14

95	35

89	81

67	56

63	40

62	11

99	51

93	87

78	100

62	73

97	10

50	59

82	52

42	29

62	17

18	56

10	93

10	100

65	92

12	10

99	92

95	22

45	97

11	10

23	15

11	26

74	23

75	18

57	10

10	96

11	42

10	80

19	72

93	92

43	80

14	72

30	10

10	23

94	57

47	11

22	81

95	98

80	95

36	34

13	11

53	18

98	79

11	10

77	35

10	19

10	100

99	67

57	64

23	72

95	93

72	21

97	91

57	85

15	10

76	52

18	69

100	26

12	21

24	14

68	36

34	100

24	57

39	10

100	12

62	12

37	85

99	24

100	28

37	71

25	13

34	95

69	71

84	57

88	46

82	90

60	44

96	13

10	96

97	10

11	100

19	73

10	45

95	93

90	30

23	67

53	30

99	43

96	74

55	99

14	72

88	53

57	86

90	15

97	28

60	59

10	46

19	10

48	93

14	81

99	90

40	88

15	13

19	54

91	10

45	10

18	85

42	44

10	28

83	10

81	10

10	26

98	100

94	38

33	32

37	96

95	45

45	12

10	83

98	69

12	20

85	81

96	24

100	66

72	11

24	49

78	11

97	61

47	44

73	64

70	21

89	88

14	77

11	42

10	46

48	99

91	72

100	14

67	56

59	42

84	44

99	19

20	45

87	44

90	10

56	35

77	59

10	12

97	10

28	100

86	10

23	10

80	17

100	86

57	69

50	100

57	16

19	11

10	23

100	29

91	10

99	30

45	98

10	17

19	10

78	53

97	83

80	21

94	67

87	40

49	100

24	98

13	100

10	99

11	66

100	87

46	68

22	100

18	29

25	87

70	68

73	87

96	25

99	39

75	17

43	98

93	53

96	11

80	50

23	16

100	100

79	57

97	47

97	10

12	11

61	35

56	69

93	13

55	91

86	68

17	85

58	10

12	13

11	47

30	82

98	13

10	77

15	28

53	42

67	100

55	52

13	85

54	45

22	25

29	99

42	31

88	12

98	13

45	52

60	38

12	11

94	89

44	87

81	34

98	55

15	84

74	87

87	56

78	21

97	13

79	91

60	41

17	100

36	35

77	49

16	30

46	50

45	11

84	13

39	75

55	23

95	19

14	85

85	100

100	100

97	95

94	64

87	15

96	19

94	98

28	65

74	39

44	62

25	96

92	13

33	32

34	100

68	10

24	11

100	98

91	10

90	46

46	96

45	10

96	11

24	10

89	96

95	67

31	100

84	17

99	18

85	42

97	94

100	99

15	90

92	99

73	67

81	64

33	10

30	14

94	71

94	100

99	81

60	85

39	82

19	32

82	91

11	97

98	37

89	24

89	87

11	92

17	26

36	100

15	11

12	15

86	56

100	83

49	10

14	70

70	97

33	45

49	74

10	37

10	66

32	19

18	50

100	22

80	100

16	15

67	90

15	75

47	18

93	25

11	83

98	10

26	18

17	10

60	98

10	44

47	42

61	86

94	95

94	99

93	98

52	10

98	43

17	11

10	93

43	59

73	75

100	48

97	10

29	97

54	87

20	10

11	90

23	81

99	99

97	17

100	100

29	94

26	92

96	78

10	46

99	35

99	55

39	98

81	26

35	14

100	63

13	98

51	36

74	59

99	22

26	73

34	48

91	12

86	60

98	99

12	88

19	96

50	55

78	74

98	100

60	32

33	99

58	68

86	97

42	46

58	26

75	10

26	21

22	60

50	64

98	10

100	14

67	68

31	44

75	98

24	10

100	97

64	15

23	50

95	20

23	71

72	45

23	90

97	72

10	47

53	62

54	10

96	20

45	93

48	98

41	16

96	74

16	11

73	86

24	92

28	97

98	78

18	33

73	57

40	66

82	58

71	16

11	74

48	10

98	89

99	86

54	89

11	38

91	93

10	52

24	89

65	97

58	98

88	27

76	97

100	78

27	73

95	20

53	21

11	14

92	57

74	31

25	32

72	33

100	40

69	11

70	37

40	22

78	22

57	97

24	62

10	99

80	100

12	66

37	18

31	11

100	100

11	100

63	85

51	30

60	100

67	40

90	90

87	42

99	10

99	18

56	17

73	58

100	10

15	37

84	66

17	62

10	14

75	14

24	30

100	95

12	77

10	44

14	90

36	61

26	75

56	10

55	75

19	85

97	85

14	99

49	19

32	97

11	12

64	100

97	12

84	93

16	95

80	12

37	31

89	17

10	87

32	81

19	41

