Solution ID,f[1],f[2],f[3]
23553,69.0,485.0,412.144927536
23562,76.0,474.0,374.184210526
23566,77.0,465.0,369.324675325
19473,53.0,615.0,536.566037736
25091,75.0,451.0,379.173333333
23574,69.0,485.0,412.144927536
23575,68.0,485.0,418.205882353
23576,67.0,485.0,424.447761194
23556,70.0,481.0,406.257142857
23579,85.0,465.0,334.564705882
25029,269.0,164.0,105.717472119
23596,181.0,211.0,157.116022099
23597,180.0,211.0,157.988888889
19506,198.0,196.0,143.626262626
23616,184.0,207.0,154.554347826
23617,183.0,207.0,155.398907104
23618,182.0,207.0,156.252747253
24928,195.0,194.0,145.835897436
24931,196.0,192.0,145.091836735
24612,310.0,183.0,91.735483871
23396,55.0,582.0,517.054545455
23643,209.0,185.0,136.066985646
24933,193.0,194.0,147.347150259
23654,233.0,175.0,122.051502146
24622,217.0,181.0,131.050691244
24684,78.0,474.0,364.58974359
24694,86.0,450.0,330.674418605
24695,87.0,446.0,326.873563218
24696,87.0,446.0,326.873563218
24697,88.0,445.0,323.159090909
24698,89.0,442.0,319.528089888
23736,268.0,166.0,106.111940299
24700,90.0,441.0,315.977777778
24705,231.0,178.0,123.108225108
24706,232.0,177.0,122.577586207
24713,242.0,170.0,117.512396694
24722,280.0,167.0,101.564285714
23805,194.0,194.0,146.587628866
24725,282.0,163.0,100.843971631
23577,66.0,485.0,430.878787879
21674,290.0,180.0,98.0620689655
21675,291.0,178.0,97.7250859107
21676,292.0,177.0,97.3904109589
23733,274.0,161.0,103.788321168
23734,275.0,160.0,103.410909091
14520,57.0,537.0,498.912280702
14521,56.0,547.0,507.821428571
20668,58.0,536.0,490.310344828
23743,270.0,159.0,105.325925926
21701,51.0,648.0,557.607843137
24611,309.0,183.0,92.0323624595
23771,297.0,182.0,95.7508417508
23775,298.0,182.0,95.4295302013
24803,204.0,187.0,139.401960784
24804,203.0,187.0,140.088669951
8426,54.0,587.0,526.62962963
20715,203.0,187.0,140.088669951
24813,210.0,185.0,135.419047619
24817,212.0,184.0,134.141509434
23794,304.0,183.0,93.5460526316
24822,213.0,182.0,133.511737089
24827,250.0,166.0,113.752
21757,226.0,183.0,125.831858407
21758,227.0,183.0,125.27753304
24620,216.0,183.0,131.657407407
20755,243.0,172.0,117.028806584
23598,179.0,212.0,158.87150838
24854,283.0,167.0,100.487632509
24858,289.0,182.0,98.401384083
24859,288.0,182.0,98.7430555556
24860,287.0,182.0,99.0871080139
24861,286.0,182.0,99.4335664336
24862,285.0,182.0,99.7824561404
24866,305.0,182.0,93.2393442623
24868,307.0,177.0,92.6319218241
21797,219.0,180.0,129.853881279
24885,71.0,481.0,400.535211268
24886,72.0,475.0,394.972222222
24887,73.0,474.0,389.561643836
3385,50.0,713.0,568.76
24799,199.0,194.0,142.904522613
22106,241.0,172.0,118.0
24908,91.0,446.0,312.505494505
24909,91.0,446.0,312.505494505
24910,92.0,445.0,309.108695652
23709,258.0,167.0,110.224806202
21842,63.0,507.0,451.396825397
24919,84.0,465.0,338.547619048
24920,83.0,465.0,342.626506024
24921,82.0,465.0,346.804878049
24922,81.0,465.0,351.086419753
24923,80.0,465.0,355.475
24924,79.0,465.0,359.974683544
24869,308.0,176.0,92.3311688312
23710,259.0,166.0,109.799227799
24946,220.0,177.0,129.263636364
24914,94.0,436.0,302.531914894
24950,221.0,176.0,128.678733032
24960,211.0,184.0,134.777251185
24961,230.0,181.0,123.643478261
24970,235.0,174.0,121.012765957
24971,236.0,173.0,120.5
24975,237.0,172.0,119.991561181
24976,238.0,172.0,119.487394958
21906,64.0,497.0,444.34375
24814,210.0,185.0,135.419047619
24989,244.0,170.0,116.549180328
24993,247.0,167.0,115.133603239
25002,251.0,166.0,113.298804781
25013,263.0,166.0,108.129277567
25014,264.0,162.0,107.71969697
25015,265.0,161.0,107.313207547
25016,266.0,159.0,106.909774436
23285,245.0,170.0,116.073469388
25030,272.0,159.0,104.551470588
10699,52.0,635.0,546.884615385
25038,276.0,168.0,103.036231884
25042,277.0,168.0,102.664259928
24825,248.0,167.0,114.669354839
25062,299.0,182.0,95.110367893
21996,300.0,181.0,94.7933333333
21997,301.0,180.0,94.4784053156
25071,303.0,182.0,93.8547854785
22002,63.0,507.0,451.396825397
25083,71.0,481.0,400.535211268
25084,72.0,475.0,394.972222222
25086,73.0,474.0,389.561643836
25087,74.0,473.0,384.297297297
22019,85.0,465.0,334.564705882
22020,192.0,196.0,148.114583333
25100,215.0,183.0,132.269767442
22034,205.0,187.0,138.72195122
25112,293.0,182.0,97.0580204778
25122,218.0,181.0,130.449541284
22107,240.0,172.0,118.491666667
25127,222.0,181.0,128.099099099
25130,223.0,181.0,127.524663677
9783,55.0,582.0,517.054545455
25018,269.0,156.0,106.111940299
25185,60.0,524.0,473.966666667
25186,60.0,524.0,473.966666667
25198,273.0,166.0,104.168498168
24681,76.0,474.0,374.184210526
25211,192.0,196.0,148.114583333
25212,191.0,196.0,148.890052356
25213,190.0,196.0,149.673684211
25214,189.0,198.0,150.465608466
25215,188.0,198.0,151.265957447
25216,187.0,198.0,152.07486631
25217,186.0,198.0,152.892473118
25218,185.0,198.0,153.718918919
24683,78.0,474.0,364.58974359
25233,252.0,166.0,112.849206349
25239,255.0,166.0,111.521568627
25241,254.0,166.0,111.960629921
25242,257.0,167.0,110.653696498
25243,256.0,167.0,111.0859375
25246,194.0,194.0,146.587628866
25250,195.0,194.0,145.835897436
25251,197.0,194.0,144.355329949
25253,246.0,170.0,115.601626016
25254,249.0,167.0,114.208835341
25255,271.0,159.0,104.937269373
25256,294.0,176.0,96.7278911565
25258,296.0,176.0,96.0743243243
25259,295.0,176.0,96.4
22188,198.0,196.0,143.626262626
22192,236.0,173.0,120.5
22196,239.0,172.0,118.987447699
24867,306.0,180.0,92.9346405229
24699,90.0,441.0,315.977777778
24701,214.0,184.0,132.887850467
22259,260.0,167.0,109.376923077
22260,261.0,166.0,108.957854406
22261,262.0,166.0,108.541984733
23339,207.0,186.0,137.381642512
23301,65.0,488.0,437.507692308
19231,59.0,526.0,482.0
23338,206.0,186.0,138.048543689
23340,208.0,185.0,136.721153846
23342,209.0,185.0,136.066985646
23345,212.0,184.0,134.141509434
23349,204.0,187.0,139.401960784
19261,202.0,193.0,140.782178218
19262,201.0,193.0,141.482587065
19263,200.0,193.0,142.19
22363,228.0,184.0,124.728070175
22378,267.0,167.0,106.509363296
22380,284.0,171.0,100.133802817
22382,205.0,187.0,138.72195122
24723,281.0,167.0,101.202846975
23433,253.0,166.0,112.403162055
25069,302.0,182.0,94.1655629139
23446,278.0,168.0,102.294964029
23451,279.0,167.0,101.928315412
23365,224.0,181.0,126.955357143
23466,193.0,194.0,147.347150259
23476,225.0,184.0,126.391111111
19102,234.0,175.0,121.52991453
23484,229.0,183.0,124.183406114
23514,53.0,615.0,536.566037736
24912,93.0,441.0,305.784946237
23533,62.0,507.0,458.677419355
23534,61.0,507.0,466.196721311
