Solution ID,f[1],f[2],f[3]
0,83.0,327.0,336.373493976
16454,84.0,326.0,332.369047619
18073,94.0,322.0,297.010638298
18074,93.0,322.0,300.204301075
19196,90.0,323.0,310.211111111
19607,97.0,322.0,287.824742268
21054,87.0,325.0,320.908045977
21187,98.0,321.0,284.887755102
22285,105.0,318.0,265.895238095
22286,104.0,318.0,268.451923077
22287,103.0,318.0,271.058252427
22288,102.0,318.0,273.715686275
22289,101.0,318.0,276.425742574
22300,100.0,319.0,279.19
22401,98.0,321.0,284.887755102
22410,99.0,320.0,282.01010101
23235,84.0,326.0,332.369047619
23268,133.0,300.0,209.917293233
24745,138.0,300.0,202.311594203
24836,122.0,305.0,228.844262295
24880,134.0,292.0,208.350746269
24994,116.0,311.0,240.681034483
25019,124.0,300.0,225.153225806
25020,123.0,300.0,226.983739837
25023,139.0,300.0,200.856115108
25856,99.0,320.0,282.01010101
25897,110.0,311.0,253.809090909
25899,111.0,310.0,251.522522523
25942,101.0,318.0,276.425742574
25994,117.0,305.0,238.623931624
25995,117.0,305.0,238.623931624
25997,118.0,301.0,236.601694915
25998,119.0,300.0,234.613445378
25999,120.0,300.0,232.658333333
26000,120.0,300.0,232.658333333
26002,121.0,297.0,230.73553719
26027,113.0,310.0,247.07079646
26029,114.0,308.0,244.903508772
26038,107.0,315.0,260.925233645
26039,106.0,315.0,263.386792453
26049,112.0,311.0,249.276785714
26053,135.0,300.0,206.807407407
26056,136.0,300.0,205.286764706
26057,137.0,300.0,203.788321168
26062,143.0,306.0,195.237762238
26073,89.0,323.0,313.696629213
26092,113.0,310.0,247.07079646
26094,114.0,308.0,244.903508772
26097,115.0,304.0,242.773913043
26099,109.0,312.0,256.137614679
26100,108.0,312.0,258.509259259
26108,127.0,295.0,219.834645669
26109,128.0,295.0,218.1171875
26110,140.0,300.0,199.421428571
26111,141.0,300.0,198.007092199
26112,127.0,295.0,219.834645669
26117,145.0,305.0,192.544827586
26144,135.0,300.0,206.807407407
26146,136.0,300.0,205.286764706
26147,137.0,300.0,203.788321168
26148,138.0,300.0,202.311594203
26207,122.0,305.0,228.844262295
26208,124.0,300.0,225.153225806
26214,125.0,290.0,223.352
26215,125.0,290.0,223.352
26224,126.0,297.0,221.579365079
26230,116.0,311.0,240.681034483
26234,112.0,311.0,249.276785714
26245,133.0,300.0,209.917293233
26251,129.0,294.0,216.426356589
26252,130.0,289.0,214.761538462
26254,131.0,287.0,213.122137405
26255,132.0,287.0,211.507575758
26257,90.0,323.0,310.211111111
26258,89.0,323.0,313.696629213
26289,103.0,318.0,271.058252427
26290,102.0,318.0,273.715686275
26301,104.0,318.0,268.451923077
26346,105.0,318.0,265.895238095
26351,144.0,306.0,193.881944444
26352,143.0,306.0,195.237762238
26355,95.0,322.0,293.884210526
26361,100.0,319.0,279.19
26371,139.0,300.0,200.856115108
26373,141.0,300.0,198.007092199
26375,140.0,300.0,199.421428571
26376,142.0,300.0,196.612676056
26379,142.0,300.0,196.612676056
26381,144.0,306.0,193.881944444
26383,146.0,305.0,191.226027397
26384,145.0,305.0,192.544827586
26385,146.0,305.0,191.226027397
26388,94.0,322.0,297.010638298
26389,91.0,323.0,306.802197802
12817,92.0,323.0,303.467391304
13954,96.0,322.0,290.822916667
13957,97.0,322.0,287.824742268
16068,88.0,325.0,317.261363636
16096,85.0,326.0,328.458823529
16186,86.0,326.0,324.639534884
