Solution ID,f[1],f[2],f[3]
0,92.0,300.0,300.010869565
16384,93.0,300.0,296.784946237
16396,94.0,299.0,293.627659574
16397,95.0,299.0,290.536842105
16488,99.0,297.0,278.797979798
16490,98.0,297.0,281.642857143
16724,97.0,297.0,284.546391753
17736,101.0,296.0,273.277227723
18065,100.0,296.0,276.01
18084,103.0,295.0,267.970873786
19508,96.0,298.0,287.510416667
19530,112.0,294.0,246.4375
19531,111.0,294.0,248.657657658
19572,102.0,295.0,270.598039216
20711,108.0,294.0,255.564814815
20712,109.0,294.0,253.220183486
20713,110.0,294.0,250.918181818
20860,137.0,291.0,201.467153285
20861,138.0,291.0,200.007246377
22157,140.0,292.0,197.15
22186,115.0,293.0,240.008695652
22187,116.0,293.0,237.939655172
23332,117.0,293.0,235.905982906
24349,134.0,291.0,205.97761194
24350,135.0,291.0,204.451851852
24378,138.0,291.0,200.007246377
24382,139.0,288.0,198.568345324
24400,114.0,293.0,242.114035088
24401,113.0,293.0,244.256637168
24434,126.0,292.0,219.055555556
24460,118.0,292.0,233.906779661
24461,119.0,292.0,231.941176471
24462,120.0,292.0,230.008333333
24485,115.0,293.0,240.008695652
24489,111.0,294.0,248.657657658
24490,110.0,294.0,250.918181818
24500,127.0,292.0,217.330708661
24502,125.0,292.0,220.808
24503,124.0,292.0,222.588709677
24504,123.0,292.0,224.398373984
24505,122.0,292.0,226.237704918
24513,125.0,292.0,220.808
24514,124.0,292.0,222.588709677
24515,123.0,292.0,224.398373984
24524,109.0,294.0,253.220183486
24525,108.0,294.0,255.564814815
24526,107.0,294.0,257.953271028
24527,106.0,294.0,260.386792453
24528,105.0,294.0,262.866666667
24529,104.0,294.0,265.394230769
24536,112.0,294.0,246.4375
24544,116.0,293.0,237.939655172
24545,117.0,293.0,235.905982906
24551,120.0,292.0,230.008333333
24552,121.0,292.0,228.107438017
24553,122.0,292.0,226.237704918
24560,140.0,292.0,197.15
24561,141.0,292.0,195.75177305
24562,142.0,292.0,194.373239437
24563,143.0,292.0,193.013986014
24564,137.0,291.0,201.467153285
24565,136.0,291.0,202.948529412
24566,135.0,291.0,204.451851852
24567,134.0,291.0,205.97761194
24568,133.0,291.0,207.526315789
24569,132.0,291.0,209.098484848
24570,131.0,291.0,210.694656489
24571,130.0,291.0,212.315384615
24572,129.0,291.0,213.96124031
24573,128.0,291.0,215.6328125
24598,102.0,295.0,270.598039216
24599,126.0,292.0,219.055555556
24600,127.0,292.0,217.330708661
25012,92.0,300.0,300.010869565
25013,92.0,300.0,300.010869565
25014,92.0,300.0,300.010869565
25015,92.0,300.0,300.010869565
25016,92.0,300.0,300.010869565
25017,92.0,300.0,300.010869565
25018,92.0,300.0,300.010869565
25019,92.0,300.0,300.010869565
25020,92.0,300.0,300.010869565
25021,92.0,300.0,300.010869565
25022,92.0,300.0,300.010869565
25023,92.0,300.0,300.010869565
25024,92.0,300.0,300.010869565
25025,92.0,300.0,300.010869565
25026,92.0,300.0,300.010869565
25033,92.0,300.0,300.010869565
12327,96.0,298.0,287.510416667
13743,101.0,296.0,273.277227723
14829,100.0,296.0,276.01
14880,103.0,295.0,267.970873786
16106,94.0,299.0,293.627659574
16181,95.0,299.0,290.536842105
16184,97.0,297.0,284.546391753
16185,98.0,297.0,281.642857143
16186,99.0,297.0,278.797979798
16368,92.0,300.0,300.010869565
16383,93.0,300.0,296.784946237
