                          2016-07-23 20:11:46.047691
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment05/SBSBPP500_run5.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0          987           49         653          575.43
          1          921           49         653          575.43
          2          812           51         652          552.86
          3        10954           49         653          575.43
          4            4           51         647          552.86
          5        12408           48         650          587.42
          6        10671           49         650          575.43
          7         3932           49         649          575.43
          8        12933           50         648          563.92
          9         8534           49         650          575.43
         10        13062           49         647          575.43
         11          948           49         649          575.43
         12           12           51         640          552.86
         13          874           49         649          575.43
         14         5236           49         653          575.43
         15        11269           48         653          587.42
         16         8175           50         653          563.92
         17         9336           49         652          575.43
         18         8329           48         651          587.42
         19         2349           48         653          587.42
         20        13863           50         652          563.92
         21        13477           49         645          575.43
         22          650           49         653          575.43
         23        12127           50         649          563.92
         24          624           49         652          575.43
         25        11060           48         653          587.42
         26           26           50         645          563.92
         27         9162           49         653          575.43
         28         2169           50         645          563.92
         29          721           49         653          575.43
         30         6458           50         653          563.92
         31          914           48         652          587.42
         32           32           50         644          563.92
         33          611           48         653          587.42
         34          676           50         653          563.92
         35          662           49         650          575.43
         36         9030           50         652          563.92
         37         3751           49         653          575.43
         38          894           48         644          587.42
         39          581           49         652          575.43
         40         5210           50         653          563.92
         41         3026           49         651          575.43
         42        12308           50         651          563.92
         43          822           49         652          575.43
         44         7415           49         652          575.43
         45         5807           49         653          575.43
         46         4832           48         653          587.42
         47           47           50         636          563.92
         48        10642           49         652          575.43
         49        10073           49         652          575.43
         50           50           51         644          552.86
         51          631           50         650          563.92
         52         7576           49         652          575.43
         53         6319           49         653          575.43
         54          754           49         650          575.43
         55         3546           50         651          563.92
         56         2065           49         645          575.43
         57          703           48         653          587.42
         58          975           48         653          587.42
         59          919           49         653          575.43
         60          983           49         653          575.43
         61        12093           49         652          575.43
         62        12725           50         652          563.92
         63           63           50         645          563.92
         64          985           49         652          575.43
         65         7889           49         653          575.43
         66         9187           50         653          563.92
         67        12801           51         653          552.86
         68           68           50         633          563.92
         69          656           49         651          575.43
         70        11968           50         653          563.92
         71         7603           50         652          563.92
         72        12152           50         653          563.92
         73         4769           50         649          563.92
         74        12334           49         653          575.43
         75          783           50         653          563.92
         76        13551           50         648          563.92
         77         3987           49         651          575.43
         78           78           49         645          575.43
         79        11112           50         651          563.92
         80         2294           48         653          587.42
         81         8564           48         651          587.42
         82         5419           50         651          563.92
         83         8195           49         651          575.43
         84         5650           49         652          575.43
         85        12822           51         652          552.86
         86         6120           48         653          587.42
         87         5907           49         653          575.43
         88          618           48         651          587.42
         89           89           51         642          552.86
         90         9891           49         653          575.43
         91         3701           48         653          587.42
         92          761           49         653          575.43
         93        12256           48         653          587.42
         94         6511           50         653          563.92
         95        13398           48         653          587.42
         96           96           51         645          552.86
         97        13218           48         653          587.42
         98        11164           50         649          563.92
