Solution ID,f[1],f[2],f[3]
22535,80.0,383.0,354.7
19468,68.0,461.0,417.294117647
19472,64.0,482.0,443.375
19473,63.0,495.0,450.412698413
22571,87.0,362.0,326.16091954
22572,86.0,362.0,329.953488372
13358,75.0,421.0,378.346666667
22575,88.0,361.0,322.454545455
22585,95.0,333.0,298.694736842
22586,94.0,333.0,301.872340426
16463,89.0,358.0,318.831460674
7249,42.0,764.0,675.619047619
13497,117.0,298.0,242.52991453
22620,160.0,274.0,177.35
22670,159.0,266.0,178.465408805
19139,70.0,453.0,405.371428571
24089,71.0,453.0,399.661971831
22696,103.0,317.0,275.495145631
22698,104.0,317.0,272.846153846
22707,55.0,560.0,515.927272727
22708,54.0,566.0,525.481481481
22710,52.0,593.0,545.692307692
22711,51.0,596.0,556.392156863
22724,41.0,796.0,692.097560976
20680,122.0,286.0,232.590163934
20683,119.0,294.0,238.453781513
22737,109.0,308.0,260.330275229
17624,120.0,291.0,236.466666667
22756,102.0,325.0,278.196078431
22776,84.0,367.0,337.80952381
22778,83.0,371.0,341.879518072
20864,77.0,413.0,368.519480519
22793,161.0,274.0,176.248447205
14604,98.0,333.0,289.551020408
14605,99.0,332.0,286.626262626
17678,65.0,478.0,436.553846154
17681,65.0,478.0,436.553846154
17689,55.0,560.0,515.927272727
20784,108.0,310.0,262.740740741
17726,79.0,399.0,359.189873418
19140,69.0,456.0,411.246376812
14695,43.0,746.0,659.906976744
17781,118.0,295.0,240.474576271
20863,57.0,528.0,497.824561404
23958,140.0,262.0,202.685714286
23959,141.0,262.0,201.24822695
23963,85.0,366.0,333.835294118
23968,87.0,362.0,326.16091954
20906,90.0,351.0,315.288888889
23984,70.0,453.0,405.371428571
24000,78.0,408.0,363.794871795
20934,121.0,288.0,234.512396694
18898,96.0,333.0,295.583333333
24029,88.0,361.0,322.454545455
18924,66.0,469.0,429.939393939
24045,128.0,270.0,221.6875
22440,127.0,275.0,223.433070866
24056,149.0,261.0,190.44295302
24066,40.0,845.0,709.4
18947,116.0,305.0,244.620689655
24075,49.0,612.0,579.102040816
24076,48.0,633.0,591.166666667
22488,130.0,266.0,218.276923077
21015,100.0,333.0,283.76
22788,151.0,261.0,187.920529801
18977,81.0,380.0,350.320987654
24109,82.0,372.0,346.048780488
24129,92.0,342.0,308.434782609
22092,139.0,263.0,204.143884892
22093,138.0,263.0,205.623188406
22094,137.0,263.0,207.124087591
22095,136.0,263.0,208.647058824
22101,84.0,367.0,337.80952381
19038,61.0,510.0,465.180327869
19039,60.0,512.0,472.933333333
19040,59.0,521.0,480.949152542
19041,58.0,521.0,489.24137931
19043,56.0,545.0,506.714285714
19044,68.0,461.0,417.294117647
19045,67.0,463.0,423.52238806
19050,62.0,505.0,457.677419355
24171,107.0,310.0,265.196261682
11892,41.0,796.0,692.097560976
24189,113.0,301.0,251.115044248
24190,114.0,301.0,248.912280702
24192,112.0,303.0,253.357142857
24193,111.0,303.0,255.63963964
24194,110.0,303.0,257.963636364
24201,115.0,305.0,246.747826087
24211,126.0,275.0,225.206349206
24212,125.0,275.0,227.008
24213,124.0,275.0,228.838709677
24245,143.0,259.0,198.433566434
24247,142.0,259.0,199.830985915
19135,74.0,421.0,383.459459459
19136,73.0,421.0,388.712328767
19137,72.0,447.0,394.111111111
24268,134.0,265.0,211.76119403
24269,135.0,265.0,210.192592593
11983,44.0,713.0,644.909090909
24272,147.0,256.0,193.034013605
24273,148.0,256.0,191.72972973
24274,152.0,261.0,186.684210526
24275,153.0,259.0,185.464052288
24276,154.0,259.0,184.25974026
24277,155.0,259.0,183.070967742
24278,156.0,259.0,181.897435897
22232,71.0,453.0,399.661971831
22246,157.0,259.0,180.738853503
22247,158.0,259.0,179.594936709
22280,53.0,576.0,535.396226415
22283,50.0,601.0,567.52
22286,47.0,651.0,603.744680851
22287,46.0,655.0,616.869565217
22288,77.0,413.0,368.519480519
22289,76.0,413.0,373.368421053
22489,129.0,266.0,219.968992248
22299,83.0,371.0,341.879518072
22330,93.0,342.0,305.11827957
16191,92.0,342.0,308.434782609
22340,101.0,330.0,280.95049505
22345,105.0,317.0,270.247619048
22347,106.0,315.0,267.698113208
22348,106.0,315.0,267.698113208
19301,56.0,545.0,506.714285714
22374,123.0,286.0,230.699186992
19321,45.0,692.0,630.577777778
22394,144.0,259.0,197.055555556
22395,145.0,257.0,195.696551724
22398,146.0,254.0,194.356164384
24044,128.0,270.0,221.6875
22418,97.0,330.0,292.536082474
5032,39.0,916.0,727.58974359
22453,150.0,261.0,189.173333333
16324,102.0,325.0,278.196078431
22485,133.0,266.0,213.353383459
22487,131.0,266.0,216.610687023
19416,90.0,351.0,315.288888889
19417,91.0,351.0,311.824175824
24231,132.0,266.0,214.96969697
22515,76.0,413.0,373.368421053
