Solution ID,f[1],f[2],f[3]
163,73.0,415.0,359.630136986
167,71.0,424.0,369.76056338
174,84.0,369.0,312.535714286
248,65.0,459.0,403.892307692
273,109.0,306.0,240.853211009
283,70.0,430.0,375.042857143
428,63.0,486.0,416.714285714
582,90.0,357.0,291.7
598,87.0,361.0,301.75862069
786,49.0,577.0,535.775510204
840,127.0,263.0,206.716535433
1184,82.0,378.0,320.158536585
1247,113.0,290.0,232.327433628
1296,78.0,395.0,336.576923077
1432,69.0,432.0,380.47826087
1602,70.0,430.0,375.042857143
1660,121.0,277.0,216.966942149
1822,71.0,424.0,369.76056338
1923,66.0,451.0,397.772727273
2309,98.0,348.0,267.887755102
2488,94.0,340.0,279.287234043
2505,89.0,354.0,294.97752809
2543,70.0,430.0,375.042857143
2633,103.0,317.0,254.883495146
2752,78.0,395.0,336.576923077
2954,71.0,424.0,369.76056338
3741,93.0,343.0,282.290322581
3955,67.0,445.0,391.835820896
3988,80.0,384.0,328.1625
4377,101.0,318.0,259.930693069
5156,75.0,405.0,350.04
5325,55.0,551.0,477.327272727
5452,81.0,376.0,324.111111111
6291,110.0,296.0,238.663636364
6338,91.0,344.0,288.494505495
7101,115.0,305.0,228.286956522
7123,56.0,549.0,468.803571429
8251,85.0,367.0,308.858823529
8329,95.0,330.0,276.347368421
8357,48.0,585.0,546.9375
9464,83.0,370.0,316.301204819
9641,112.0,388.0,234.401785714
9660,88.0,360.0,298.329545455
9701,104.0,310.0,252.432692308
10193,136.0,249.0,193.036764706
12264,139.0,244.0,188.870503597
12946,134.0,295.0,195.917910448
13488,79.0,386.0,332.316455696
15432,114.0,287.0,230.289473684
16323,125.0,282.0,210.024
16632,86.0,362.0,305.26744186
16939,99.0,459.0,265.181818182
17037,77.0,394.0,340.948051948
18420,62.0,478.0,423.435483871
18470,117.0,283.0,224.384615385
18612,92.0,345.0,285.358695652
18719,107.0,305.0,245.355140187
19251,72.0,419.0,364.625
19388,111.0,297.0,236.513513514
20218,97.0,325.0,270.649484536
20351,59.0,500.0,444.966101695
20421,135.0,309.0,194.466666667
20454,106.0,380.0,247.669811321
20469,58.0,547.0,452.637931034
20585,123.0,435.0,213.43902439
20590,96.0,358.0,273.46875
20666,54.0,556.0,486.166666667
21237,119.0,368.0,220.613445378
21854,61.0,485.0,430.37704918
21933,138.0,287.0,190.239130435
21934,140.0,281.0,187.521428571
21938,130.0,309.0,201.946153846
21941,131.0,329.0,200.404580153
21943,132.0,309.0,198.886363636
22026,122.0,332.0,215.18852459
22047,140.0,281.0,187.521428571
22649,108.0,345.0,243.083333333
22666,52.0,555.0,504.865384615
22668,53.0,555.0,495.339622642
22677,60.0,500.0,437.55
23333,68.0,439.0,386.073529412
23433,100.0,438.0,262.53
23530,129.0,268.0,203.511627907
23587,137.0,329.0,191.627737226
23614,57.0,570.0,460.578947368
23908,50.0,566.0,525.06
23972,74.0,409.0,354.77027027
24069,85.0,367.0,308.858823529
24511,51.0,564.0,514.764705882
24543,102.0,321.0,257.382352941
24548,128.0,266.0,205.1015625
24570,76.0,400.0,345.434210526
24571,64.0,463.0,410.203125
