Solution ID,f[1],f[2],f[3]
6026,50.0,896.0,567.52
6522,51.0,896.0,556.392156863
7500,50.0,896.0,567.52
11922,48.0,711.0,591.166666667
13958,43.0,708.0,659.906976744
14444,44.0,708.0,644.909090909
15768,40.0,778.0,709.4
16781,42.0,708.0,675.619047619
17161,46.0,711.0,616.869565217
17359,46.0,711.0,616.869565217
17430,45.0,710.0,630.577777778
18342,46.0,711.0,616.869565217
20221,41.0,717.0,692.097560976
20303,46.0,711.0,616.869565217
21283,48.0,711.0,591.166666667
21775,47.0,711.0,603.744680851
23734,47.0,711.0,603.744680851
24220,47.0,711.0,603.744680851
24746,45.0,710.0,630.577777778
24903,48.0,711.0,591.166666667
25392,49.0,711.0,579.102040816
