Solution ID,f[1],f[2],f[3]
1,94.0,300.0,293.627659574
6,94.0,300.0,293.627659574
9,94.0,300.0,293.627659574
35,94.0,300.0,293.627659574
68,94.0,300.0,293.627659574
86,94.0,300.0,293.627659574
95,94.0,300.0,293.627659574
121,94.0,300.0,293.627659574
124,93.0,300.0,296.784946237
134,94.0,300.0,293.627659574
138,94.0,300.0,293.627659574
163,94.0,300.0,293.627659574
172,94.0,300.0,293.627659574
200,94.0,300.0,293.627659574
215,94.0,300.0,293.627659574
221,94.0,300.0,293.627659574
226,94.0,300.0,293.627659574
237,94.0,300.0,293.627659574
247,94.0,300.0,293.627659574
258,94.0,300.0,293.627659574
263,94.0,300.0,293.627659574
265,94.0,300.0,293.627659574
266,94.0,300.0,293.627659574
276,94.0,300.0,293.627659574
285,94.0,300.0,293.627659574
289,94.0,300.0,293.627659574
292,94.0,300.0,293.627659574
296,94.0,300.0,293.627659574
298,94.0,300.0,293.627659574
299,94.0,300.0,293.627659574
300,94.0,300.0,293.627659574
308,94.0,300.0,293.627659574
319,94.0,300.0,293.627659574
324,94.0,300.0,293.627659574
344,94.0,300.0,293.627659574
384,94.0,300.0,293.627659574
386,94.0,300.0,293.627659574
393,94.0,300.0,293.627659574
397,94.0,300.0,293.627659574
415,94.0,300.0,293.627659574
420,94.0,300.0,293.627659574
426,94.0,300.0,293.627659574
428,94.0,300.0,293.627659574
431,94.0,300.0,293.627659574
437,94.0,300.0,293.627659574
446,94.0,300.0,293.627659574
450,94.0,300.0,293.627659574
458,94.0,300.0,293.627659574
462,94.0,300.0,293.627659574
477,94.0,300.0,293.627659574
492,94.0,300.0,293.627659574
493,94.0,300.0,293.627659574
499,94.0,300.0,293.627659574
502,94.0,300.0,293.627659574
510,94.0,300.0,293.627659574
515,94.0,300.0,293.627659574
524,94.0,300.0,293.627659574
528,94.0,300.0,293.627659574
532,94.0,300.0,293.627659574
550,94.0,300.0,293.627659574
564,94.0,300.0,293.627659574
565,94.0,300.0,293.627659574
568,94.0,300.0,293.627659574
569,94.0,300.0,293.627659574
572,93.0,300.0,296.784946237
613,94.0,300.0,293.627659574
616,94.0,300.0,293.627659574
625,94.0,300.0,293.627659574
631,94.0,300.0,293.627659574
639,94.0,300.0,293.627659574
643,94.0,300.0,293.627659574
646,94.0,300.0,293.627659574
665,94.0,300.0,293.627659574
699,94.0,300.0,293.627659574
708,93.0,300.0,296.784946237
714,94.0,300.0,293.627659574
715,94.0,300.0,293.627659574
737,94.0,300.0,293.627659574
738,94.0,300.0,293.627659574
769,94.0,300.0,293.627659574
774,94.0,300.0,293.627659574
779,94.0,300.0,293.627659574
789,94.0,300.0,293.627659574
794,94.0,300.0,293.627659574
798,94.0,300.0,293.627659574
818,94.0,300.0,293.627659574
825,94.0,300.0,293.627659574
830,94.0,300.0,293.627659574
832,94.0,300.0,293.627659574
847,94.0,300.0,293.627659574
852,94.0,300.0,293.627659574
856,94.0,300.0,293.627659574
863,93.0,300.0,296.784946237
864,94.0,300.0,293.627659574
867,94.0,300.0,293.627659574
885,94.0,300.0,293.627659574
895,94.0,300.0,293.627659574
897,94.0,300.0,293.627659574
905,94.0,300.0,293.627659574
906,94.0,300.0,293.627659574
922,94.0,300.0,293.627659574
942,94.0,300.0,293.627659574
949,94.0,300.0,293.627659574
958,94.0,300.0,293.627659574
968,94.0,300.0,293.627659574
975,94.0,300.0,293.627659574
976,94.0,300.0,293.627659574
985,94.0,300.0,293.627659574
986,94.0,300.0,293.627659574
996,94.0,300.0,293.627659574
1005,94.0,300.0,293.627659574
1021,94.0,300.0,293.627659574
1030,94.0,300.0,293.627659574
1036,94.0,300.0,293.627659574
1039,94.0,300.0,293.627659574
1042,94.0,300.0,293.627659574
1046,94.0,300.0,293.627659574
1052,94.0,300.0,293.627659574
1054,94.0,300.0,293.627659574
1061,94.0,300.0,293.627659574
1062,94.0,300.0,293.627659574
1063,94.0,300.0,293.627659574
1067,94.0,300.0,293.627659574
1069,94.0,300.0,293.627659574
1078,94.0,300.0,293.627659574
1082,94.0,300.0,293.627659574
1096,94.0,300.0,293.627659574
1098,94.0,300.0,293.627659574
1100,94.0,300.0,293.627659574
1120,94.0,300.0,293.627659574
1125,94.0,300.0,293.627659574
1127,94.0,300.0,293.627659574
1129,94.0,300.0,293.627659574
1136,94.0,300.0,293.627659574
1146,94.0,300.0,293.627659574
1151,94.0,300.0,293.627659574
