                          2016-07-24 15:54:24.718388
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment17/SBSBPP500_run17.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           52         657          537.63
          1         5093           53         620          527.49
          2            2           52         620          537.63
          3            3           53         618          527.49
          4         2592           53         679          527.49
          5          690           53         647          527.49
          6          626           56         597          499.23
          7            7           53         634          527.49
          8         6104           53         680          527.49
          9        12139           55         575          508.31
         10        11692           56         581          499.23
         11         2129           56         589          499.23
         12        11046           53         656          527.49
         13           13           53         636          527.49
         14           14           52         646          537.63
         15          608           56         588          499.23
         16        12605           52         693          537.63
         17          551           53         644          527.49
         18          803           53         722          527.49
         19          578           52         688          537.63
         20           20           53         637          527.49
         21        12476           56         724          499.23
         22         7927           56         569          499.23
         23        13309           53         726          527.49
         24           24           52         665          537.63
         25         8446           52         657          537.63
         26         6471           56         587          499.23
         27         9718           52         721          537.63
         28        13255           53         720          527.49
         29           29           53         669          527.49
         30         6990           52         713          537.63
         31           31           53         663          527.49
         32           32           53         640          527.49
         33         2724           53         687          527.49
         34        13148           53         706          527.49
         35        11775           53         727          527.49
         36        11510           52         722          537.63
         37         1004           53         659          527.49
         38           38           53         610          527.49
         39         9018           52         718          537.63
         40        12866           52         658          537.63
         41           41           52         672          537.63
         42           42           53         610          527.49
         43         4443           52         691          537.63
         44         6911           53         674          527.49
         45          674           52         710          537.63
         46          510           52         680          537.63
         47        10371           53         679          527.49
         48           48           53         681          527.49
         49         5585           55         540          508.31
         50        12711           55         598          508.31
         51           51           52         658          537.63
         52           52           53         639          527.49
         53           53           53         624          527.49
         54        12165           56         580          499.23
         55         9642           55         588          508.31
         56        12577           53         659          527.49
         57           57           52         661          537.63
         58        11306           53         674          527.49
         59          562           55         586          508.31
         60           60           53         627          527.49
         61         5717           53         650          527.49
         62           62           52         676          537.63
         63          505           53         680          527.49
         64           64           53         624          527.49
         65          511           52         711          537.63
         66        12789           55         570          508.31
         67        11226           52         701          537.63
         68           68           53         603          527.49
         69          855           55         592          508.31
         70         9356           53         687          527.49
         71         7095           56         558          499.23
         72        13386           53         700          527.49
         73         7952           52         721          537.63
         74         5925           56         602          499.23
         75         7485           52         635          537.63
         76        10579           52         716          537.63
         77           77           53         645          527.49
         78        13407           52         697          537.63
         79        10838           53         726          527.49
         80        11203           52         721          537.63
         81        12294           53         727          527.49
         82         3922           52         656          537.63
         83         9977           52         727          537.63
         84         6314           55         553          508.31
         85           85           53         647          527.49
         86        11427           53         707          527.49
         87           87           52         635          537.63
         88           88           53         637          527.49
         89           89           52         662          537.63
         90         4959           56         541          499.23
         91        10163           52         692          537.63
         92           92           52         689          537.63
         93           93           53         613          527.49
         94          684           56         578          499.23
         95         6520           56         647          499.23
         96        11905           56         670          499.23
         97          634           53         670          527.49
