Solution ID,f[1] (B),f[2] (W),f[3] (s)
9901,45.0,45.238066056,9090.73278805
10586,54.0,29.0354929103,9662.14689712
16416,51.0,34.1774565352,9024.45002852
20539,57.0,27.5715430769,9190.20153832
3766,57.0,31.8801429102,8886.71814538
12374,42.0,38.7627803208,9261.9916881
6233,42.0,47.8358058868,9123.01806224
10336,54.0,34.5314490144,8960.31248343
20578,57.0,27.2604978422,9214.00191291
23575,44.0,44.256508513,9109.71976042
6288,60.0,23.8392185364,9198.24195205
21876,61.0,23.0247776057,9168.08589957
8395,58.0,28.863274044,8907.40975324
21754,56.0,26.8189826829,9470.42381304
20725,47.0,42.239970061,9030.35653822
22780,61.0,22.5411906134,9309.04856752
2303,43.0,57.1355599499,9079.6099663
22789,44.0,42.92315756,9120.88101744
20760,59.0,24.3510420082,9052.10509252
22240,61.0,23.9504109887,8916.75980976
20819,46.0,35.1518824367,9246.90458702
20832,42.0,34.2669583484,9416.77498407
18801,42.0,47.1295506454,9139.7910033
18807,46.0,41.7954927879,9040.60856523
23949,44.0,32.7825026808,9416.77498407
6529,42.0,41.4098933676,9204.2421695
18818,45.0,37.1732182398,9169.71800664
20867,42.0,37.6316319077,9287.44938737
18824,45.0,32.7389378453,9350.85042852
20902,58.0,31.3438649263,8886.71814538
18859,56.0,28.0771468924,9438.25328329
18865,56.0,28.5998855227,9021.50214152
18872,56.0,28.2637676331,9042.84999552
22982,56.0,29.8359427082,8983.26865154
23023,47.0,36.5732361741,9094.76992512
23026,62.0,23.0152662813,8922.05238592
14863,55.0,27.744381502,9647.1819443
21010,61.0,23.6399829879,8932.8925293
10807,43.0,36.1313760565,9266.36645658
23799,53.0,36.1595111865,8997.0766518
21908,46.0,36.256588202,9169.71800664
15432,45.0,41.1609476802,9145.61092438
23148,60.0,24.262942504,8985.77828827
24345,50.0,31.1075349513,9219.68845101
10950,44.0,55.9136743159,9079.6099663
13030,58.0,26.8528810353,9023.46377625
17886,45.0,41.5240208165,9143.49228052
19280,53.0,29.1779857261,9074.4731302
9088,47.0,37.9215921301,9053.70168771
9127,63.0,20.7537787877,9215.49143051
23471,48.0,33.6027904045,9127.30741072
9137,56.0,33.7648031576,8933.57924735
21855,44.0,35.0606862832,9278.25995253
5146,51.0,33.8483770341,9043.9765791
13339,62.0,21.8082100319,9101.93469903
7228,63.0,22.3313061846,8846.32758615
23741,43.0,39.968514421,9216.55803397
23764,59.0,24.1762490274,9340.22088683
23766,59.0,24.1762490274,9340.22088683
23771,60.0,23.7997252218,9340.22088683
23778,56.0,30.4427653757,8954.56534881
23784,48.0,41.3544294783,9025.79362793
21752,57.0,26.2956591041,9470.42381304
21756,44.0,52.0542956964,9088.12518256
23808,55.0,30.8832605015,8961.22791642
5771,57.0,29.2561556034,8982.1631512
7430,62.0,22.6875962599,9032.01640727
21769,44.0,37.7930896786,9218.32668119
21775,45.0,36.8707312139,9218.32668119
23825,65.0,20.2750902743,8904.10492823
23832,43.0,45.6405224584,9119.26329356
23834,44.0,44.154356026,9112.61841538
23835,64.0,21.9151276338,8791.7846935
23838,64.0,21.6460764722,8801.63005706
23845,49.0,32.5921213925,9085.22184527
21814,46.0,35.1518824367,9246.90458702
19767,49.0,32.0036122486,9138.11955062
23867,57.0,28.7790437257,9007.34482642
19776,44.0,38.7646743526,9194.04721586
21826,51.0,29.6564796953,9068.88554059
23876,43.0,33.586101384,9416.77498407
19784,53.0,29.0455595006,9102.77265136
23901,45.0,42.3737134806,9120.20432217
21857,43.0,35.8515556909,9278.25995253
23911,46.0,38.1898455237,9157.22436309
23913,45.0,39.1380189421,9157.22436309
23918,65.0,20.3941376123,8799.95949918
23919,66.0,20.1390155165,8799.95949918
21887,58.0,27.8390904907,8929.41908461
17800,45.0,39.4168484355,9154.34001394
19851,43.0,45.0038577296,9137.12189166
19857,42.0,47.4223472939,9139.06431144
13737,61.0,23.3229058903,8965.24628671
13743,54.0,34.3770150461,9019.44788556
22778,59.0,24.1967280953,9068.47383836
24036,57.0,29.4178732848,8923.29119975
23804,60.0,23.8129441951,9298.22393785
11754,47.0,37.380920553,9066.3992621
17319,58.0,24.7023771448,9052.10509252
23783,48.0,40.9243781407,9030.35653822
9732,50.0,30.6440522611,9273.51490302
15903,60.0,24.6189828409,8841.457502
15906,61.0,24.3116220775,8832.99246087
15910,62.0,23.5540530391,8832.99246087
10167,45.0,45.4094787115,9086.94865763
3343,54.0,33.4729784701,9048.62383822
21765,66.0,19.5768872248,8904.10492823
18819,44.0,36.7125106189,9246.90458702
9842,46.0,41.5840799302,9108.43438536
13940,43.0,34.1550399133,9350.85042852
24194,43.0,40.5126122958,9186.60981079
7816,57.0,29.2274271587,9006.72411903
11971,62.0,21.6923350676,9215.49143051
9945,42.0,58.7225384302,9103.58750037
24291,59.0,24.5919558945,8870.03290166
20206,42.0,37.4542107931,9347.67717966
23848,49.0,34.1048736578,9077.83465648
9974,63.0,22.2109636997,8956.0832471
22827,48.0,34.9535439158,9076.60854016
24355,49.0,37.8702570128,9052.2597901
23857,43.0,39.2748507322,9261.15206544
24378,50.0,37.7151264418,8988.55166787
10078,44.0,41.3110785007,9158.77312117
16262,43.0,33.4119572221,9446.15685068
3977,45.0,43.3858906763,9118.66789246
8102,60.0,24.3586718361,8856.61125615
16311,58.0,28.5766056373,8912.32911054
23883,60.0,22.7078316521,9369.76776138
18404,42.0,36.9599054566,9357.64424077
16363,57.0,27.6070958713,9105.22984808
23891,46.0,40.6651073476,9143.49228052
