Solution ID,f[1],f[2],f[3]
693,62.0,496.0,442.709677419
4478,54.0,552.0,508.296296296
6033,48.0,608.0,571.833333333
7153,50.0,589.0,548.96
7974,75.0,424.0,365.973333333
8371,44.0,658.0,623.818181818
9689,46.0,631.0,596.695652174
9714,77.0,416.0,356.467532468
11701,85.0,383.0,322.917647059
12474,43.0,664.0,638.325581395
12773,61.0,496.0,449.967213115
13937,55.0,539.0,499.054545455
14013,47.0,623.0,584.0
14527,61.0,496.0,449.967213115
15470,53.0,560.0,517.886792453
15872,74.0,460.0,370.918918919
15883,45.0,646.0,609.955555556
16016,73.0,560.0,376.0
16664,74.0,460.0,370.918918919
16673,83.0,390.0,330.698795181
16866,49.0,601.0,560.163265306
17366,41.0,674.0,669.463414634
17396,74.0,460.0,370.918918919
17668,65.0,475.0,422.276923077
18705,59.0,520.0,465.220338983
18845,90.0,360.0,304.977777778
18846,90.0,360.0,304.977777778
18847,91.0,356.0,301.626373626
18914,88.0,406.0,311.909090909
18915,89.0,387.0,308.404494382
18920,87.0,442.0,315.494252874
19541,82.0,398.0,334.731707317
19548,81.0,418.0,338.864197531
19550,81.0,418.0,338.864197531
19551,81.0,418.0,338.864197531
19776,69.0,452.0,397.797101449
19997,79.0,403.0,347.443037975
20374,60.0,509.0,457.466666667
20837,82.0,398.0,334.731707317
20989,80.0,519.0,343.1
21054,84.0,438.0,326.761904762
21708,93.0,377.0,295.139784946
21787,86.0,462.0,319.162790698
21795,66.0,468.0,415.878787879
22475,51.0,576.0,538.196078431
22840,42.0,669.0,653.523809524
23515,70.0,440.0,392.114285714
23762,64.0,493.0,428.875
23797,95.0,408.0,288.926315789
23855,95.0,408.0,288.926315789
23856,95.0,408.0,288.926315789
23857,95.0,408.0,288.926315789
23858,94.0,408.0,292.0
23860,94.0,408.0,292.0
23885,96.0,403.0,285.916666667
24069,58.0,524.0,473.24137931
24074,72.0,445.0,381.222222222
24079,57.0,529.0,481.543859649
24233,56.0,535.0,490.142857143
24481,41.0,674.0,669.463414634
24505,67.0,481.0,409.671641791
24523,52.0,566.0,527.846153846
24535,76.0,545.0,361.157894737
24580,68.0,462.0,403.647058824
24649,78.0,456.0,351.897435897
24726,63.0,485.0,435.682539683
