Solution ID,f[1] (B),f[2] (W),f[3] (s)
20483,56.0,28.818795923,9101.20060363
10241,61.0,25.4124034394,8809.32196169
16429,44.0,35.4578870229,9231.82254455
16432,53.0,32.9854118203,9004.68449624
16439,53.0,33.8029701605,8999.31265675
14404,43.0,32.8569676147,9445.73103954
16456,57.0,28.3220109752,9000.49591023
18533,57.0,26.9464658902,9094.25801983
18560,53.0,30.2255188663,9191.30055548
23241,67.0,20.8456337503,8799.77742955
10781,45.0,32.2470609995,9280.68899507
10438,51.0,35.3578385038,8985.34481826
24268,54.0,33.07229247,9004.239394
12512,44.0,35.6378551709,9164.28942159
16640,62.0,21.7955293407,8886.02205925
20182,67.0,19.6541631104,8955.51249283
20192,45.0,31.1765686807,9535.53880848
23265,60.0,25.8327865696,8870.65377543
24266,54.0,32.607989069,9004.57786218
12647,59.0,30.423538738,8827.02716491
4491,61.0,25.4982386482,8793.34427629
24301,48.0,39.3379509951,9039.57836953
24307,43.0,36.7809453711,9252.49406741
6584,42.0,40.8011622855,9267.12142285
4549,42.0,46.6343823795,9149.33104037
24320,46.0,34.6217086406,9252.49406741
21226,42.0,44.8958434431,9180.47829684
24227,70.0,19.5916171377,8928.14843531
10779,46.0,31.7093250139,9280.68899507
18972,43.0,33.7621476016,9306.96741774
22523,59.0,26.271045887,8870.65377543
19035,56.0,29.654788982,8964.05932558
23142,42.0,39.7915904483,9349.76509949
19218,43.0,48.7141827859,9095.5692238
23176,48.0,34.0222413041,9228.20364911
23180,49.0,33.2090329618,9228.20364911
23183,51.0,34.2820524476,9033.54851887
23194,55.0,28.9934297209,9395.79417429
23210,64.0,21.0017454972,8797.38125951
23215,56.0,28.6006835561,9115.92941575
21170,44.0,31.9914877301,9396.02602206
23222,46.0,41.1219753654,9062.66471417
12986,43.0,39.9125168479,9214.02941568
23233,63.0,20.0400531873,9318.90056044
23255,67.0,19.7135921196,8937.39259095
23675,60.0,24.2500804922,8934.7886122
21225,61.0,22.1724148351,9121.46829534
17130,50.0,35.0810881154,9033.54851887
24296,42.0,40.2065190189,9293.78872235
23309,44.0,42.7977703984,9079.76615093
19219,43.0,47.9186928045,9103.43684377
23330,55.0,30.077997102,9115.56896867
19237,55.0,30.6755468871,8943.71201083
19258,59.0,24.3966019172,8979.09509693
23214,64.0,21.0284168728,8733.66154476
19264,54.0,33.2812904415,8989.84032696
19298,56.0,28.4551465892,9151.75124921
23421,57.0,29.8187702182,8869.70116547
21172,45.0,31.3619537304,9396.02602206
13256,64.0,20.4995289589,8849.56411189
17403,42.0,40.1756639907,9306.43491715
21524,49.0,37.9231569755,9083.72997265
11317,47.0,40.2373436251,9153.34957703
19540,64.0,20.8466863043,8808.4728926
15453,52.0,34.4289240846,8996.48903249
15473,48.0,46.5544888158,9034.91883567
13453,58.0,28.3444974719,8949.43608762
23764,61.0,22.2531352791,8987.59066821
13593,56.0,30.1270140409,8943.71201083
11557,61.0,23.1274942849,8858.50245058
13617,47.0,46.4063830259,9041.20539829
13621,46.0,48.2124055101,9038.66008522
11621,50.0,34.7231705688,9075.32736707
22222,63.0,22.1989756841,8789.50540166
11669,56.0,28.5944228712,9123.09778783
11695,50.0,38.6573724026,9023.00777165
13751,58.0,26.9653577063,8951.38743
13762,62.0,22.9818559401,8761.23389845
9753,42.0,38.8042168397,9447.42140909
9787,58.0,26.3685820566,9022.36748212
9802,44.0,33.2253064132,9280.68899507
22129,68.0,19.3432264967,8955.51249283
24196,71.0,17.7505358226,8955.51249283
24265,54.0,33.2460040819,8997.36014671
24204,59.0,25.6066049394,8894.74333256
23211,63.0,21.3260183617,8797.38125951
24232,69.0,18.9759353848,8955.51249283
24233,70.0,18.4544675715,8955.51249283
24239,44.0,32.9660826876,9322.76629884
19220,42.0,49.9498388232,9089.78886606
24252,65.0,19.830103795,8808.4728926
22218,62.0,22.5486073103,8789.50540166
23159,46.0,30.5599932091,9535.53880848
24271,54.0,33.8286236327,8989.39286605
22137,63.0,22.7758920906,8761.23389845
24286,68.0,19.4233420662,8937.39259095
23245,43.0,44.9339510568,9150.2619281
24303,47.0,40.2601984335,9068.85439736
24304,47.0,40.3104728297,9049.5712227
22260,44.0,40.8282474471,9114.21497114
20217,45.0,41.9269270741,9062.66471417
14077,56.0,28.3940744919,9307.69999533
20222,45.0,41.5896110309,9079.76615093
20229,62.0,20.6012615114,9318.90056044
24201,60.0,24.2711113521,8894.74333256
20293,44.0,42.6162850534,9096.39818406
19090,43.0,39.2189825744,9234.64155254
3982,43.0,38.0493681245,9244.97198404
24468,46.0,48.1584376123,9051.2256029
8169,57.0,28.4712906848,8918.86334491
23184,51.0,34.4308861661,9012.43220002
16337,50.0,31.5054774375,9093.39952414
22527,61.0,24.3337929141,8813.86258908
