                          2016-07-23 21:48:23.659426
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment06/SBSBPP500_run6.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0         5949           37         889          727.08
          1         2387           38         797          707.95
          2            2           37         912          727.08
          3        13150           37         913          727.08
          4            4           37         852          727.08
          5          553           37         888          727.08
          6          710           36         937          747.28
          7            7           37         853          727.08
          8          721           36         970          747.28
          9            9           37         876          727.08
         10           10           37         899          727.08
         11         1708           36         967          747.28
         12           12           37         882          727.08
         13           13           37         884          727.08
         14        11851           38         869          707.95
         15          616           37         965          727.08
         16         5689           37         847          727.08
         17        11900           36         968          747.28
         18           18           37         894          727.08
         19         2777           37         968          727.08
         20         2880           38         783          707.95
         21         9764           37         929          727.08
         22           22           37         890          727.08
         23         6988           38         786          707.95
         24           24           37         868          727.08
         25        12189           37         919          727.08
         26         6128           36         895          747.28
         27           27           36         916          747.28
         28          706           38         771          707.95
         29         1373           36         933          747.28
         30         5221           36         902          747.28
         31         9510           37         965          727.08
         32           32           37         877          727.08
         33         8207           38         826          707.95
         34        12860           37         932          727.08
         35        11513           37         949          727.08
         36           36           37         914          727.08
         37          564           37         879          727.08
         38        12810           36         964          747.28
         39          741           37         963          727.08
         40         8783           37         841          727.08
         41           41           37         868          727.08
         42         6780           36         924          747.28
         43         6417           36         947          747.28
         44        11330           37         963          727.08
         45          690           37         879          727.08
         46         6729           36         924          747.28
         47         2517           36         895          747.28
         48         1919           37         882          727.08
         49           49           37         881          727.08
         50         9407           37         895          727.08
         51           51           37         872          727.08
         52          676           37         932          727.08
         53         9948           36         950          747.28
         54         5819           37         773          727.08
         55         4543           37         945          727.08
         56         5318           36         910          747.28
         57           57           36         878          747.28
         58           58           37         858          727.08
         59        10108           37         828          727.08
         60        10030           37         927          727.08
         61         5481           37         969          727.08
         62        10857           38         848          707.95
         63        11825           36         920          747.28
         64        10054           37         966          727.08
         65         7040           37         914          727.08
         66         1659           36         950          747.28
         67        13383           37         800          727.08
         68        12526           37         900          727.08
         69          902           36         951          747.28
         70         8653           37         954          727.08
         71           71           37         860          727.08
         72           72           37         944          727.08
         73           73           36         942          747.28
         74           74           37         865          727.08
         75         6209           36         943          747.28
         76           76           37         865          727.08
         77           77           37         930          727.08
         78         4752           38         786          707.95
         79          652           37         899          727.08
         80         9589           37         961          727.08
         81        11590           38         791          707.95
         82        12371           37         793          727.08
         83        13642           38         789          707.95
         84          709           39         784          689.79
         85          736           37         912          727.08
         86          730           38         797          707.95
         87         8835           36         878          747.28
         88         9563           38         800          707.95
         89           89           37         848          727.08
         90         3921           37         893          727.08
         91           91           36         913          747.28
         92           92           36         871          747.28
         93        10672           38         900          707.95
         94         2672           37         930          727.08
         95         6180           38         778          707.95
         96           96           37         873          727.08
         97        12029           37         951          727.08
         98        11877           38         803          707.95
         99         4804           36         952          747.28
        100          627           38         818          707.95
        101         8340           36         936          747.28
        102        10417           38         780          707.95
        103          103           37         898          727.08
        104         1001           38         838          707.95
        105          105           37         871          727.08
        106          642           38         776          707.95
        107         9688           38         788          707.95
        108          108           37         874          727.08
        109         3348           37         915          727.08
        110          733           37         969          727.08
        111         6443           37         964          727.08
        112          112           37         885          727.08
        113        13226           37         968          727.08
        114        10575           37         950          727.08
        115        13593           36         965          747.28
        116          116           37         923          727.08
        117         7663           37         951          727.08
        118          118           36         899          747.28
        119        10260           37         970          727.08
        120          626           38         784          707.95
        121         9823           38         817          707.95
        122         2931           38         778          707.95
        123        12890           37         865          727.08
        124        12786           39         775          689.79
        125          125           37         856          727.08
        126          592           36         962          747.28
        127          526           37         793          727.08
        128          128           36         891          747.28
        129         4103           38         778          707.95
        130          689           37         934          727.08
        131          131           36         838          747.28
        132        11669           37         906          727.08
        133          607           37         864          727.08
        134         2046           38         814          707.95
        135        12134           37         939          727.08
        136          136           37         893          727.08
        137         3842           37         793          727.08
        138        11225           38         793          707.95
        139         1815           38         775          707.95
        140          506           38         795          707.95
        141        11305           36         943          747.28
        142          657           37         963          727.08
        143         8131           37         921          727.08
        144          144           37         858          727.08
        145          145           37         910          727.08
        146         3189           37         968          727.08
        147        11771           38         781          707.95
        148          148           37         877          727.08
        149          149           36         903          747.28
        150         5871           37         953          727.08
        151         5763           38         830          707.95
        152         6599           36         903          747.28
        153        12943           38         776          707.95
        154         3505           38         784          707.95
        155          535           37         934          727.08
        156        13747           37         938          727.08
        157         7012           37         813          727.08
        158        11044           37         970          727.08
        159          159           36         926          747.28
        160          160           37         877          727.08
        161         3322           38         803          707.95
        162        12967           37         940          727.08
        163        13514           36         964          747.28
        164          609           39         919          689.79
        165         2491           36         947          747.28
        166          166           36         909          747.28
        167         1450           38         773          707.95
        168          168           37         836          727.08
        169        10706           38         828          707.95
        170          170           37         913          727.08
        171         2438           38         772          707.95
        172        11382           36         924          747.28
        173        10837           37         953          727.08
        174         7842           37         907          727.08
        175        10915           37         939          727.08
        176         9639           38         795          707.95
        177        12579           38         765          707.95
        178         9713           38         810          707.95
        179          179           37         926          727.08
        180        11978           36         920          747.28
        181        11071           36         966          747.28
        182         1789           38         813          707.95
        183         4415           37         788          727.08
        184         8962           39         782          689.79
        185          738           37         969          727.08
        186          731           37         962          727.08
        187          701           36         953          747.28
        188          188           37         882          727.08
        189         7456           37         961          727.08
        190        12318           37         928          727.08
        191        12266           37         903          727.08
        192         7379           37         818          727.08
        193          193           37         925          727.08
        194         7064           38         786          707.95
        195          617           38         837          707.95
        196          196           37         875          727.08
        197        13619           36         955          747.28
        198        12994           38         781          707.95
        199          742           37         953          727.08
        200          200           37         851          727.08
        201          688           37         961          727.08
        202        13461           37         951          727.08
        203         3890           37         953          727.08
        204        10783           38         761          707.95
        205        12447           36         932          747.28
        206          206           36         875          747.28
        207         4673           37         912          727.08
        208        10887           37         966          727.08
        209         7197           37         951          727.08
        210        10186           36         969          747.28
        211         6858           38         764          707.95
        212        10941           37         942          727.08
        213          213           37         865          727.08
        214         8312           38         765          707.95
        215         9376           37         891          727.08
        216        12214           36         955          747.28
        217        10286           37         934          727.08
        218         2179           37         887          727.08
        219        11928           38         764          707.95
        220         9848           37         888          727.08
        221         4204           36         965          747.28
        222        11250           37         797          727.08
        223        11017           37         825          727.08
        224        11408           37         916          727.08
        225          225           37         929          727.08
        226          713           39         771          689.79
        227        12423           36         927          747.28
        228         4272           37         965          727.08
        229          229           37         889          727.08
        230        11799           38         785          707.95
        231         8573           37         966          727.08
        232          619           37         857          727.08
        233        12602           36         892          747.28
        234         1289           37         930          727.08
        235         9303           36         945          747.28
        236          529           36         939          747.28
        237          237           36         850          747.28
        238          238           36         845          747.28
        239        10623           36         963          747.28
        240         5192           36         888          747.28
        241         6910           38         831          707.95
        242         8933           37         949          727.08
        243         7405           37         947          727.08
        244          589           36         969          747.28
        245         7507           37         941          727.08
        246         4051           36         927          747.28
        247         6039           38         945          707.95
        248        11149           37         845          727.08
        249        13358           36         963          747.28
        250         7353           36         969          747.28
        251         6328           36         944          747.28
        252         3996           37         968          727.08
        253         8754           36         904          747.28
        254          624           37         965          727.08
        255          255           37         898          727.08
        256         6546           37         929          727.08
        257          639           37         906          727.08
        258          714           37         892          727.08
        259         3683           36         920          747.28
        260         3557           36         930          747.28
        261        10471           38         772          707.95
        262         3089           36         954          747.28
        263          263           36         891          747.28
        264         9145           37         941          727.08
        265         3710           37         930          727.08
        266         4909           37         943          727.08
        267        13670           37         941          727.08
        268          604           37         905          727.08
        269          579           36         952          747.28
        270         5611           38         829          707.95
        271          271           37         894          727.08
        272          272           36         919          747.28
        273          638           38         787          707.95
        274         9925           38         954          707.95
        275          620           37         818          727.08
        276         3427           36         927          747.28
        277          277           37         873          727.08
        278        13489           37         933          727.08
        279         6568           36         954          747.28
        280          280           36         907          747.28
        281          281           37         833          727.08
        282          282           36         886          747.28
        283        10652           37         950          727.08
        284        11555           36         923          747.28
        285          285           37         883          727.08
        286        13122           37         947          727.08
        287         2125           38         784          707.95
        288         9791           37         912          727.08
        289         3813           37         921          727.08
        290         1243           37         930          727.08
        291        12630           36         965          747.28
        292         7170           38         789          707.95
        293          552           38         797          707.95
        294        12085           36         966          747.28
        295         1267           36         958          747.28
        296          296           37         861          727.08
        297        10082           38         799          707.95
        298          298           37         888          727.08
        299        10390           38         826          707.95
        300        12916           36         958          747.28
        301        12059           36         936          747.28
        302         8809           38         803          707.95
        303        12344           36         944          747.28
        304         7951           36         957          747.28
        305        10733           38         798          707.95
        306          306           37         857          727.08
        307          307           37         888          727.08
        308        12470           37         888          727.08
        309         4492           38         790          707.95
        310        13016           37         911          727.08
        311         8991           37         931          727.08
        312         3657           38         839          707.95
        313          745           37         879          727.08
        314         1971           36         968          747.28
        315         9353           37         963          727.08
        316        13072           36         925          747.28
        317        12730           38         809          707.95
        318         7740           37         967          727.08
        319          319           37         938          727.08
        320        11695           37         949          727.08
        321          503           38         788          707.95
        322         5559           39         906          689.79
        323        12237           37         926          727.08
        324        13539           37         880          727.08
        325         1839           38         768          707.95
        326         8158           38         797          707.95
        327         7088           38         766          707.95
        328        10341           36         890          747.28
        329         4076           37         961          727.08
        330          330           36         922          747.28
        331         7870           36         967          747.28
        332          613           37         949          727.08
        333        11356           36         962          747.28
        334          702           37         896          727.08
        335          335           37         903          727.08
        336        13202           36         959          747.28
        337        11537           38         798          707.95
        338          338           36         859          747.28
        339         7639           37         970          727.08
        340         6313           39         770          689.79
        341          341           36         877          747.28
        342        11091           37         913          727.08
        343         7806           37         872          727.08
        344          683           37         929          727.08
        345         2309           37         924          727.08
        346          346           37         891          727.08
        347          347           37         852          727.08
        348          542           37         938          727.08
        349        12552           37         968          727.08
        350        13177           37         954          727.08
        351          517           37         947          727.08
        352         5062           38         783          707.95
        353          353           36         882          747.28
        354        13563           38         824          707.95
        355         8729           38         847          707.95
        356        12397           39         771          689.79
        357          357           37         881          727.08
