Solution ID,f[1] (B),f[2] (W),f[3] (s)
24577,59.0,29.633988615,8906.39228845
24578,58.0,30.8236497907,8906.39228845
24582,44.0,33.4545484426,9343.27713261
24585,45.0,33.2240912392,9302.70612054
18345,42.0,36.2539109923,9423.91460283
22550,67.0,18.6708424493,9133.76664245
24551,42.0,41.1286401156,9343.91162289
24142,45.0,35.6111724073,9269.14454973
20513,48.0,29.6831748728,9567.32345619
20534,46.0,40.154919494,9096.6931507
20538,44.0,42.3446148969,9096.6931507
20541,60.0,22.9905632254,9402.16525371
20555,55.0,26.9321219811,9088.82239309
20558,56.0,25.8831230672,9088.82239309
22610,42.0,42.9897419652,9247.26513319
11961,59.0,26.8796072608,8915.32030685
18521,46.0,30.6865516389,9567.32345619
20596,47.0,30.0336462849,9567.32345619
18556,57.0,24.8517580635,9098.22741373
18590,43.0,40.0834066131,9163.55352075
20639,49.0,32.3459929899,9105.64133496
18598,48.0,32.0753705173,9167.07142006
18611,61.0,21.7574956598,9534.46286797
10094,62.0,23.0835646261,9011.14532296
14710,45.0,34.268449772,9300.97233624
24497,51.0,30.6023304692,9309.86271064
20750,57.0,28.8666051628,8936.76293764
18705,43.0,31.6872285048,9498.73380879
22817,48.0,33.4890773595,9097.74269608
20913,61.0,23.0920847449,8829.1771029
9971,49.0,31.695639711,9315.82026151
12765,51.0,31.274712847,9126.35744007
14841,61.0,22.7655366913,9179.44108134
23068,65.0,19.7540269963,9036.01480913
11911,43.0,37.6166474597,9196.29810859
24504,59.0,23.4105407738,9238.00148576
10909,63.0,22.4392116977,8834.19734941
10924,60.0,23.6567334436,9057.78977552
23482,54.0,28.6507899325,8975.36711633
10928,58.0,25.4997096471,8942.99000239
10934,51.0,33.9981743021,8967.39160408
21622,46.0,33.5477587841,9263.80720951
22997,43.0,33.562805624,9406.62292068
21268,62.0,23.2553080791,8756.53060987
21637,65.0,20.0756278365,8949.65639201
18575,54.0,30.7346590528,8914.39080389
19348,43.0,35.2517530698,9331.00274109
23458,66.0,18.0663165739,9543.67861635
23459,67.0,18.0199203797,9543.67861635
17564,46.0,37.0618874436,9111.76037696
23466,64.0,20.4255790029,8963.17236659
23470,63.0,21.04110963,9151.12569238
23478,62.0,21.2942650193,9205.5400114
23480,55.0,28.0052971854,8975.36711633
23519,57.0,23.980756545,9325.94404645
23521,56.0,24.6506038504,9325.94404645
23550,42.0,43.1563591181,9246.42965211
23567,45.0,31.0549158124,9567.32345619
23576,44.0,34.1843663631,9338.70333297
11294,42.0,45.2107145944,9234.30788417
23589,66.0,19.1595276884,9129.99282938
23595,67.0,18.7510679997,9129.99282938
24586,45.0,32.7113278944,9343.27713261
21557,48.0,37.4663839084,8992.59120198
21568,55.0,28.1065929865,8938.62839115
19528,67.0,20.1099169164,8939.78411544
21578,60.0,24.3991564132,8893.06463449
19547,46.0,30.6865516389,9567.32345619
19553,47.0,31.2950517648,9478.95791131
17509,42.0,48.4524475097,9097.54746728
19559,57.0,25.9406123071,9063.85675971
24520,63.0,20.9750144703,9205.5400114
19575,50.0,40.3621702358,8952.10430609
21639,64.0,20.6271722544,8949.65639201
23706,43.0,35.9517500403,9255.66747619
11420,47.0,46.1364510606,9054.6134638
19619,47.0,33.3986910553,9161.29073615
15585,64.0,21.6608507627,8775.39651451
17635,42.0,41.1981894574,9334.78573848
17648,59.0,24.9755435215,8936.59529465
22554,67.0,18.5956651311,9217.95039901
15686,43.0,40.0834066131,9163.55352075
21850,42.0,42.2036258878,9326.59703709
23539,59.0,24.2477674132,9006.65438527
23927,63.0,22.1238927166,8902.2859722
24464,69.0,19.4439459423,8939.78411544
24461,68.0,19.6473946959,8939.78411544
13713,58.0,28.9569129933,8929.00041718
22425,43.0,33.1807875223,9477.35107058
23977,52.0,28.9368276654,9028.77237944
13751,60.0,24.1224709612,9040.50852521
23577,68.0,18.35996463,9133.76664245
23460,65.0,20.0010087446,8963.17236659
11746,47.0,44.3056711275,9060.70875916
24486,53.0,28.3910118948,9028.77237944
23920,42.0,46.656062107,9156.90767228
22111,43.0,40.5339548465,9150.27259122
24561,44.0,32.4940986996,9358.33352175
11891,63.0,21.2536543492,8960.14816204
24191,52.0,33.2663262339,9003.13669225
24198,64.0,20.1062257055,8976.14787447
15668,66.0,20.052845498,8949.65639201
24383,43.0,33.4305781905,9433.65132313
16192,44.0,37.1766856177,9208.27703737
11892,63.0,21.8379508055,8949.65639201
20331,44.0,40.4772848103,9152.40578985
24471,55.0,30.1438167699,8914.39080389
24496,51.0,30.4813880444,9315.82026151
24507,57.0,26.2212280893,8938.62839115
17061,64.0,20.7584228135,8851.45169708
22507,43.0,46.624025271,9097.54746728
24559,45.0,31.8095283735,9358.33352175
22526,58.0,27.7258194314,8932.16918602
