Solution ID,f[1],f[2],f[3]
7,70.0,404.0,387.385714286
19,70.0,404.0,387.385714286
57,71.0,404.0,381.929577465
68,71.0,404.0,381.929577465
113,71.0,404.0,381.929577465
127,74.0,401.0,366.445945946
137,70.0,404.0,387.385714286
201,70.0,404.0,387.385714286
210,73.0,402.0,371.465753425
227,71.0,404.0,381.929577465
265,70.0,404.0,387.385714286
372,70.0,404.0,387.385714286
395,71.0,404.0,381.929577465
1008,71.0,404.0,381.929577465
1653,82.0,403.0,330.695121951
1761,82.0,403.0,330.695121951
1798,72.0,403.0,376.625
2272,72.0,403.0,376.625
2790,83.0,403.0,326.710843373
3370,82.0,403.0,330.695121951
3744,71.0,404.0,381.929577465
3778,83.0,403.0,326.710843373
3820,77.0,396.0,352.168831169
3866,83.0,403.0,326.710843373
4555,82.0,403.0,330.695121951
4763,83.0,403.0,326.710843373
5437,81.0,402.0,334.777777778
5739,84.0,403.0,322.821428571
6029,72.0,403.0,376.625
6347,78.0,398.0,347.653846154
6540,84.0,403.0,322.821428571
7036,83.0,403.0,326.710843373
7304,72.0,403.0,376.625
7505,85.0,403.0,319.023529412
7938,82.0,403.0,330.695121951
8241,72.0,403.0,376.625
8669,72.0,403.0,376.625
8974,78.0,398.0,347.653846154
9028,72.0,403.0,376.625
9705,82.0,403.0,330.695121951
9749,72.0,403.0,376.625
9820,80.0,399.0,338.9625
13292,76.0,397.0,356.802631579
13424,71.0,404.0,381.929577465
15288,75.0,399.0,361.56
16153,71.0,404.0,381.929577465
20387,81.0,402.0,334.777777778
21176,79.0,394.0,343.253164557
23713,71.0,404.0,381.929577465
25095,71.0,404.0,381.929577465
