                          2016-08-02 10:43:20.057708
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment13/SBSBPP500_run13.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           71         404          381.93
          1            1           76         404          356.80
          2            2           76         404          356.80
          3            3           75         404          361.56
          4            4           76         404          356.80
          5            5           72         404          376.62
          6            6           71         404          381.93
          7            7           70         404          387.39
          8            8           71         404          381.93
          9            9           76         404          356.80
         10           10           74         404          366.45
         11           11           72         404          376.62
         12           12           72         404          376.62
         13           13           75         404          361.56
         14           14           74         402          366.45
         15           15           79         403          343.25
         16           16           75         404          361.56
         17           17           71         404          381.93
         18           18           73         404          371.47
         19           19           70         404          387.39
         20           20           73         404          371.47
         21           21           75         403          361.56
         22           22           76         404          356.80
         23           23           75         403          361.56
         24           24           76         404          356.80
         25           25           71         404          381.93
         26           26           72         404          376.62
         27           27           71         404          381.93
         28           28           70         404          387.39
         29           29           72         404          376.62
         30           30           71         404          381.93
         31           31           71         404          381.93
         32           32           71         404          381.93
         33           33           72         404          376.62
         34           34           75         403          361.56
         35           35           75         403          361.56
         36           36           79         403          343.25
         37           37           75         404          361.56
         38           38           79         403          343.25
         39           39           71         404          381.93
         40           40           71         404          381.93
         41           41           74         404          366.45
         42           42           73         404          371.47
         43           43           76         404          356.80
         44           44           70         404          387.39
         45           45           79         403          343.25
         46           46           75         403          361.56
         47           47           72         404          376.62
         48           48           71         404          381.93
         49           49           71         404          381.93
         50           50           72         404          376.62
         51           51           71         404          381.93
         52           52           75         403          361.56
         53           53           75         403          361.56
         54           54           71         404          381.93
         55           55           71         404          381.93
         56           56           71         404          381.93
         57           57           71         404          381.93
         58           58           76         404          356.80
         59           59           72         404          376.62
         60           60           74         403          366.45
         61           61           79         403          343.25
         62           62           71         404          381.93
         63           63           75         403          361.56
         64           64           71         404          381.93
         65           65           79         403          343.25
         66           66           71         404          381.93
         67           67           71         404          381.93
         68           68           71         404          381.93
         69           69           74         404          366.45
         70           70           72         404          376.62
         71           71           75         403          361.56
         72           72           74         404          366.45
         73           73           74         404          366.45
         74           74           74         404          366.45
         75           75           71         404          381.93
         76           76           73         404          371.47
         77           77           75         404          361.56
         78           78           72         404          376.62
         79           79           70         404          387.39
         80           80           75         403          361.56
         81           81           79         403          343.25
         82           82           79         403          343.25
         83           83           76         404          356.80
         84           84           72         404          376.62
         85           85           75         404          361.56
         86           86           74         403          366.45
         87           87           71         404          381.93
         88           88           71         404          381.93
         89           89           75         403          361.56
         90           90           71         404          381.93
         91           91           75         402          361.56
         92           92           74         402          366.45
         93           93           73         404          371.47
         94           94           78         404          347.65
         95           95           72         404          376.62
         96           96           75         403          361.56
         97           97           74         404          366.45
         98           98           71         404          381.93
         99           99           71         404          381.93
        100          100           71         404          381.93
        101          101           71         404          381.93
        102          102           72         404          376.62
        103          103           75         403          361.56
        104          104           75         402          361.56
        105          105           74         404          366.45
        106          106           74         403          366.45
        107          107           79         403          343.25
        108          108           74         404          366.45
        109          109           75         403          361.56
        110          110           72         404          376.62
        111          111           72         404          376.62
        112          112           71         404          381.93
        113          113           71         404          381.93
        114          114           71         404          381.93
        115          115           74         403          366.45
        116          116           70         404          387.39
        117          117           71         404          381.93
        118          118           72         404          376.62
        119          119           70         404          387.39
        120          120           71         404          381.93
        121          121           74         403          366.45
        122          122           79         403          343.25
        123          123           71         404          381.93
        124          124           71         404          381.93
        125          125           71         404          381.93
        126          126           76         404          356.80
        127          127           74         401          366.45
        128          128           74         403          366.45
        129          129           79         403          343.25
        130          130           75         403          361.56
        131          131           73         404          371.47
        132          132           79         403          343.25
        133          133           75         404          361.56
        134          134           75         402          361.56
        135          135           72         404          376.62
        136          136           75         404          361.56
        137          137           70         404          387.39
        138          138           72         404          376.62
        139          139           72         404          376.62
        140          140           72         404          376.62
        141          141           72         404          376.62
        142          142           71         404          381.93
        143          143           76         404          356.80
        144          144           71         404          381.93
        145          145           71         404          381.93
        146          146           72         404          376.62
        147          147           79         403          343.25
        148          148           79         403          343.25
        149          149           75         404          361.56
        150          150           70         404          387.39
        151          151           71         404          381.93
        152          152           77         404          352.17
        153          153           71         404          381.93
        154          154           75         404          361.56
        155          155           79         403          343.25
        156          156           75         404          361.56
        157          157           71         404          381.93
        158          158           72         404          376.62
        159          159           71         404          381.93
        160          160           79         403          343.25
        161          161           73         404          371.47
        162          162           80         404          338.96
        163          163           72         404          376.62
        164          164           74         404          366.45
        165          165           79         403          343.25
        166          166           76         404          356.80
        167          167           75         402          361.56
        168          168           71         404          381.93
        169          169           71         404          381.93
        170          170           74         403          366.45
        171          171           75         403          361.56
        172          172           71         404          381.93
        173          173           75         403          361.56
        174          174           71         404          381.93
        175          175           75         404          361.56
        176          176           76         404          356.80
        177          177           75         403          361.56
        178          178           72         404          376.62
        179          179           75         402          361.56
        180          180           73         404          371.47
        181          181           70         404          387.39
        182          182           76         404          356.80
