Solution ID,f[1],f[2],f[3]
20480,72.0,440.0,396.208333333
21506,106.0,310.0,269.122641509
21552,53.0,559.0,538.245283019
21569,55.0,550.0,518.672727273
22614,95.0,333.0,300.284210526
22615,94.0,333.0,303.478723404
21592,81.0,383.0,352.185185185
24933,118.0,283.0,241.754237288
24934,119.0,282.0,239.722689076
20587,67.0,454.0,425.776119403
14447,57.0,522.0,500.473684211
22653,79.0,383.0,361.101265823
20608,88.0,370.0,324.170454545
24939,171.0,266.0,166.824561404
23922,46.0,640.0,620.152173913
22749,159.0,266.0,179.41509434
25119,74.0,423.0,385.5
15581,42.0,702.0,679.214285714
22751,160.0,265.0,178.29375
22752,161.0,264.0,177.186335404
22753,162.0,264.0,176.092592593
22754,163.0,264.0,175.012269939
21740,107.0,310.0,266.607476636
23791,135.0,270.0,211.311111111
24106,113.0,294.0,252.451327434
22786,61.0,484.0,467.655737705
22787,60.0,489.0,475.45
22788,59.0,509.0,483.508474576
22789,58.0,512.0,491.844827586
23814,80.0,383.0,356.5875
22796,64.0,469.0,445.734375
22798,66.0,467.0,432.227272727
22806,75.0,423.0,380.36
23832,101.0,326.0,282.445544554
15642,90.0,347.0,316.966666667
23835,108.0,309.0,264.138888889
23840,85.0,374.0,335.611764706
23841,84.0,374.0,339.607142857
23942,82.0,382.0,347.890243902
15662,107.0,310.0,266.607476636
22834,109.0,305.0,261.71559633
22711,78.0,385.0,365.730769231
22870,155.0,266.0,184.04516129
23896,115.0,288.0,248.060869565
24931,117.0,283.0,243.820512821
24932,117.0,283.0,243.820512821
10598,89.0,354.0,320.528089888
24935,120.0,282.0,237.725
24936,170.0,268.0,167.805882353
22889,164.0,282.0,173.945121951
24978,68.0,447.0,419.514705882
24942,172.0,264.0,165.854651163
24948,124.0,280.0,230.056451613
15737,77.0,404.0,370.480519481
23933,71.0,440.0,401.788732394
23934,71.0,440.0,401.788732394
24962,105.0,315.0,271.685714286
24963,104.0,315.0,274.298076923
24976,65.0,465.0,438.876923077
22929,45.0,651.0,633.933333333
22930,44.0,677.0,648.340909091
23790,134.0,271.0,212.888059701
23960,88.0,370.0,324.170454545
22768,41.0,721.0,695.780487805
13211,54.0,553.0,528.277777778
15789,40.0,733.0,713.175
25019,99.0,326.0,288.151515152
24002,93.0,335.0,306.741935484
24011,103.0,327.0,276.961165049
25040,112.0,295.0,254.705357143
24022,114.0,292.0,250.236842105
24036,116.0,284.0,245.922413793
24045,123.0,280.0,231.926829268
24046,122.0,280.0,233.827868852
25072,129.0,272.0,221.139534884
25073,128.0,272.0,222.8671875
25074,127.0,272.0,224.622047244
25087,130.0,272.0,219.438461538
23920,165.0,282.0,172.890909091
25108,52.0,571.0,548.596153846
25109,70.0,440.0,407.528571429
25110,69.0,440.0,413.434782609
11799,39.0,788.0,731.461538462
24090,153.0,267.0,186.450980392
24096,147.0,267.0,194.06122449
24099,144.0,267.0,198.104166667
24100,166.0,277.0,171.84939759
24105,113.0,294.0,252.451327434
25131,86.0,372.0,331.709302326
25136,87.0,368.0,327.896551724
10802,51.0,583.0,559.352941176
10805,48.0,616.0,594.3125
25144,95.0,333.0,300.284210526
25145,96.0,331.0,297.15625
25148,97.0,329.0,294.092783505
25162,98.0,327.0,291.091836735
25163,98.0,327.0,291.091836735
25165,99.0,326.0,288.151515152
25167,100.0,323.0,285.27
18031,92.0,341.0,310.076086957
12925,56.0,541.0,509.410714286
25214,124.0,280.0,230.056451613
25215,123.0,280.0,231.926829268
25216,122.0,280.0,233.827868852
25226,148.0,267.0,192.75
25228,149.0,263.0,191.456375839
25229,150.0,263.0,190.18
25230,151.0,260.0,188.920529801
25231,152.0,259.0,187.677631579
25232,154.0,267.0,185.24025974
25235,156.0,267.0,182.865384615
18071,47.0,623.0,606.957446809
25242,168.0,276.0,169.803571429
25244,167.0,277.0,170.820359281
23834,108.0,309.0,264.138888889
25264,102.0,326.0,279.676470588
25266,46.0,640.0,620.152173913
12982,63.0,477.0,452.80952381
18106,79.0,383.0,361.101265823
25283,134.0,271.0,212.888059701
25284,135.0,270.0,211.311111111
19144,85.0,374.0,335.611764706
25299,76.0,417.0,375.355263158
22652,80.0,383.0,356.5875
25329,146.0,267.0,195.390410959
25330,145.0,267.0,196.737931034
21459,110.0,296.0,259.336363636
25332,143.0,267.0,199.48951049
25333,142.0,267.0,200.894366197
25334,141.0,267.0,202.319148936
25335,140.0,267.0,203.764285714
25336,139.0,267.0,205.230215827
25337,138.0,267.0,206.717391304
25338,137.0,268.0,208.226277372
3848,38.0,820.0,750.710526316
25354,83.0,379.0,343.698795181
25363,118.0,283.0,241.754237288
25364,120.0,282.0,237.725
25365,121.0,282.0,235.760330579
25366,169.0,275.0,168.798816568
25371,96.0,331.0,297.15625
25373,97.0,329.0,294.092783505
25374,94.0,333.0,303.478723404
25375,136.0,272.0,209.757352941
25376,173.0,274.0,164.895953757
25377,173.0,274.0,164.895953757
25378,75.0,423.0,380.36
25379,76.0,417.0,375.355263158
18213,64.0,469.0,445.734375
19264,50.0,593.0,570.54
19265,49.0,603.0,582.183673469
19266,62.0,484.0,460.112903226
19292,90.0,347.0,316.966666667
24954,82.0,382.0,347.890243902
25064,125.0,280.0,228.216
19314,92.0,341.0,310.076086957
19315,91.0,341.0,313.483516484
25065,126.0,280.0,226.404761905
25237,157.0,267.0,181.700636943
25239,158.0,267.0,180.550632911
23738,39.0,788.0,731.461538462
25245,168.0,276.0,169.803571429
19386,62.0,484.0,460.112903226
21457,112.0,295.0,254.705357143
21458,111.0,296.0,257.0
20435,43.0,689.0,663.418604651
23833,101.0,326.0,282.445544554
25084,133.0,272.0,214.488721805
25085,132.0,272.0,216.113636364
25086,131.0,272.0,217.763358779
20471,81.0,383.0,352.185185185
20479,73.0,440.0,390.780821918
