Solution ID,f[1],f[2],f[3]
123,92.0,367.0,307.380434783
141,99.0,355.0,285.646464646
236,102.0,341.0,277.245098039
412,134.0,276.0,211.037313433
444,85.0,395.0,332.694117647
598,81.0,411.0,349.12345679
653,112.0,312.0,252.491071429
757,98.0,353.0,288.56122449
897,80.0,416.0,353.4875
923,87.0,386.0,325.045977011
982,63.0,516.0,448.873015873
1050,129.0,284.0,219.217054264
1090,90.0,374.0,314.211111111
1149,89.0,378.0,317.741573034
1188,96.0,360.0,294.572916667
1359,127.0,289.0,222.669291339
1475,84.0,396.0,336.654761905
1670,95.0,358.0,297.673684211
2075,61.0,523.0,463.590163934
2262,146.0,262.0,193.691780822
2266,146.0,262.0,193.691780822
2272,169.0,226.0,167.331360947
2409,74.0,452.0,382.148648649
2834,168.0,300.0,168.327380952
2837,171.0,223.0,165.374269006
2979,76.0,441.0,372.092105263
3111,109.0,324.0,259.440366972
3331,101.0,349.0,279.99009901
3513,100.0,345.0,282.79
3968,128.0,286.0,220.9296875
4028,91.0,371.0,310.758241758
4338,62.0,507.0,456.112903226
6937,132.0,278.0,214.234848485
8324,59.0,587.0,479.305084746
9094,158.0,239.0,178.981012658
9956,145.0,322.0,195.027586207
9958,144.0,322.0,196.381944444
10008,135.0,273.0,209.474074074
11112,94.0,362.0,300.840425532
11152,167.0,306.0,169.335329341
11691,138.0,274.0,204.920289855
13058,86.0,390.0,328.825581395
13824,64.0,524.0,441.859375
14417,170.0,288.0,166.347058824
14875,162.0,238.0,174.561728395
15059,143.0,262.0,197.755244755
15587,106.0,329.0,266.783018868
16441,66.0,507.0,428.46969697
16475,93.0,365.0,304.075268817
16508,124.0,318.0,228.056451613
16520,105.0,328.0,269.323809524
16530,97.0,355.0,291.536082474
17147,152.0,326.0,186.046052632
17760,123.0,289.0,229.910569106
17829,141.0,378.0,200.560283688
17844,174.0,274.0,162.522988506
18512,117.0,301.0,241.700854701
19074,108.0,323.0,261.842592593
19180,155.0,299.0,182.44516129
19186,68.0,505.0,415.867647059
19231,118.0,304.0,239.652542373
19259,65.0,506.0,435.061538462
19261,67.0,505.0,422.074626866
19381,131.0,276.0,215.870229008
19931,71.0,486.0,398.295774648
19938,78.0,428.0,362.551282051
19973,172.0,361.0,164.412790698
20100,110.0,316.0,257.081818182
20622,75.0,484.0,377.053333333
20639,119.0,431.0,237.638655462
20646,120.0,434.0,235.658333333
20696,72.0,502.0,392.763888889
20697,73.0,491.0,387.383561644
20708,69.0,499.0,409.84057971
20711,70.0,499.0,403.985714286
20817,107.0,322.0,264.289719626
21361,151.0,365.0,187.278145695
21364,153.0,353.0,184.830065359
21489,150.0,258.0,188.526666667
21769,58.0,602.0,487.568965517
21790,77.0,431.0,367.25974026
22215,104.0,328.0,271.913461538
22744,125.0,285.0,226.232
22864,166.0,345.0,170.355421687
22901,140.0,268.0,201.992857143
23010,116.0,323.0,243.784482759
23075,122.0,292.0,231.795081967
23471,114.0,310.0,248.061403509
23577,79.0,697.0,357.962025316
23670,157.0,309.0,180.121019108
23894,88.0,378.0,321.352272727
24002,61.0,523.0,463.590163934
24028,83.0,401.0,340.710843373
24037,60.0,532.0,471.316666667
24300,154.0,315.0,183.62987013
24304,156.0,305.0,181.275641026
24505,82.0,403.0,344.865853659
24511,173.0,222.0,163.462427746
24517,137.0,268.0,206.416058394
24521,133.0,273.0,212.62406015
24538,130.0,281.0,217.530769231
24539,115.0,308.0,245.904347826
24553,111.0,315.0,254.765765766
24555,139.0,260.0,203.446043165
24557,121.0,298.0,233.710743802
24560,103.0,334.0,274.553398058
