                          2016-07-24 07:22:44.898175
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment12/SBSBPP500_run12.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0        13115           85         327          328.46
          1         9686           86         327          324.64
          2        13715           86         327          324.64
          3          736           87         327          320.91
          4            4           88         327          317.26
          5        12573           87         327          320.91
          6          871           85         327          328.46
          7            7           88         326          317.26
          8         8954           85         327          328.46
          9        13535           86         327          324.64
         10         8489           86         327          324.64
         11         8282           86         327          324.64
         12        11455           85         327          328.46
         13           13           90         325          310.21
         14         8179           89         326          313.70
         15           15           89         326          313.70
         16          860           90         325          310.21
         17        12649           86         327          324.64
         18           18           89         327          313.70
         19           19           88         327          317.26
         20          598           87         327          320.91
         21        11637           91         327          306.80
         22          837           86         327          324.64
         23         9555           87         327          320.91
         24        12339           86         327          324.64
         25         1835           88         327          317.26
         26         4693           86         327          324.64
         27        13637           85         327          328.46
         28          856           86         327          324.64
         29        12391           85         327          328.46
         30          888           91         326          306.80
         31          855           86         327          324.64
         32        12547           85         327          328.46
         33        10982           85         327          328.46
         34          898           85         327          328.46
         35        10700           91         326          306.80
         36          645           86         327          324.64
         37         2846           87         327          320.91
         38         1131           86         327          324.64
         39         4980           87         327          320.91
         40           40           91         326          306.80
         41        13847           90         325          310.21
         42        11501           86         327          324.64
         43          729           85         327          328.46
         44         8023           86         327          324.64
         45         9400           89         327          313.70
         46          703           89         325          313.70
         47           47           89         325          313.70
         48         7058           86         327          324.64
         49          572           87         327          320.91
         50         6487           86         327          324.64
         51         8230           89         327          313.70
         52        12150           89         327          313.70
         53         8253           87         327          320.91
         54          738           85         327          328.46
         55           55           91         327          306.80
         56        12936           86         327          324.64
         57          689           85         327          328.46
         58           58           90         327          310.21
         59         6409           86         327          324.64
         60           60           92         327          303.47
         61        10309           89         327          313.70
         62         6563           87         327          320.91
         63          977           85         327          328.46
         64        13401           90         327          310.21
         65        11085           89         327          313.70
         66           66           90         326          310.21
         67         7501           84         327          332.37
         68         2041           90         327          310.21
         69        10486           85         327          328.46
         70         5163           89         327          313.70
         71        13757           87         327          320.91
         72         1025           87         326          320.91
         73           73           89         326          313.70
         74          748           91         325          306.80
         75        10284           90         327          310.21
         76         1678           84         327          332.37
         77          713           90         326          310.21
         78         3678           86         327          324.64
         79        13448           86         327          324.64
         80         8465           88         327          317.26
         81           81           91         326          306.80
         82        11816           90         327          310.21
         83           83           92         327          303.47
         84         7685           86         327          324.64
         85          608           85         327          328.46
         86        13092           90         327          310.21
         87           87           89         327          313.70
         88        10539           85         327          328.46
         89         5839           85         327          328.46
         90          589           91         325          306.80
         91         2820           87         327          320.91
         92         1419           85         327          328.46
         93         1547           86         327          324.64
         94         9837           91         327          306.80
         95        11061           89         324          313.70
         96         8932           86         327          324.64
         97        13560           86         327          324.64
         98         3861           90         327          310.21
         99         3469           84         327          332.37
        100          100           88         326          317.26
        101          101           87         327          320.91
        102        11429           91         327          306.80
        103          592           90         325          310.21
        104        10123           86         327          324.64
        105          561           85         327          328.46
        106         5753           87         327          320.91
        107          107           92         327          303.47
        108         3733           86         327          324.64
        109         1575           85         327          328.46
        110          110           91         326          306.80
        111         7579           92         327          303.47
        112         4825           86         327          324.64
        113          113           91         327          306.80
        114          647           90         327          310.21
        115          803           86         327          324.64
        116          749           91         325          306.80
        117          117           90         326          310.21
        118         6226           90         327          310.21
        119          864           86         327          324.64
        120         5629           86         327          324.64
        121         7737           85         327          328.46
        122        10723           85         327          328.46
        123         5050           86         327          324.64
        124        12026           85         327          328.46
        125         3207           85         327          328.46
        126         6279           86         327          324.64
        127        13741           90         327          310.21
        128          776           86         327          324.64
        129         5889           88         326          317.26
        130         3550           90         327          310.21
        131         2975           86         327          324.64
        132        13508           91         327          306.80
        133         7112           91         327          306.80
        134         7267           86         327          324.64
        135          135           92         327          303.47
        136        13372           85         327          328.46
        137          137           89         327          313.70
        138         1962           91         327          306.80
        139        11686           91         327          306.80
        140         1159           86         327          324.64
        141         7086           89         325          313.70
        142        12910           85         327          328.46
        143          143           88         327          317.26
        144        11894           86         327          324.64
        145         5085           87         327          320.91
        146         7708           86         327          324.64
        147         4896           85         327          328.46
        148          564           87         327          320.91
        149         8062           85         327          328.46
        150        11481           88         327          317.26
        151          151           90         326          310.21
        152         5211           91         327          306.80
        153         2511           86         327          324.64
        154        12987           87         327          320.91
        155          155           89         326          313.70
        156          559           87         327          320.91
        157          798           88         327          317.26
        158          728           86         327          324.64
        159          663           88         327          317.26
        160          160           88         325          317.26
        161          161           91         324          306.80
        162          842           86         327          324.64
        163          163           90         327          310.21
        164        12521           85         327          328.46
        165          607           93         327          300.20
        166          700           86         327          324.64
        167        13431           86         327          324.64
        168          704           89         325          313.70
        169         1367           86         327          324.64
        170        11948           90         327          310.21
        171         9479           89         327          313.70
        172          172           91         327          306.80
        173        13056           88         327          317.26
        174          788           85         327          328.46
        175        10331           86         327          324.64
        176        10441           89         327          313.70
        177          652           84         327          332.37
        178         7319           90         327          310.21
        179        11974           87         327          320.91
        180        11325           85         327          328.46
        181         8854           85         327          328.46
        182        13872           90         327          310.21
        183         6853           86         327          324.64
        184          644           91         325          306.80
        185          185           91         326          306.80
        186          186           88         327          317.26
        187         9609           89         327          313.70
        188          188           92         326          303.47
        189          791           84         327          332.37
        190        10071           88         327          317.26
        191         9635           86         327          324.64
        192          192           91         326          306.80
        193          193           88         327          317.26
        194          194           90         326          310.21
        195          648           86         327          324.64
        196          723           85         327          328.46
        197         2639           89         327          313.70
        198         9531           86         327          324.64
        199          646           91         323          306.80
        200          882           86         327          324.64
        201          817           86         327          324.64
        202         2872           88         327          317.26
        203         4302           89         326          313.70
        204         4408           85         327          328.46
        205         1627           90         325          310.21
        206          848           85         327          328.46
        207          207           88         327          317.26
        208          586           91         327          306.80
        209          711           85         327          328.46
        210          779           85         327          328.46
        211        12440           87         327          320.91
        212        13326           86         327          324.64
        213         8361           90         327          310.21
        214          876           90         326          310.21
        215          851           92         323          303.47
        216          925           89         326          313.70
        217          739           85         327          328.46
        218          734           85         327          328.46
        219        12411           85         327          328.46
        220          826           86         327          324.64
        221        12754           88         327          317.26
        222          799           85         327          328.46
        223          223           90         327          310.21
        224          224           91         326          306.80
        225        11371           86         327          324.64
        226        13481           89         326          313.70
        227         3239           91         326          306.80
        228          228           89         326          313.70
        229          229           88         325          317.26
        230         9504           84         327          332.37
        231          789           85         327          328.46
        232          773           90         325          310.21
        233          233           90         327          310.21
        234          751           85         327          328.46
        235          705           89         327          313.70
        236          236           90         326          310.21
        237          862           86         327          324.64
        238        13196           86         327          324.64
        239          239           88         327          317.26
        240         7551           85         327          328.46
        241         4747           89         327          313.70
        242          242           89         324          313.70
        243          243           90         327          310.21
        244         5579           86         327          324.64
        245         5864           86         327          324.64
        246        12882           90         327          310.21
        247        10882           85         327          328.46
        248        11349           84         327          332.37
        249        12129           86         327          324.64
        250        12195           91         327          306.80
        251         9265           86         327          324.64
        252         9115           87         327          320.91
        253        11868           86         327          324.64
        254         7417           86         327          324.64
        255        12103           87         327          320.91
        256        10778           85         327          328.46
        257         2745           87         327          320.91
        258        10467           87         327          320.91
        259          793           87         327          320.91
        260         1471           86         327          324.64
        261          261           90         326          310.21
        262        10751           86         327          324.64
        263        13794           89         327          313.70
        264         1596           86         327          324.64
        265          265           88         327          317.26
        266          266           90         326          310.21
        267         3187           86         327          324.64
        268        10233           90         326          310.21
        269          269           89         326          313.70
        270        12053           87         327          320.91
        271        12780           87         327          320.91
        272         4354           86         327          324.64
        273         6981           86         327          324.64
        274         5553           85         327          328.46
        275        13687           85         327          328.46
        276          528           85         327          328.46
        277        13899           89         327          313.70
        278         4123           90         327          310.21
        279        11838           88         326          317.26
        280          716           86         327          324.64
        281         7450           85         327          328.46
        282         9060           91         327          306.80
        283         8387           89         325          313.70
        284         3601           85         327          328.46
        285          285           90         323          310.21
        286         4637           85         327          328.46
        287        11008           85         327          328.46
        288         6176           86         327          324.64
        289        10195           84         327          332.37
        290        13248           90         326          310.21
        291        13295           90         327          310.21
        292         4772           86         327          324.64
        293         7889           88         327          317.26
        294        11037           87         327          320.91
        295        12807           86         327          324.64
        296         5787           85         327          328.46
        297         9790           89         327          313.70
        298        11761           88         327          317.26
        299        12625           86         327          324.64
        300        10051           86         327          324.64
        301          301           91         327          306.80
        302          302           88         326          317.26
        303        11741           89         327          313.70
        304          765           89         327          313.70
        305          305           89         327          313.70
        306         9349           86         327          324.64
        307         7630           86         327          324.64
        308         9894           86         327          324.64
        309          309           88         326          317.26
        310         9947           91         327          306.80
        311          580           90         327          310.21
        312         6349           85         327          328.46
        313          313           90         326          310.21
        314          630           85         327          328.46
        315          577           90         326          310.21
        316         7815           86         327          324.64
        317         2013           87         327          320.91
        318        12365           85         327          328.46
        319          626           87         327          320.91
        320          809           86         327          324.64
        321         1808           90         327          310.21
        322          322           89         326          313.70
        323        12677           90         327          310.21
        324         7475           85         327          328.46
        325         8514           89         325          313.70
        326         9287           85         327          328.46
        327        11792           85         327          328.46
        328        13013           90         327          310.21
        329        13662           85         327          328.46
        330         6953           86         327          324.64
        331        10570           89         327          313.70
        332         6827           90         327          310.21
        333        10829           89         327          313.70
        334         8906           85         327          328.46
        335         9973           85         327          328.46
        336          336           90         327          310.21
        337        12728           90         327          310.21
        338         8811           89         327          313.70
        339          339           88         327          317.26
        340         1496           89         327          313.70
        341         4328           86         327          324.64
        342         5732           90         326          310.21
        343         8333           86         327          324.64
        344          695           84         327          332.37
        345         7294           86         327          324.64
        346        13168           86         327          324.64
        347          347           91         325          306.80
        348         5937           89         327          313.70
        349         9373           88         327          317.26
        350          350           88         327          317.26
        351        11611           89         327          313.70
        352          730           85         327          328.46
        353         7367           89         327          313.70
        354         5656           90         327          310.21
        355          790           88         327          317.26
        356          356           91         326          306.80
        357         4433           86         327          324.64
        358        12962           85         327          328.46
        359         6898           86         327          324.64
        360          360           89         327          313.70
        361          361           89         326          313.70
        362          362           89         326          313.70
        363          828           87         327          320.91
        364         6930           88         327          317.26
        365         9037           90         327          310.21
        366          819           86         327          324.64
        367         8982           90         327          310.21
        368         8776           86         327          324.64
        369         5908           85         327          328.46
        370          370           88         327          317.26
        371         8670           91         327          306.80
        372          661           84         327          332.37
        373        11247           87         327          320.91
        374         9244           85         327          328.46
        375          710           86         327          324.64
        376          376           90         325          310.21
        377         4253           85         327          328.46
        378        11712           85         327          328.46
