                          2016-07-24 04:15:08.000822
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment10/SBSBPP500_run10.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           59         572          479.31
          1         4991           62         583          456.11
          2        11306           62         552          456.11
          3         9875           59         693          479.31
          4         3274           58         798          487.57
          5          567           62         537          456.11
          6            6           58         611          487.57
          7          641           58         775          487.57
          8          543           59         605          479.31
          9            9           59         618          479.31
         10         3507           58         705          487.57
         11        13649           58         751          487.57
         12        12686           59         756          479.31
         13           13           59         590          479.31
         14         2986           58         696          487.57
         15           15           59         597          479.31
         16        12191           58         648          487.57
         17        10295           58         666          487.57
         18         2703           61         581          463.59
         19          593           58         610          487.57
         20         5172           61         525          463.59
         21          531           58         723          487.57
         22           22           58         582          487.57
         23        13409           59         609          479.31
         24           24           58         608          487.57
         25           25           58         601          487.57
         26        12036           58         656          487.57
         27           27           58         634          487.57
         28         7065           59         754          479.31
         29        10733           58         719          487.57
         30         7843           58         665          487.57
         31        10399           58         665          487.57
         32           32           59         618          479.31
         33           33           59         598          479.31
         34        10763           58         781          487.57
         35        12375           62         547          456.11
         36          516           62         541          456.11
         37          581           62         537          456.11
         38         3767           58         679          487.57
         39         6031           61         547          463.59
         40           40           59         602          479.31
         41         7149           58         766          487.57
         42           42           59         643          479.31
         43           43           59         611          479.31
         44        13283           59         706          479.31
         45           45           59         624          479.31
         46         9929           62         548          456.11
         47         7278           58         755          487.57
         48         7824           58         612          487.57
         49        13362           62         610          456.11
         50          608           59         742          479.31
         51          603           58         659          487.57
         52        10346           58         662          487.57
         53         6915           59         626          479.31
         54         6263           58         610          487.57
         55           55           59         603          479.31
         56        12167           59         661          479.31
         57           57           58         594          487.57
         58           58           58         626          487.57
         59          584           58         663          487.57
         60          606           61         599          463.59
         61           61           59         627          479.31
         62         6836           58         663          487.57
         63          503           59         719          479.31
         64           64           59         646          479.31
         65          509           63         519          448.87
         66           66           59         646          479.31
         67        12947           59         754          479.31
         68         4361           58         684          487.57
         69         7303           58         678          487.57
         70         7952           58         663          487.57
         71           71           59         647          479.31
         72          637           61         591          463.59
         73           73           58         631          487.57
         74           74           59         607          479.31
         75         6369           58         772          487.57
         76           76           58         579          487.57
         77           77           58         633          487.57
         78           78           58         632          487.57
         79         8706           58         715          487.57
         80           80           60         604          471.32
         81        12011           59         685          479.31
         82          546           62         541          456.11
         83         2675           59         719          479.31
         84           84           59         621          479.31
         85        12348           59         652          479.31
         86         6731           63         525          448.87
         87           87           59         634          479.31
         88        12916           58         680          487.57
         89         8345           60         552          471.32
         90           90           59         602          479.31
         91        12842           59         673          479.31
         92         5742           59         602          479.31
         93        12452           58         777          487.57
         94        12063           61         587          463.59
         95           95           58         625          487.57
         96         6572           58         614          487.57
         97         3847           59         639          479.31
         98         8734           59         624          479.31
         99        11751           58         649          487.57
        100        12790           58         707          487.57
        101        11667           58         715          487.57
        102          570           58         649          487.57
        103         3476           59         622          479.31
        104         1869           58         676          487.57
        105          105           59         609          479.31
        106         8103           61         534          463.59
        107         1840           63         588          448.87
        108         7640           62         556          456.11
        109         4341           58         641          487.57
        110          110           59         589          479.31
        111        13545           59         625          479.31
        112          112           59         617          479.31
        113          113           59         592          479.31
        114          114           59         612          479.31
        115          115           58         605          487.57
        116         8576           58         797          487.57
        117          117           59         607          479.31
        118        10579           61         618          463.59
        119        11022           58         699          487.57
        120          620           61         529          463.59
        121        10113           58         683          487.57
        122        13466           58         659          487.57
        123        11829           61         550          463.59
        124         8003           58         737          487.57
        125         7617           58         771          487.57
        126          126           59         634          479.31
        127         2311           59         659          479.31
        128          128           58         651          487.57
        129         6212           58         653          487.57
        130          130           58         616          487.57
        131        11516           58         691          487.57
        132          132           58         610          487.57
        133          133           58         640          487.57
        134         3171           59         687          479.31
        135         7589           61         531          463.59
        136          136           59         622          479.31
        137         5613           59         668          479.31
        138        11127           58         680          487.57
        139          139           58         616          487.57
        140        12661           58         687          487.57
        141         6056           61         559          463.59
        142         9229           63         560          448.87
        143         2050           59         681          479.31
        144          144           59         611          479.31
        145        11725           62         519          456.11
        146        13439           58         804          487.57
        147          147           58         633          487.57
        148          148           58         623          487.57
        149         5822           62         547          456.11
        150         5953           58         633          487.57
        151         2858           58         687          487.57
        152          152           59         613          479.31
        153         3795           61         588          463.59
        154          547           59         666          479.31
        155        12995           58         601          487.57
        156          156           59         587          479.31
        157        11205           58         596          487.57
        158        12089           60         563          471.32
        159         3353           61         563          463.59
        160        12972           59         626          479.31
        161          161           58         614          487.57
        162          545           59         579          479.31
        163         4835           59         636          479.31
        164          164           59         587          479.31
        165         8916           59         804          479.31
        166        12709           62         581          456.11
        167         7249           58         731          487.57
        168          168           59         616          479.31
        169          169           59         601          479.31
        170        12323           58         647          487.57
        171          171           59         625          479.31
        172          172           58         609          487.57
        173          173           59         612          479.31
        174         1766           58         601          487.57
        175         7929           58         842          487.57
        176         5197           59         605          479.31
        177        11594           59         653          479.31
        178          178           60         629          471.32
        179          179           59         590          479.31
        180         5770           58         684          487.57
        181        11984           58         685          487.57
        182          182           59         581          479.31
        183        12264           58         710          487.57
        184        13593           61         543          463.59
        185         9982           58         688          487.57
        186        10312           58         661          487.57
        187          187           59         577          479.31
        188          188           59         622          479.31
        189          831           59         660          479.31
        190         6857           58         710          487.57
        191          597           59         623          479.31
        192         9956           58         760          487.57
        193          193           59         622          479.31
        194        11255           61         563          463.59
        195         3945           59         720          479.31
        196        11045           59         673          479.31
        197          197           59         620          479.31
        198         7435           59         708          479.31
        199         8371           59         685          479.31
        200          558           58         741          487.57
        201         2284           59         763          479.31
        202        11179           59         580          479.31
        203         5224           62         548          456.11
        204          515           62         555          456.11
        205        13519           59         623          479.31
        206          206           59         646          479.31
        207         4468           59         776          479.31
        208        13047           58         687          487.57
        209          209           58         661          487.57
        210         5641           61         548          463.59
        211         8239           61         575          463.59
        212         5380           58         643          487.57
        213          213           58         622          487.57
        214          533           62         541          456.11
        215         3872           59         712          479.31
        216         1919           58         661          487.57
        217          217           59         609          479.31
        218         7355           61         581          463.59
        219          511           59         612          479.31
        220          726           58         649          487.57
        221        13129           58         693          487.57
        222        11150           62         565          456.11
