Solution ID,f[1],f[2],f[3]
68,77.0,404.0,352.168831169
88,74.0,399.0,366.445945946
111,72.0,403.0,376.625
118,75.0,399.0,361.56
146,75.0,399.0,361.56
148,75.0,399.0,361.56
178,74.0,399.0,366.445945946
304,75.0,399.0,361.56
452,74.0,399.0,366.445945946
476,75.0,399.0,361.56
481,76.0,399.0,356.802631579
493,73.0,401.0,371.465753425
1176,71.0,404.0,381.929577465
1198,71.0,404.0,381.929577465
1225,71.0,404.0,381.929577465
1359,71.0,404.0,381.929577465
1411,71.0,404.0,381.929577465
1512,71.0,404.0,381.929577465
1796,76.0,399.0,356.802631579
1825,71.0,404.0,381.929577465
1849,71.0,404.0,381.929577465
1983,71.0,404.0,381.929577465
2007,71.0,404.0,381.929577465
2424,71.0,404.0,381.929577465
2450,71.0,404.0,381.929577465
2503,71.0,404.0,381.929577465
2555,71.0,404.0,381.929577465
2654,71.0,404.0,381.929577465
2788,71.0,404.0,381.929577465
2813,71.0,404.0,381.929577465
2970,71.0,404.0,381.929577465
3075,71.0,404.0,381.929577465
3309,71.0,404.0,381.929577465
3646,71.0,404.0,381.929577465
3672,71.0,404.0,381.929577465
3698,71.0,404.0,381.929577465
3802,71.0,404.0,381.929577465
3924,71.0,404.0,381.929577465
4141,71.0,404.0,381.929577465
4271,71.0,404.0,381.929577465
4294,71.0,404.0,381.929577465
4346,71.0,404.0,381.929577465
4418,71.0,404.0,381.929577465
4450,71.0,404.0,381.929577465
4503,70.0,404.0,387.385714286
4556,71.0,404.0,381.929577465
4583,71.0,404.0,381.929577465
4607,71.0,404.0,381.929577465
4787,71.0,404.0,381.929577465
4869,71.0,404.0,381.929577465
4962,71.0,404.0,381.929577465
5050,75.0,399.0,361.56
5067,71.0,404.0,381.929577465
5176,71.0,404.0,381.929577465
5206,71.0,404.0,381.929577465
5233,71.0,404.0,381.929577465
5337,71.0,404.0,381.929577465
5377,71.0,404.0,381.929577465
5415,71.0,404.0,381.929577465
5491,71.0,404.0,381.929577465
5510,71.0,404.0,381.929577465
5596,70.0,404.0,387.385714286
5621,70.0,404.0,387.385714286
5830,71.0,404.0,381.929577465
5849,71.0,404.0,381.929577465
5906,71.0,404.0,381.929577465
5931,71.0,404.0,381.929577465
6010,71.0,404.0,381.929577465
6039,75.0,399.0,361.56
6089,71.0,404.0,381.929577465
6169,71.0,404.0,381.929577465
6234,71.0,404.0,381.929577465
6267,71.0,404.0,381.929577465
6529,71.0,404.0,381.929577465
6559,71.0,404.0,381.929577465
6660,71.0,404.0,381.929577465
6689,71.0,404.0,381.929577465
6736,71.0,404.0,381.929577465
6845,71.0,404.0,381.929577465
6868,71.0,404.0,381.929577465
6915,71.0,404.0,381.929577465
7001,71.0,404.0,381.929577465
7157,71.0,404.0,381.929577465
7313,71.0,404.0,381.929577465
7388,71.0,404.0,381.929577465
7494,71.0,404.0,381.929577465
7644,71.0,404.0,381.929577465
7753,71.0,404.0,381.929577465
7906,71.0,404.0,381.929577465
7961,71.0,404.0,381.929577465
8092,71.0,404.0,381.929577465
8223,71.0,404.0,381.929577465
8248,71.0,404.0,381.929577465
8612,71.0,404.0,381.929577465
8847,72.0,403.0,376.625
8867,71.0,404.0,381.929577465
8898,71.0,404.0,381.929577465
8969,71.0,404.0,381.929577465
9026,71.0,404.0,381.929577465
9053,71.0,404.0,381.929577465
9073,71.0,404.0,381.929577465
9107,71.0,404.0,381.929577465
9159,71.0,404.0,381.929577465
9181,71.0,404.0,381.929577465
9313,71.0,404.0,381.929577465
9338,71.0,404.0,381.929577465
9496,71.0,404.0,381.929577465
9540,71.0,404.0,381.929577465
9627,71.0,404.0,381.929577465
9705,71.0,404.0,381.929577465
9886,71.0,404.0,381.929577465
9991,71.0,404.0,381.929577465
10042,71.0,404.0,381.929577465
10068,71.0,404.0,381.929577465
10146,71.0,404.0,381.929577465
10173,71.0,404.0,381.929577465
10302,71.0,404.0,381.929577465
10483,71.0,404.0,381.929577465
10665,71.0,404.0,381.929577465
10797,71.0,404.0,381.929577465
10900,71.0,404.0,381.929577465
11212,71.0,404.0,381.929577465
11257,71.0,404.0,381.929577465
11419,71.0,404.0,381.929577465
11433,71.0,404.0,381.929577465
11525,71.0,404.0,381.929577465
11701,71.0,404.0,381.929577465
11808,71.0,404.0,381.929577465
11863,71.0,404.0,381.929577465
11882,71.0,404.0,381.929577465
11909,71.0,404.0,381.929577465
11967,71.0,404.0,381.929577465
12034,71.0,404.0,381.929577465
12067,71.0,404.0,381.929577465
12097,71.0,404.0,381.929577465
12201,71.0,404.0,381.929577465
12303,71.0,404.0,381.929577465
12434,71.0,404.0,381.929577465
12485,71.0,404.0,381.929577465
12539,71.0,404.0,381.929577465
12694,71.0,404.0,381.929577465
12840,71.0,404.0,381.929577465
12872,71.0,404.0,381.929577465
12903,71.0,404.0,381.929577465
12954,71.0,404.0,381.929577465
12981,71.0,404.0,381.929577465
13007,71.0,404.0,381.929577465
13028,71.0,404.0,381.929577465
13265,70.0,404.0,387.385714286
13416,71.0,404.0,381.929577465
13605,71.0,404.0,381.929577465
13629,71.0,404.0,381.929577465
13709,72.0,403.0,376.625
13759,71.0,404.0,381.929577465
13917,71.0,404.0,381.929577465
