                          2016-07-24 09:01:00.444010
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment13/SBSBPP500_run13.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0         3309           71         404          381.93
          1        13657           72         404          376.62
          2         9389           72         404          376.62
          3          901           71         404          381.93
          4          755           74         404          366.45
          5          639           74         401          366.45
          6         5779           75         404          361.56
          7        13836           73         404          371.47
          8            8           74         403          366.45
          9        13629           71         404          381.93
         10         4528           72         404          376.62
         11        10198           72         404          376.62
         12         3019           75         404          361.56
         13        11235           72         404          376.62
         14         8792           72         404          376.62
         15         1098           71         404          381.93
         16         4764           75         404          361.56
         17           17           76         402          356.80
         18        11419           71         404          381.93
         19          610           71         404          381.93
         20         6714           74         404          366.45
         21         9540           71         404          381.93
         22         9365           73         404          371.47
         23           23           76         403          356.80
         24        12201           71         404          381.93
         25          978           72         404          376.62
         26        12148           74         404          366.45
         27           27           73         404          371.47
         28         8456           72         404          376.62
         29        13186           74         403          366.45
         30         8192           73         404          371.47
         31         1879           72         404          376.62
         32           32           74         402          366.45
         33           33           74         403          366.45
         34         1083           71         404          381.93
         35         8999           73         404          371.47
         36          538           75         403          361.56
         37          618           71         404          381.93
         38        10874           74         404          366.45
         39         9886           71         404          381.93
         40          916           75         401          361.56
         41          969           74         403          366.45
         42           42           75         403          361.56
         43        13107           75         404          361.56
         44         1042           71         404          381.93
         45         4059           74         404          366.45
         46        10092           73         404          371.47
         47         8951           75         401          361.56
         48         3749           75         401          361.56
         49          976           74         404          366.45
         50        12954           71         404          381.93
         51         7388           71         404          381.93
         52         6785           74         404          366.45
         53        12903           71         404          381.93
         54         7989           74         404          366.45
         55          897           73         404          371.47
         56        10665           71         404          381.93
         57         4370           73         404          371.47
         58         1084           71         404          381.93
         59          784           72         404          376.62
         60         9445           72         404          376.62
         61         7026           72         404          376.62
         62         1089           73         404          371.47
         63         6480           74         404          366.45
         64         5440           74         404          366.45
         65           65           75         404          361.56
         66        12303           71         404          381.93
         67         8379           72         404          376.62
         68         9572           73         404          371.47
         69         7157           71         404          381.93
         70         1068           73         403          371.47
         71        13886           72         404          376.62
         72           72           75         403          361.56
         73        13370           72         404          376.62
         74         1096           71         404          381.93
         75           75           74         402          366.45
         76         1411           71         404          381.93
         77         8430           74         404          366.45
         78         9159           71         404          381.93
         79        13962           72         404          376.62
         80         7922           74         403          366.45
         81         7442           73         404          371.47
         82          696           71         404          381.93
         83          907           71         404          381.93
         84        13494           72         404          376.62
         85        10718           72         404          376.62
         86          833           71         404          381.93
         87           87           76         404          356.80
         88         5127           74         404          366.45
         89         7339           73         404          371.47
         90          500           73         403          371.47
         91        11159           75         403          361.56
         92        11368           74         404          366.45
         93         9133           73         404          371.47
         94        10453           73         404          371.47
         95          582           72         404          376.62
         96         2863           74         404          366.45
         97        14042           72         404          376.62
         98           98           75         401          361.56
         99           99           75         401          361.56
        100          962           72         404          376.62
        101        13007           71         404          381.93
        102          692           71         404          381.93
        103        12824           72         404          376.62
        104         8145           75         403          361.56
        105          105           76         401          356.80
        106          960           72         404          376.62
        107         9776           73         404          371.47
        108          512           71         404          381.93
        109        11836           75         404          361.56
        110          900           71         404          381.93
        111          615           73         403          371.47
        112        12694           71         404          381.93
