                          2016-08-03 15:47:35.782379
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment04/SBSBPP500_run4.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           95         300          290.54
          1            1          100         299          276.01
          2            2          101         300          273.28
          3            3           99         300          278.80
          4            4          100         300          276.01
          5            5           96         300          287.51
          6            6           94         300          293.63
          7            7           94         300          293.63
          8            8           93         300          296.78
          9            9          101         300          273.28
         10           10           99         299          278.80
         11           11           96         300          287.51
         12           12           95         300          290.54
         13           13          101         300          273.28
         14           14          101         300          273.28
         15           15          103         300          267.97
         16           16          102         300          270.60
         17           17           95         300          290.54
         18           18           97         300          284.55
         19           19           94         300          293.63
         20           20           98         300          281.64
         21           21          102         300          270.60
         22           22          101         300          273.28
         23           23          102         300          270.60
         24           24          100         300          276.01
         25           25           96         300          287.51
         26           26           94         300          293.63
         27           27           97         300          284.55
         28           28           94         300          293.63
         29           29           95         300          290.54
         30           30           96         300          287.51
         31           31           94         300          293.63
         32           32           95         300          290.54
         33           33           96         300          287.51
         34           34          102         300          270.60
         35           35           99         299          278.80
         36           36          103         300          267.97
         37           37          101         300          273.28
         38           38          103         300          267.97
         39           39           95         300          290.54
         40           40           94         300          293.63
         41           41           98         300          281.64
         42           42          101         300          273.28
         43           43          101         300          273.28
         44           44           94         300          293.63
         45           45          103         300          267.97
         46           46          102         300          270.60
         47           47           94         300          293.63
         48           48           95         300          290.54
         49           49           96         300          287.51
         50           50           96         300          287.51
         51           51           94         300          293.63
         52           52           99         299          278.80
         53           53          102         300          270.60
         54           54           95         300          290.54
         55           55           96         300          287.51
         56           56           95         300          290.54
         57           57           96         300          287.51
         58           58          101         300          273.28
         59           59           98         300          281.64
         60           60          100         300          276.01
         61           61          103         300          267.97
         62           62           94         300          293.63
         63           63          102         300          270.60
         64           64           93         300          296.78
         65           65          103         300          267.97
         66           66           95         300          290.54
         67           67           94         300          293.63
         68           68           96         300          287.51
         69           69          101         299          273.28
         70           70           97         300          284.55
         71           71          102         300          270.60
         72           72          102         299          270.60
         73           73          100         300          276.01
         74           74          101         300          273.28
         75           75           94         300          293.63
         76           76           96         300          287.51
         77           77           99         300          278.80
         78           78           96         300          287.51
         79           79           94         300          293.63
         80           80          102         300          270.60
         81           81          103         300          267.97
         82           82          103         300          267.97
         83           83          101         300          273.28
         84           84           96         300          287.51
         85           85          101         300          273.28
         86           86          101         300          273.28
         87           87           94         300          293.63
         88           88           95         300          290.54
         89           89          102         300          270.60
         90           90           96         300          287.51
         91           91          101         300          273.28
         92           92           99         299          278.80
         93           93           98         300          281.64
         94           94          102         300          270.60
         95           95           95         300          290.54
         96           96          102         300          270.60
         97           97           95         300          290.54
         98           98           94         300          293.63
         99           99           96         300          287.51
        100          100           94         300          293.63
        101          101           95         300          290.54
        102          102           95         300          290.54
        103          103           99         300          278.80
        104          104          101         300          273.28
        105          105          100         300          276.01
        106          106          100         297          276.01
        107          107          103         300          267.97
        108          108          101         300          273.28
        109          109          102         300          270.60
        110          110           96         300          287.51
        111          111           95         300          290.54
        112          112           94         300          293.63
        113          113           95         300          290.54
        114          114           94         300          293.63
        115          115           98         300          281.64
        116          116           94         300          293.63
        117          117           95         300          290.54
        118          118           97         300          284.55
        119          119           96         300          287.51
        120          120           95         300          290.54
        121          121           98         300          281.64
        122          122          103         300          267.97
        123          123           94         300          293.63
        124          124           93         300          296.78
        125          125           94         300          293.63
        126          126          101         300          273.28
        127          127          101         300          273.28
        128          128           99         300          278.80
        129          129          103         300          267.97
        130          130          102         300          270.60
        131          131           96         300          287.51
        132          132          103         300          267.97
        133          133          102         300          270.60
        134          134          101         300          273.28
        135          135           96         300          287.51
        136          136          100         300          276.01
        137          137           94         300          293.63
        138          138           95         300          290.54
        139          139           98         300          281.64
        140          140           94         300          293.63
        141          141           96         300          287.51
        142          142           95         300          290.54
        143          143          100         300          276.01
        144          144           94         300          293.63
        145          145           95         300          290.54
        146          146           95         300          290.54
        147          147          103         300          267.97
        148          148          103         300          267.97
        149          149           99         300          278.80
        150          150           94         300          293.63
        151          151           96         300          287.51
        152          152          100         300          276.01
        153          153           94         300          293.63
        154          154          101         300          273.28
        155          155          103         300          267.97
        156          156           99         299          278.80
        157          157           95         300          290.54
        158          158           96         300          287.51
        159          159           94         300          293.63
        160          160          103         300          267.97
        161          161           96         300          287.51
        162          162          104         300          265.39
        163          163           96         300          287.51
        164          164          100         300          276.01
        165          165          103         300          267.97
        166          166          100         300          276.01
        167          167          102         300          270.60
        168          168           95         300          290.54
        169          169           93         300          296.78
        170          170          101         299          273.28
        171          171          102         300          270.60
        172          172           95         300          290.54
        173          173          100         300          276.01
        174          174           96         300          287.51
        175          175          102         300          270.60
        176          176          101         300          273.28
        177          177          102         300          270.60
        178          178           97         300          284.55
        179          179          102         300          270.60
        180          180          101         300          273.28
        181          181           94         300          293.63
        182          182          101         300          273.28
        183          183           97         300          284.55
        184          184           95         300          290.54
        185          185          103         300          267.97
        186          186           94         300          293.63
        187          187           94         300          293.63
        188          188          101         300          273.28
        189          189           97         300          284.55
        190          190          101         300          273.28
        191          191          100         300          276.01
        192          192          100         299          276.01
        193          193          102         300          270.60
        194          194           95         300          290.54
        195          195           97         300          284.55
        196          196          102         300          270.60
        197          197          102         300          270.60
        198          198          102         300          270.60
        199          199           94         300          293.63
        200          200           94         300          293.63
        201          201           95         300          290.54
        202          202          100         299          276.01
        203          203           97         300          284.55
        204          204           99         300          278.80
        205          205          101         300          273.28
        206          206           94         300          293.63
        207          207          101         300          273.28
        208          208           93         300          296.78
        209          209           94         300          293.63
        210          210           99         298          278.80
        211          211           93         300          296.78
        212          212          103         300          267.97
        213          213           94         300          293.63
        214          214          105         300          262.87
        215          215           96         300          287.51
        216          216           99         300          278.80
        217          217           96         300          287.51
        218          218           98         300          281.64
        219          219           97         300          284.55
        220          220          100         300          276.01
        221          221          101         300          273.28
        222          222          103         300          267.97
        223          223           94         300          293.63
        224          224           94         300          293.63
        225          225           95         300          290.54
        226          226           95         300          290.54
        227          227           95         300          290.54
        228          228          101         300          273.28
        229          229           98         300          281.64
        230          230           95         300          290.54
        231          231           94         300          293.63
        232          232          100         300          276.01
        233          233           97         300          284.55
        234          234          101         300          273.28
        235          235          100         300          276.01
        236          236          102         300          270.60
        237          237           96         300          287.51
        238          238          101         300          273.28
        239          239          100         299          276.01
        240          240           97         300          284.55
        241          241           99         300          278.80
        242          242           95         300          290.54
        243          243           95         300          290.54
        244          244           96         300          287.51
        245          245          101         300          273.28
        246          246           97         300          284.55
        247          247          100         299          276.01
        248          248          101         300          273.28
        249          249          101         300          273.28
        250          250           94         300          293.63
        251          251           97         300          284.55
        252          252           95         300          290.54
        253          253           93         300          296.78
        254          254           95         300          290.54
        255          255          101         300          273.28
        256          256          100         299          276.01
        257          257           96         300          287.51
        258          258           95         300          290.54
        259          259          101         300          273.28
        260          260          102         300          270.60
        261          261          100         300          276.01
        262          262           94         300          293.63
        263          263          101         300          273.28
        264          264           94         300          293.63
        265          265           95         300          290.54
        266          266          103         300          267.97
        267          267           96         300          287.51
        268          268           99         300          278.80
        269          269          102         300          270.60
        270          270          103         300          267.97
        271          271          101         299          273.28
        272          272           97         300          284.55
        273          273          105         300          262.87
        274          274          102         300          270.60
        275          275          101         300          273.28
        276          276          101         300          273.28
        277          277           98         300          281.64
        278          278          101         300          273.28
        279          279          100         299          276.01
        280          280          101         300          273.28
        281          281           95         300          290.54
        282          282          102         300          270.60
        283          283           99         300          278.80
        284          284           95         300          290.54
        285          285          102         300          270.60
        286          286           96         300          287.51
        287          287           98         300          281.64
        288          288          101         300          273.28
        289          289          103         300          267.97
        290          290           95         300          290.54
        291          291          101         298          273.28
        292          292          101         300          273.28
        293          293          101         300          273.28
        294          294          101         300          273.28
        295          295          101         300          273.28
        296          296           97         300          284.55
        297          297          101         300          273.28
        298          298          103         300          267.97
        299          299           95         300          290.54
        300          300           95         300          290.54
        301          301          102         299          270.60
        302          302          101         300          273.28
        303          303           94         300          293.63
        304          304          101         300          273.28
        305          305           95         300          290.54
        306          306           94         300          293.63
        307          307           94         300          293.63
        308          308           94         300          293.63
        309          309          100         300          276.01
        310          310           94         300          293.63
        311          311           99         300          278.80
        312          312           94         300          293.63
        313          313           96         300          287.51
        314          314          102         300          270.60
        315          315          103         300          267.97
        316          316           97         300          284.55
        317          317           98         300          281.64
        318          318           95         300          290.54
        319          319           95         300          290.54
        320          320          102         300          270.60
        321          321           94         300          293.63
        322          322          100         300          276.01
        323          323           96         300          287.51
        324          324          101         300          273.28
        325          325          102         300          270.60
        326          326          103         300          267.97
        327          327           94         300          293.63
        328          328           96         300          287.51
        329          329          101         300          273.28
        330          330           95         300          290.54
        331          331           94         300          293.63
        332          332           95         300          290.54
        333          333          101         300          273.28
        334          334           95         300          290.54
        335          335          100         300          276.01
        336          336           98         300          281.64
        337          337          101         300          273.28
        338          338           94         300          293.63
        339          339           94         300          293.63
        340          340           93         300          296.78
        341          341          101         300          273.28
        342          342           97         300          284.55
        343          343           97         300          284.55
        344          344           98         300          281.64
        345          345          101         300          273.28
        346          346          100         300          276.01
        347          347          100         300          276.01
        348          348           94         300          293.63
        349          349           95         300          290.54
        350          350           97         300          284.55
        351          351          101         300          273.28
        352          352          101         300          273.28
        353          353           95         300          290.54
        354          354          101         300          273.28
        355          355          101         300          273.28
        356          356          102         300          270.60
        357          357          102         300          270.60
        358          358           96         300          287.51
        359          359          101         300          273.28
        360          360          100         300          276.01
        361          361           95         300          290.54
        362          362          103         300          267.97
        363          363           95         300          290.54
        364          364          100         300          276.01
        365          365           94         300          293.63
        366          366          102         300          270.60
        367          367          100         299          276.01
        368          368           94         300          293.63
        369          369           95         300          290.54
        370          370          101         300          273.28
        371          371          100         300          276.01
        372          372           94         300          293.63
        373          373          103         300          267.97
        374          374           94         300          293.63
        375          375           94         300          293.63
        376          376           99         300          278.80
        377          377          103         300          267.97
        378          378           97         300          284.55
        379          379          100         300          276.01
        380          380          102         300          270.60
        381          381           94         300          293.63
        382          382           94         300          293.63
        383          383           99         300          278.80
        384          384           94         300          293.63
        385          385          103         299          267.97
        386          386          101         300          273.28
        387          387           99         300          278.80
        388          388          101         300          273.28
        389          389          102         300          270.60
        390          390           94         300          293.63
        391          391           96         300          287.51
        392          392          101         300          273.28
        393          393          101         300          273.28
        394          394           95         300          290.54
        395          395           94         300          293.63
        396          396          102         300          270.60
        397          397           93         300          296.78
        398          398           96         300          287.51
        399          399          101         299          273.28
        400          400           95         300          290.54
        401          401           95         300          290.54
        402          402           94         300          293.63
        403          403          103         300          267.97
        404          404          101         300          273.28
        405          405          100         300          276.01
        406          406           96         300          287.51
        407          407          100         300          276.01
        408          408          100         300          276.01
        409          409          100         300          276.01
        410          410           95         300          290.54
        411          411          103         300          267.97
