                          2016-07-24 05:51:42.954752
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment11/SBSBPP500_run11.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0          500           43         674          638.33
          1            1           44         667          623.82
          2         2147           42         674          653.52
          3        11587           42         674          653.52
          4        12236           44         672          623.82
          5         8726           42         674          653.52
          6          845           42         674          653.52
          7        11534           43         674          638.33
          8          528           43         674          638.33
          9            9           45         672          609.96
         10         4980           42         673          653.52
         11         8960           42         674          653.52
         12           12           44         670          623.82
         13          821           42         674          653.52
         14        12730           42         674          653.52
         15         7679           44         672          623.82
         16           16           44         664          623.82
         17         3861           42         674          653.52
         18          506           42         674          653.52
         19        11795           42         674          653.52
         20         2741           43         672          638.33
         21        10651           43         674          638.33
         22           22           44         672          623.82
         23        12185           44         673          623.82
         24         5763           42         674          653.52
         25          513           42         674          653.52
         26           26           44         667          623.82
         27           27           44         667          623.82
         28         5295           44         671          623.82
         29          681           42         674          653.52
         30          802           42         674          653.52
         31         6855           43         674          638.33
         32           32           44         669          623.82
         33           33           44         670          623.82
         34         6742           43         674          638.33
         35        11405           42         674          653.52
         36         2304           42         674          653.52
         37          735           44         674          623.82
         38         6023           43         673          638.33
         39         2643           43         670          638.33
         40          546           42         673          653.52
         41           41           43         670          638.33
         42         7734           42         674          653.52
         43          777           43         674          638.33
         44          629           42         674          653.52
         45          822           42         674          653.52
         46        10181           43         672          638.33
         47        10025           42         674          653.52
         48         3786           43         674          638.33
         49        13043           42         674          653.52
         50          726           42         674          653.52
         51        11842           43         672          638.33
         52          565           42         674          653.52
         53         4643           43         674          638.33
         54          718           45         662          609.96
         55         3890           43         674          638.33
         56           56           44         667          623.82
         57           57           43         669          638.33
         58         9741           42         674          653.52
         59           59           44         672          623.82
         60         2330           43         674          638.33
         61        10831           43         673          638.33
         62         3834           43         672          638.33
         63         7582           43         673          638.33
         64        10978           43         673          638.33
         65           65           44         673          623.82
         66        10622           42         674          653.52
         67         3473           44         669          623.82
         68         8541           44         672          623.82
         69           69           44         669          623.82
         70         8675           42         674          653.52
         71          558           43         674          638.33
         72         1469           43         673          638.33
         73         9454           43         674          638.33
         74          776           42         674          653.52
         75        12392           43         674          638.33
         76           76           43         672          638.33
         77         1363           43         673          638.33
         78           78           43         669          638.33
         79        10959           44         674          623.82
         80        12652           44         674          623.82
         81           81           44         673          623.82
         82         8778           43         674          638.33
         83           83           44         670          623.82
         84          801           43         666          638.33
         85          626           42         674          653.52
         86        11665           43         672          638.33
         87        10807           43         670          638.33
         88           88           43         669          638.33
         89           89           44         669          623.82
         90         2381           42         674          653.52
         91           91           44         657          623.82
         92        10493           42         674          653.52
         93         7323           44         672          623.82
         94        12341           43         674          638.33
         95           95           44         664          623.82
         96        10285           43         674          638.33
         97          768           43         673          638.33
         98        13301           44         673          623.82
         99           99           44         672          623.82
        100        10857           43         674          638.33
        101         9507           42         674          653.52
        102         5164           44         671          623.82
        103        10547           44         673          623.82
        104          104           44         673          623.82
        105        11457           43         671          638.33
        106        12442           43         674          638.33
        107        13716           42         674          653.52
        108        13508           42         674          653.52
        109         7022           44         673          623.82
        110        12886           42         674          653.52
        111          539           42         674          653.52
        112         7401           42         674          653.52
        113        11144           43         671          638.33
        114        12157           43         671          638.33
        115        13329           43         674          638.33
        116         4436           43         669          638.33
        117         4151           42         674          653.52
        118          118           44         670          623.82
        119         3966           42         674          653.52
        120         1182           42         674          653.52
        121        13817           43         673          638.33
        122        12289           42         674          653.52
        123        11067           42         674          653.52
        124        12962           43         674          638.33
        125          784           42         674          653.52
        126        12809           42         673          653.52
        127        13251           43         673          638.33
        128          667           44         671          623.82
        129          659           44         674          623.82
        130         3575           42         674          653.52
        131        10775           43         674          638.33
        132          683           42         674          653.52
        133          807           43         674          638.33
        134          597           42         674          653.52
        135          508           42         674          653.52
        136          655           42         674          653.52
        137          137           44         673          623.82
        138         7712           43         674          638.33
        139         9842           44         667          623.82
        140        13586           43         674          638.33
        141         7271           43         674          638.33
        142          835           44         670          623.82
        143          840           43         672          638.33
        144          515           44         673          623.82
        145          145           44         672          623.82
        146        12991           43         672          638.33
        147          521           43         673          638.33
        148         3239           43         674          638.33
        149          149           43         671          638.33
        150          723           44         673          623.82
        151          151           44         667          623.82
        152          633           45         670          609.96
        153        12263           42         674          653.52
        154        13614           44         672          623.82
        155          549           42         674          653.52
        156         6777           43         670          638.33
        157         8389           42         674          653.52
        158        12211           43         673          638.33
        159        11170           42         674          653.52
        160          160           44         669          623.82
        161         8232           44         674          623.82
        162          849           43         670          638.33
        163        10000           43         674          638.33
        164        11637           43         674          638.33
        165          875           42         674          653.52
        166          548           42         674          653.52
        167          167           44         669          623.82
        168          168           44         670          623.82
        169         9219           44         673          623.82
        170          170           44         668          623.82
        171         6799           44         674          623.82
        172          172           44         670          623.82
        173          173           43         668          638.33
        174         1027           43         673          638.33
        175        10130           43         673          638.33
        176         3631           42         674          653.52
        177         6283           44         671          623.82
        178         8281           43         673          638.33
        179        12028           42         674          653.52
        180         2565           42         674          653.52
        181         8854           42         673          653.52
        182          182           44         669          623.82
        183          183           44         668          623.82
        184         1265           42         674          653.52
        185         9422           43         674          638.33
        186          186           44         671          623.82
        187        13120           42         674          653.52
        188         7089           42         674          653.52
        189         8125           42         674          653.52
        190         8752           43         674          638.33
        191         6829           42         674          653.52
        192          192           44         673          623.82
        193         8490           43         674          638.33
        194          621           44         667          623.82
        195         5502           42         674          653.52
        196        10726           44         672          623.82
        197          197           44         663          623.82
        198          795           42         674          653.52
        199          798           42         673          653.52
        200          200           43         668          638.33
        201        13793           42         674          653.52
        202         3136           42         674          653.52
        203        13742           44         674          623.82
        204          780           43         672          638.33
        205         2927           42         674          653.52
        206        13458           43         670          638.33
        207         4229           44         670          623.82
        208          564           43         674          638.33
        209          209           44         658          623.82
        210        10885           42         674          653.52
        211         4665           42         674          653.52
        212         2591           42         674          653.52
        213        10204           42         674          653.52
        214          519           44         673          623.82
        215          215           44         672          623.82
        216         6379           42         674          653.52
        217         7504           43         674          638.33
        218         9663           44         674          623.82
        219          834           43         674          638.33
        220        10049           44         672          623.82
        221          221           44         669          623.82
        222          978           42         674          653.52
        223          223           44         672          623.82
        224         9320           42         674          653.52
        225        11481           42         674          653.52
        226        11691           44         673          623.82
        227         9064           43         673          638.33
        228          228           43         672          638.33
        229          229           44         668          623.82
        230         6907           42         674          653.52
        231        10936           42         674          653.52
