Solution ID,f[1],f[2],f[3]
187,67.0,465.0,410.880597015
227,154.0,240.0,178.75974026
235,65.0,477.0,423.523076923
244,98.0,348.0,280.908163265
418,73.0,432.0,377.109589041
426,76.0,417.0,362.223684211
429,62.0,502.0,444.016129032
449,84.0,385.0,327.726190476
642,105.0,328.0,262.180952381
695,72.0,435.0,382.347222222
744,78.0,406.0,352.935897436
958,74.0,427.0,372.013513514
1002,75.0,422.0,367.053333333
1021,70.0,445.0,393.271428571
1339,100.0,332.0,275.29
1524,81.0,395.0,339.864197531
1526,82.0,391.0,335.719512195
1589,83.0,389.0,331.674698795
1752,90.0,365.0,305.877777778
1966,111.0,304.0,248.009009009
2047,96.0,345.0,286.760416667
2154,103.0,324.0,267.27184466
2193,91.0,365.0,302.516483516
2221,48.0,674.0,573.520833333
2323,71.0,441.0,387.732394366
2337,68.0,459.0,404.838235294
2437,63.0,505.0,436.968253968
3069,51.0,582.0,539.784313725
3093,106.0,322.0,259.70754717
3190,52.0,588.0,529.403846154
3209,118.0,292.0,233.296610169
4198,128.0,274.0,215.0703125
5103,115.0,302.0,239.382608696
5105,114.0,302.0,241.48245614
5114,101.0,370.0,272.564356436
5122,87.0,369.0,316.425287356
5501,181.0,213.0,152.093922652
8344,50.0,597.0,550.58
8742,153.0,332.0,179.928104575
10627,124.0,297.0,222.008064516
11784,89.0,368.0,309.314606742
12400,61.0,504.0,451.295081967
13237,126.0,373.0,218.484126984
13244,54.0,585.0,509.796296296
15263,125.0,390.0,220.232
15839,146.0,340.0,188.554794521
15864,178.0,335.0,154.657303371
15904,116.0,491.0,237.318965517
16276,93.0,352.0,296.010752688
16531,152.0,311.0,181.111842105
16537,151.0,338.0,182.311258278
16593,92.0,359.0,299.22826087
17200,177.0,320.0,155.531073446
17220,107.0,402.0,257.280373832
17284,176.0,322.0,156.414772727
17762,80.0,399.0,344.1125
17971,121.0,389.0,227.512396694
18025,174.0,322.0,158.212643678
18627,157.0,299.0,175.343949045
18645,156.0,295.0,176.467948718
18674,159.0,283.0,173.13836478
18677,160.0,276.0,172.05625
18854,112.0,305.0,245.794642857
19334,108.0,438.0,254.898148148
19365,102.0,380.0,269.892156863
19396,56.0,579.0,491.589285714
19409,55.0,585.0,500.527272727
19413,57.0,582.0,482.964912281
19557,104.0,330.0,264.701923077
19747,88.0,369.0,312.829545455
19820,49.0,616.0,561.816326531
20114,86.0,378.0,320.104651163
20602,66.0,472.0,417.106060606
20630,130.0,276.0,211.761538462
21174,109.0,310.0,252.559633028
21515,123.0,332.0,223.81300813
21940,64.0,486.0,430.140625
21948,122.0,284.0,225.647540984
22234,110.0,317.0,250.263636364
23852,53.0,595.0,519.41509434
23902,94.0,354.0,292.861702128
24280,77.0,411.0,357.519480519
24286,97.0,343.0,283.804123711
24366,79.0,398.0,348.46835443
24375,85.0,381.0,323.870588235
24399,182.0,244.0,151.258241758
24402,180.0,242.0,152.938888889
24405,179.0,242.0,153.793296089
24418,113.0,376.0,243.619469027
24427,95.0,375.0,289.778947368
24448,99.0,383.0,278.070707071
24470,58.0,586.0,474.637931034
24512,60.0,568.0,458.816666667
24513,59.0,568.0,466.593220339
24540,69.0,454.0,398.971014493
