Solution ID,f[1],f[2],f[3]
241,52.0,640.0,537.634615385
1019,65.0,727.0,430.107692308
1145,65.0,727.0,430.107692308
1353,65.0,727.0,430.107692308
1372,65.0,727.0,430.107692308
1478,65.0,727.0,430.107692308
1621,65.0,727.0,430.107692308
1998,65.0,727.0,430.107692308
2099,65.0,727.0,430.107692308
2445,65.0,727.0,430.107692308
3140,65.0,727.0,430.107692308
4309,65.0,727.0,430.107692308
5364,69.0,727.0,405.173913043
5497,65.0,727.0,430.107692308
5846,70.0,727.0,399.385714286
7305,69.0,727.0,405.173913043
7788,70.0,727.0,399.385714286
8280,71.0,727.0,393.76056338
9736,72.0,727.0,388.291666667
11798,56.0,534.0,499.232142857
13465,64.0,598.0,436.828125
14445,66.0,598.0,423.590909091
15424,68.0,598.0,411.132352941
15904,68.0,598.0,411.132352941
16395,67.0,598.0,417.268656716
16888,67.0,598.0,417.268656716
16946,57.0,528.0,490.473684211
17079,56.0,534.0,499.232142857
17434,58.0,528.0,482.017241379
18522,64.0,598.0,436.828125
19343,54.0,552.0,517.722222222
19381,62.0,528.0,450.919354839
20312,55.0,540.0,508.309090909
20845,61.0,528.0,458.31147541
20859,56.0,534.0,499.232142857
21300,63.0,567.0,443.761904762
21436,59.0,533.0,473.847457627
21926,60.0,533.0,465.95
22282,63.0,567.0,443.761904762
24108,53.0,606.0,527.490566038
