Solution ID,f[1],f[2],f[3]
72,127.0,278.0,219.204724409
115,104.0,326.0,267.682692308
180,225.0,189.0,123.728888889
190,116.0,296.0,239.99137931
693,152.0,243.0,183.151315789
831,254.0,193.0,109.602362205
1107,128.0,277.0,217.4921875
1583,78.0,407.0,356.91025641
1648,124.0,281.0,224.508064516
1683,119.0,291.0,233.941176471
1827,142.0,254.0,196.049295775
2098,147.0,250.0,189.380952381
2351,157.0,237.0,177.318471338
2887,150.0,245.0,185.593333333
2907,118.0,292.0,235.923728814
3372,211.0,239.0,131.938388626
3890,199.0,266.0,139.894472362
3897,112.0,306.0,248.5625
4583,205.0,294.0,135.8
4702,118.0,292.0,235.923728814
4808,145.0,249.0,191.993103448
5035,77.0,420.0,361.545454545
5109,159.0,252.0,175.088050314
5549,151.0,243.0,184.364238411
5638,122.0,285.0,228.18852459
5883,185.0,239.0,150.481081081
5948,141.0,258.0,197.439716312
5979,81.0,396.0,343.691358025
7004,192.0,274.0,144.994791667
7278,146.0,250.0,190.678082192
7304,184.0,213.0,151.298913043
7466,126.0,282.0,220.944444444
7602,233.0,189.0,119.480686695
7620,177.0,254.0,157.282485876
7658,86.0,375.0,323.709302326
7663,89.0,374.0,312.797752809
7664,88.0,374.0,316.352272727
7665,87.0,374.0,319.988505747
7683,126.0,282.0,220.944444444
8216,131.0,272.0,212.511450382
8359,138.0,260.0,201.731884058
8609,99.0,333.0,281.202020202
8857,126.0,282.0,220.944444444
8889,83.0,397.0,335.409638554
9857,120.0,288.0,231.991666667
10145,220.0,223.0,126.540909091
10797,115.0,297.0,242.07826087
10830,107.0,316.0,260.177570093
12575,155.0,239.0,179.606451613
12752,226.0,196.0,123.181415929
12755,224.0,198.0,124.28125
13398,201.0,261.0,138.502487562
13458,178.0,247.0,156.398876404
14138,163.0,320.0,170.791411043
15092,75.0,476.0,371.186666667
15412,130.0,270.0,214.146153846
15474,267.0,174.0,104.265917603
15836,106.0,317.0,262.632075472
16113,201.0,261.0,138.502487562
16122,221.0,196.0,125.968325792
16133,207.0,318.0,134.487922705
16134,208.0,318.0,133.841346154
16246,174.0,266.0,159.994252874
16841,198.0,200.0,140.601010101
16895,202.0,197.0,137.816831683
16896,203.0,194.0,137.137931034
16919,162.0,230.0,171.845679012
17369,210.0,211.0,132.566666667
17562,167.0,217.0,166.700598802
17617,91.0,401.0,305.923076923
18299,234.0,215.0,118.97008547
18301,235.0,209.0,118.463829787
18945,217.0,226.0,128.290322581
18948,218.0,258.0,127.701834862
18961,288.0,164.0,96.6631944444
18978,180.0,250.0,154.661111111
19033,269.0,172.0,103.49070632
19057,92.0,421.0,302.597826087
19095,125.0,283.0,222.712
19187,108.0,311.0,257.768518519
19635,251.0,207.0,110.912350598
20216,156.0,239.0,178.455128205
20375,190.0,232.0,146.521052632
20452,139.0,258.0,200.28057554
20486,123.0,288.0,226.333333333
21093,250.0,200.0,111.356
21381,172.0,219.0,161.854651163
21674,128.0,277.0,217.4921875
21867,171.0,322.0,162.801169591
21873,165.0,274.0,168.721212121
21922,132.0,274.0,210.901515152
21925,133.0,274.0,209.315789474
21949,82.0,391.0,339.5
21963,85.0,384.0,327.517647059
22137,179.0,209.0,155.525139665
22140,84.0,392.0,331.416666667
22331,80.0,400.0,347.9875
22358,73.0,531.0,381.356164384
22476,148.0,243.0,188.101351351
22545,196.0,226.0,142.035714286
22546,197.0,221.0,141.314720812
22561,90.0,386.0,309.322222222
22568,161.0,289.0,172.913043478
22628,222.0,197.0,125.400900901
22639,102.0,371.0,272.931372549
22665,76.0,471.0,366.302631579
22711,143.0,249.0,194.678321678
22712,144.0,247.0,193.326388889
23126,136.0,262.0,204.698529412
23142,154.0,241.0,180.772727273
23218,113.0,301.0,246.362831858
23283,216.0,207.0,128.884259259
23294,270.0,196.0,103.107407407
23317,93.0,428.0,299.344086022
23343,103.0,371.0,270.281553398
23359,95.0,410.0,293.042105263
23501,135.0,263.0,206.214814815
23765,206.0,196.0,135.140776699
23767,117.0,295.0,237.94017094
23769,164.0,226.0,169.75
23772,149.0,242.0,186.838926174
23894,74.0,492.0,376.202702703
24334,160.0,242.0,173.99375
24345,110.0,311.0,253.081818182
24398,109.0,312.0,255.403669725
24410,79.0,399.0,352.392405063
24414,114.0,302.0,244.201754386
24512,121.0,290.0,230.074380165
24584,153.0,235.0,181.954248366
24587,168.0,221.0,165.708333333
24599,195.0,213.0,142.764102564
24603,129.0,269.0,215.80620155
24604,169.0,218.0,164.727810651
24605,105.0,322.0,265.133333333
24606,111.0,309.0,250.801801802
24611,173.0,216.0,160.919075145
24622,229.0,187.0,121.56768559
24624,140.0,249.0,198.85
24634,166.0,226.0,167.704819277
24635,134.0,263.0,207.753731343
24641,137.0,259.0,203.204379562
