                          2016-07-24 19:18:36.757225
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment19/SBSBPP500_run19.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           48         626          609.85
          1          637           47         637          622.83
          2        11515           46         636          636.37
          3        10473           48         637          609.85
          4        10706           47         636          622.83
          5            5           47         634          622.83
          6        11177           47         635          622.83
          7         3971           47         637          622.83
          8        11775           45         637          650.51
          9          555           46         635          636.37
         10           10           48         631          609.85
         11        13231           48         633          609.85
         12        10030           47         637          622.83
         13           13           48         632          609.85
         14         2388           46         637          636.37
         15           15           49         632          597.41
         16         7458           48         633          609.85
         17         3503           45         637          650.51
         18         9980           46         635          636.37
         19           19           47         629          622.83
         20        12396           46         637          636.37
         21         5613           46         637          636.37
         22           22           48         635          609.85
         23           23           48         633          609.85
         24        11021           45         637          650.51
         25          643           48         637          609.85
         26         5249           47         634          622.83
         27           27           47         635          622.83
         28           28           49         634          597.41
         29        13049           46         637          636.37
         30         2332           46         637          636.37
         31          725           48         637          609.85
         32         6001           46         637          636.37
         33         9043           46         635          636.37
         34         6055           47         636          622.83
         35         6705           46         637          636.37
         36        10943           47         637          622.83
         37           37           49         633          597.41
         38           38           48         631          609.85
         39         9251           48         635          609.85
         40           40           48         632          609.85
         41           41           47         633          622.83
         42         8525           47         635          622.83
         43         4594           48         634          609.85
         44          686           45         637          650.51
         45          562           46         635          636.37
         46        13438           47         637          622.83
         47        12009           45         637          650.51
         48        10838           46         637          636.37
         49        11930           46         637          636.37
         50         6287           46         637          636.37
         51           51           48         632          609.85
         52         6806           46         637          636.37
         53        12659           46         637          636.37
         54        11281           48         633          609.85
         55           55           48         633          609.85
         56        12759           48         635          609.85
         57        11827           46         637          636.37
         58        13593           48         635          609.85
         59         5821           45         637          650.51
         60          595           45         637          650.51
         61         3532           46         637          636.37
         62         3476           46         637          636.37
         63         2674           46         637          636.37
         64           64           48         632          609.85
         65        12839           46         637          636.37
         66         7873           46         637          636.37
         67           67           48         630          609.85
         68        10317           48         635          609.85
         69          678           47         636          622.83
         70         9511           47         635          622.83
         71           71           48         632          609.85
         72         6445           47         637          622.83
         73         3183           46         637          636.37
         74        10214           47         636          622.83
         75           75           49         630          597.41
         76         1811           45         637          650.51
         77        11306           48         634          609.85
