                          2016-07-23 13:41:15.019381
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment01/SBSBPP500_run1.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0         9617           41         723          692.10
          1        10239           42         753          675.62
          2            2           40         870          709.40
          3        13255           42         761          675.62
          4          626           41         832          692.10
          5         1811           42         759          675.62
          6         2361           40         922          709.40
          7        10370           42         842          675.62
          8          685           40         807          709.40
          9         5711           40         921          709.40
         10           10           40         815          709.40
         11         9690           40         933          709.40
         12           12           40         876          709.40
         13         4961           41         744          692.10
         14         1970           40         880          709.40
         15          630           41         790          692.10
         16         5431           40         939          709.40
         17         5041           41         767          692.10
         18        10756           41         753          692.10
         19          541           41         726          692.10
         20           20           40         852          709.40
         21          540           40         854          709.40
         22           22           40         822          709.40
         23         9895           40         870          709.40
         24         8343           40         894          709.40
         25        13049           40         899          709.40
         26           26           40         811          709.40
         27           27           40         897          709.40
         28           28           40         829          709.40
         29           29           40         824          709.40
         30         5248           41         736          692.10
         31         4156           40         874          709.40
         32        10891           40         941          709.40
         33          502           42         740          675.62
         34           34           40         826          709.40
         35           35           40         878          709.40
         36           36           40         872          709.40
         37         6623           41         729          692.10
         38         9305           40         929          709.40
         39           39           40         850          709.40
         40        12554           40         860          709.40
         41        10473           40         891          709.40
         42        10808           40         902          709.40
         43          680           40         881          709.40
         44           44           40         869          709.40
         45         8057           40         912          709.40
         46         4024           40         897          709.40
         47        11255           42         785          675.62
         48         3272           40         887          709.40
         49           49           40         854          709.40
         50         9769           40         857          709.40
         51          618           42         722          675.62
         52          684           41         751          692.10
         53           53           40         816          709.40
         54         2074           42         755          675.62
         55           55           40         819          709.40
         56           56           40         865          709.40
         57        13402           40         878          709.40
         58         8207           40         957          709.40
         59        10969           41         755          692.10
         60        12943           41         741          692.10
         61         5639           41         729          692.10
         62         9253           40         896          709.40
         63         3949           40         847          709.40
         64          608           41         922          692.10
         65          517           40         864          709.40
         66         7537           41         728          692.10
         67           67           40         785          709.40
         68        10344           40         948          709.40
         69           69           40         855          709.40
         70           70           40         826          709.40
         71        10917           40         893          709.40
         72          649           41         737          692.10
         73         7064           40         903          709.40
         74        11513           40         921          709.40
         75        10163           40         866          709.40
         76         7641           40         962          709.40
         77         8264           40         901          709.40
         78         8992           40         841          709.40
         79        12762           40         837          709.40
         80         6650           42         800          675.62
         81        10605           40         928          709.40
         82         2746           40         921          709.40
         83           83           40         795          709.40
         84           84           40         817          709.40
         85         9823           42         723          675.62
         86           86           40         840          709.40
         87           87           40         852          709.40
         88         9328           41         810          692.10
         89          631           40         854          709.40
         90        10293           40         896          709.40
         91           91           40         818          709.40
         92         4311           40         857          709.40
         93           93           40         806          709.40
         94        12113           41         732          692.10
         95         6414           41         786          692.10
         96          544           40         875          709.40
         97         5379           40         882          709.40
         98        11487           40         869          709.40
         99         8703           40         908          709.40
        100         3532           40         843          709.40
        101        13304           40         921          709.40
        102         3922           42         743          675.62
        103          103           40         817          709.40
        104        10137           40         922          709.40
        105          105           40         796          709.40
        106          106           40         800          709.40
        107         1375           40         921          709.40
        108         3449           40         931          709.40
        109         4261           40         863          709.40
        110          695           40         916          709.40
        111         9539           42         721          675.62
        112        13199           42         774          675.62
        113         5007           40         948          709.40
        114        10266           40         889          709.40
        115          115           40         851          709.40
        116        10683           40         872          709.40
        117          604           40         953          709.40
        118        12268           40         875          709.40
        119        10992           40         945          709.40
        120          637           40         942          709.40
        121          588           41         778          692.10
        122         8369           40         894          709.40
        123          123           40         833          709.40
        124        10111           41         752          692.10
        125         8576           42         729          675.62
        126        12787           40         843          709.40
        127          549           40         856          709.40
        128         1505           40         807          709.40
        129         3998           40         887          709.40
        130          698           42         726          675.62
        131         2519           40         853          709.40
        132          662           40         897          709.40
        133         1895           41         755          692.10
        134          134           40         864          709.40
        135          135           40         815          709.40
        136        11801           40         890          709.40
        137        11692           40         913          709.40
        138         2778           42         743          675.62
