Solution ID,f[1],f[2],f[3]
148,85.0,404.0,331.717647059
304,67.0,484.0,420.835820896
338,70.0,469.0,402.8
459,144.0,264.0,195.805555556
469,57.0,562.0,494.666666667
555,79.0,422.0,356.911392405
829,75.0,441.0,375.946666667
844,73.0,451.0,386.246575342
942,66.0,490.0,427.212121212
1035,60.0,538.0,469.933333333
1185,61.0,522.0,462.229508197
1310,68.0,481.0,414.647058824
1657,76.0,434.0,371.0
2067,72.0,457.0,391.611111111
2358,64.0,501.0,440.5625
2412,99.0,348.0,284.808080808
2633,62.0,518.0,454.774193548
2646,83.0,408.0,339.710843373
3445,81.0,420.0,348.098765432
3756,60.0,538.0,469.933333333
3962,96.0,361.0,293.708333333
4486,49.0,634.0,575.428571429
6206,113.0,316.0,249.522123894
6473,63.0,510.0,447.555555556
6484,122.0,296.0,231.114754098
6499,106.0,351.0,266.0
6512,93.0,368.0,303.182795699
6514,95.0,368.0,296.8
7219,78.0,425.0,361.487179487
8456,105.0,336.0,268.533333333
8954,50.0,634.0,563.92
9585,123.0,295.0,229.235772358
11535,107.0,399.0,263.514018692
12077,110.0,321.0,256.327272727
12860,86.0,393.0,327.860465116
13415,124.0,438.0,227.387096774
13682,91.0,376.0,309.846153846
13706,47.0,650.0,599.914893617
13718,77.0,432.0,366.181818182
13723,102.0,341.0,276.431372549
14244,82.0,409.0,343.853658537
14326,88.0,389.0,320.409090909
14367,117.0,302.0,240.991452991
14726,92.0,373.0,306.47826087
15380,140.0,342.0,201.4
15385,141.0,326.0,199.971631206
16081,139.0,326.0,202.848920863
16098,74.0,446.0,381.027027027
16743,120.0,380.0,234.966666667
16759,135.0,349.0,208.859259259
16796,118.0,352.0,238.949152542
18088,119.0,379.0,236.941176471
18157,51.0,632.0,552.862745098
18277,58.0,553.0,486.137931034
18918,134.0,323.0,210.417910448
18931,108.0,375.0,261.074074074
18958,104.0,427.0,271.115384615
20264,53.0,628.0,532.0
20293,65.0,501.0,433.784615385
21033,130.0,347.0,216.892307692
21041,56.0,620.0,503.5
21104,71.0,462.0,397.126760563
21177,48.0,642.0,587.416666667
21545,69.0,472.0,408.637681159
21631,114.0,513.0,247.333333333
22186,59.0,540.0,477.898305085
22206,100.0,352.0,281.96
22450,132.0,332.0,213.606060606
22478,131.0,332.0,215.236641221
22526,115.0,451.0,245.182608696
22661,84.0,397.0,335.666666667
23275,87.0,389.0,324.091954023
23641,90.0,379.0,313.288888889
23860,52.0,628.0,542.230769231
23888,126.0,452.0,223.777777778
23891,127.0,449.0,222.015748031
24349,116.0,307.0,243.068965517
24547,89.0,387.0,316.808988764
24562,94.0,374.0,299.957446809
24573,103.0,394.0,273.747572816
24585,101.0,349.0,279.168316832
24595,55.0,624.0,512.654545455
24599,54.0,624.0,522.148148148
24616,80.0,418.0,352.45
24661,109.0,440.0,258.678899083
24664,111.0,430.0,254.018018018
