Solution ID,f[1],f[2],f[3]
22537,107.0,327.0,260.392523364
22538,106.0,327.0,262.849056604
12303,54.0,574.0,515.962962963
22545,110.0,323.0,253.290909091
22546,109.0,323.0,255.614678899
22573,115.0,308.0,242.27826087
22574,114.0,308.0,244.403508772
24211,91.0,360.0,306.175824176
16477,67.0,472.0,415.850746269
16478,66.0,472.0,422.151515152
22652,157.0,279.0,177.464968153
22655,64.0,488.0,435.34375
23711,40.0,765.0,696.55
23712,41.0,759.0,679.56097561
23713,122.0,292.0,228.37704918
23714,124.0,291.0,224.693548387
23715,123.0,291.0,226.520325203
11431,53.0,577.0,525.698113208
20650,89.0,365.0,313.056179775
20660,63.0,488.0,442.253968254
13493,43.0,711.0,647.953488372
20684,68.0,461.0,409.735294118
24269,73.0,435.0,381.671232877
23763,93.0,357.0,299.591397849
24270,74.0,434.0,376.513513514
23767,94.0,355.0,296.404255319
23768,95.0,354.0,293.284210526
23770,153.0,284.0,182.104575163
23771,152.0,284.0,183.302631579
23772,151.0,284.0,184.516556291
23773,150.0,284.0,185.746666667
23777,146.0,284.0,190.835616438
20706,96.0,350.0,290.229166667
20707,97.0,348.0,287.237113402
23782,127.0,290.0,219.385826772
23783,126.0,290.0,221.126984127
23932,125.0,291.0,222.896
23790,102.0,333.0,273.156862745
23792,103.0,331.0,270.504854369
23793,104.0,331.0,267.903846154
23798,105.0,324.0,265.352380952
20740,80.0,402.0,348.275
20741,81.0,401.0,343.975308642
23815,129.0,287.0,215.984496124
23816,130.0,286.0,214.323076923
23826,130.0,286.0,214.323076923
23827,131.0,285.0,212.687022901
18137,48.0,646.0,580.458333333
23841,62.0,495.0,449.387096774
23865,121.0,292.0,230.26446281
23866,120.0,292.0,232.183333333
23867,119.0,292.0,234.134453782
23868,118.0,293.0,236.118644068
23869,117.0,293.0,238.136752137
23870,116.0,293.0,240.189655172
24289,61.0,503.0,456.754098361
23882,147.0,284.0,189.537414966
23883,148.0,284.0,188.256756757
23778,145.0,284.0,192.151724138
23889,70.0,443.0,398.028571429
23894,71.0,437.0,392.422535211
23914,79.0,406.0,352.683544304
23920,101.0,337.0,275.861386139
23923,112.0,319.0,248.767857143
23924,103.0,331.0,270.504854369
23925,113.0,316.0,246.566371681
20860,88.0,370.0,316.613636364
20861,87.0,375.0,320.252873563
5510,38.0,910.0,733.210526316
23944,137.0,284.0,203.372262774
23945,136.0,284.0,204.867647059
23946,135.0,284.0,206.385185185
23958,134.0,284.0,207.925373134
23959,133.0,284.0,209.488721805
23960,132.0,284.0,211.075757576
23978,155.0,283.0,179.75483871
23982,158.0,279.0,176.341772152
20912,100.0,338.0,278.62
23987,162.0,275.0,171.987654321
23990,163.0,272.0,170.932515337
23992,164.0,271.0,169.890243902
23998,170.0,268.0,163.894117647
23999,171.0,267.0,162.935672515
17857,98.0,341.0,284.306122449
24002,172.0,266.0,161.988372093
17859,99.0,340.0,281.434343434
24007,106.0,327.0,262.849056604
24010,108.0,320.0,257.981481481
24021,144.0,284.0,193.486111111
24056,156.0,283.0,178.602564103
24061,159.0,279.0,175.232704403
24062,160.0,278.0,174.1375
24081,44.0,693.0,633.227272727
24227,140.0,278.0,199.014285714
23813,128.0,289.0,217.671875
24096,62.0,495.0,449.387096774
14882,47.0,650.0,592.808510638
14883,46.0,665.0,605.695652174
21031,91.0,360.0,306.175824176
24115,125.0,291.0,222.896
21079,77.0,411.0,361.844155844
