Solution ID,f[1],f[2],f[3]
298,84.0,383.0,322.821428571
617,75.0,398.0,361.56
1583,71.0,404.0,381.929577465
1587,71.0,404.0,381.929577465
1589,71.0,404.0,381.929577465
1592,71.0,404.0,381.929577465
1593,71.0,404.0,381.929577465
1596,71.0,404.0,381.929577465
1597,71.0,404.0,381.929577465
1604,71.0,404.0,381.929577465
1616,71.0,404.0,381.929577465
2952,99.0,336.0,273.909090909
4118,131.0,275.0,207.0
6308,96.0,342.0,282.46875
6502,125.0,289.0,216.936
9027,101.0,330.0,268.485148515
9691,127.0,285.0,213.519685039
11464,70.0,404.0,387.385714286
11789,85.0,381.0,319.023529412
14257,70.0,404.0,387.385714286
15052,109.0,323.0,248.779816514
16423,98.0,373.0,276.704081633
17493,91.0,364.0,297.989010989
17943,138.0,299.0,196.5
18370,78.0,403.0,347.653846154
18379,112.0,362.0,242.116071429
18556,138.0,299.0,196.5
18624,104.0,328.0,260.740384615
20065,115.0,313.0,235.8
20120,81.0,388.0,334.777777778
20498,128.0,308.0,211.8515625
20502,118.0,323.0,229.805084746
20503,117.0,323.0,231.769230769
20504,116.0,323.0,233.767241379
20510,106.0,388.0,255.820754717
20515,92.0,391.0,294.75
20531,113.0,325.0,239.973451327
20552,121.0,311.0,224.107438017
20554,122.0,306.0,222.270491803
20563,120.0,323.0,225.975
20564,119.0,323.0,227.87394958
20568,129.0,284.0,210.209302326
20569,130.0,284.0,208.592307692
21474,95.0,353.0,285.442105263
21547,133.0,308.0,203.887218045
21562,86.0,391.0,315.313953488
22297,135.0,296.0,200.866666667
22317,132.0,359.0,205.431818182
23492,77.0,399.0,352.168831169
23495,87.0,395.0,311.689655172
23507,100.0,341.0,271.17
23752,76.0,396.0,356.802631579
23779,105.0,371.0,258.257142857
23818,89.0,382.0,304.685393258
23823,89.0,382.0,304.685393258
23847,79.0,398.0,343.253164557
24279,93.0,364.0,291.580645161
24466,107.0,387.0,253.429906542
24525,110.0,376.0,246.518181818
24550,73.0,401.0,371.465753425
24552,74.0,399.0,366.445945946
24576,111.0,333.0,244.297297297
24610,83.0,404.0,326.710843373
24843,71.0,404.0,381.929577465
24846,71.0,404.0,381.929577465
24850,71.0,404.0,381.929577465
24854,71.0,404.0,381.929577465
24855,71.0,404.0,381.929577465
24858,71.0,404.0,381.929577465
24859,71.0,404.0,381.929577465
24860,71.0,404.0,381.929577465
24874,71.0,404.0,381.929577465
24887,71.0,404.0,381.929577465
24891,72.0,403.0,376.625
24892,71.0,404.0,381.929577465
