759	970

48	64

99	10

77	28

30	12

12	75

100	43

94	52

89	87

98	43

59	70

91	13

19	89

85	66

80	18

10	11

67	50

43	54

38	72

50	10

27	11

10	10

17	100

53	68

37	11

55	16

58	100

35	100

83	15

51	100

10	11

87	14

43	63

42	70

99	12

32	78

90	15

10	63

100	10

15	10

88	97

67	31

57	89

16	72

13	97

98	14

100	93

58	32

38	33

90	37

10	10

90	10

69	100

16	19

96	53

16	69

11	99

58	10

64	58

75	87

16	23

98	49

79	84

92	16

37	19

100	99

100	13

44	16

78	11

37	78

100	61

91	13

80	100

19	87

10	13

43	20

14	10

45	97

32	64

11	58

10	61

13	95

12	70

14	32

99	13

95	36

71	28

61	11

56	51

26	81

50	97

71	13

82	18

75	73

38	36

78	100

95	15

61	84

82	47

19	10

98	100

15	82

95	96

85	43

46	63

62	18

24	17

26	61

41	32

18	11

22	86

83	96

99	92

98	42

96	26

62	12

44	11

98	28

44	89

10	80

99	27

74	11

96	18

15	64

48	53

41	97

93	88

76	64

20	96

18	32

25	13

47	95

99	98

79	100

100	17

75	100

41	35

11	12

89	89

26	96

51	99

97	55

98	23

88	62

76	99

68	14

58	11

92	89

46	13

19	10

31	99

62	18

57	92

15	11

83	75

11	17

67	21

33	28

38	11

15	69

52	12

100	91

100	87

78	74

54	29

15	50

17	74

32	50

10	87

30	46

10	99

13	25

27	11

97	100

65	82

32	81

67	74

24	17

11	94

90	34

11	87

13	81

100	98

100	100

100	11

44	18

93	94

22	22

14	64

54	69

96	96

85	13

100	57

10	39

33	88

20	22

99	70

73	10

63	75

59	29

16	59

11	100

56	68

82	10

10	24

40	94

92	88

10	91

57	91

10	86

79	12

99	100

69	10

51	99

26	34

11	95

98	69

27	86

78	99

19	15

19	14

37	100

97	94

100	10

47	100

66	54

24	35

54	66

10	38

15	21

26	99

86	76

43	22

100	10

16	48

59	99

67	44

96	99

49	43

36	24

63	100

17	99

22	16

41	57

32	59

83	12

93	100

10	80

100	85

38	12

28	62

53	25

90	97

100	46

16	27

91	69

61	22

98	83

16	16

44	56

100	13

34	10

19	68

44	62

23	11

65	11

24	86

99	38

10	39

14	67

18	36

10	96

12	52

71	76

10	10

37	95

19	12

24	59

100	20

10	42

79	10

11	87

100	92

94	30

92	16

75	98

43	27

78	96

20	66

28	17

40	19

42	80

38	98

38	43

100	57

56	62

15	100

100	51

100	17

54	75

19	14

84	79

13	46

55	97

91	50

60	14

92	86

90	71

100	34

11	98

10	55

97	97

100	97

38	100

88	93

20	10

46	98

28	100

98	35

67	23

14	40

62	98

11	55

35	95

88	79

33	100

49	75

14	99

95	100

27	16

81	23

12	11

35	54

42	10

75	10

81	61

86	83

65	75

100	100

47	55

100	92

10	96

86	39

49	15

35	13

95	88

46	81

47	50

48	30

11	51

57	29

100	26

63	10

35	49

19	10

95	37

90	63

67	33

98	13

41	92

15	15

99	14

98	24

100	49

62	89

66	18

50	72

26	25

99	52

91	10

94	12

66	50

73	100

10	98

100	98

10	100

72	60

12	26

87	59

100	44

16	99

95	68

16	47

15	95

41	19

69	97

87	100

21	15

47	17

39	70

100	100

28	37

87	57

14	42

13	33

34	47

90	84

96	86

20	10

27	11

37	16

17	25

96	27

27	26

98	41

43	54

21	100

37	48

14	52

78	57

100	10

100	91

75	78

19	42

93	57

83	37

67	10

55	96

70	47

11	71

26	57

100	10

71	100

63	58

10	30

62	55

85	74

13	92

22	53

20	24

83	88

52	39

54	95

60	50

95	51

22	49

24	49

73	62

93	11

16	92

87	53

10	16

46	63

91	96

29	18

90	72

11	82

100	60

91	70

90	32

99	47

11	52

34	26

30	63

100	60

85	49

78	94

63	87

47	100

58	10

55	12

21	52

26	73

10	11

13	88

11	16

78	51

11	94

84	14

24	52

54	52

22	93

12	29

10	92

99	88

23	33

19	56

15	71

11	36

16	21

81	100

28	74

75	98

85	96

32	65

10	36

54	23

19	62

22	97

67	42

34	83

66	20

98	35

64	10

12	99

85	73

38	22

54	12

37	30

10	16

53	20

