Solution ID,f[1] (B),f[2] (W),f[3] (s)
10314,62.0,21.9315121564,9251.10408675
12377,64.0,20.5821969456,9030.18479758
8314,43.0,47.1449827412,9100.26564942
20473,55.0,25.7908651596,9265.17003264
20641,50.0,33.2629608863,8981.57226992
8357,58.0,23.747157374,9272.96048225
18605,49.0,38.5875343533,9015.38528296
20677,52.0,33.620300808,8961.63792137
22224,47.0,32.7838731504,9265.99823815
2297,42.0,43.4396531974,9181.54968843
12556,51.0,29.0341649363,9125.46635655
22805,63.0,20.8090109981,8924.86424507
24880,59.0,24.9361154315,9179.8534632
3127,46.0,47.8373679084,9034.29877263
21563,48.0,35.3215286672,9051.29767508
20836,49.0,34.9328717329,9033.11589806
2536,44.0,41.8776747052,9040.31017536
8588,44.0,33.1731736169,9274.94014213
16781,48.0,32.2557269632,9260.2145107
10639,61.0,23.2694049011,8809.75540042
16881,52.0,28.4297211265,9414.50640967
21930,50.0,30.394012585,9009.51225874
18973,43.0,52.7887832085,9033.09027743
14908,59.0,25.385507285,9095.21364805
14920,42.0,39.7127143042,9358.9604736
21070,48.0,34.045322018,9141.65305563
21086,59.0,26.9482608067,8848.99305397
14981,45.0,36.430409102,9116.33498604
17038,42.0,51.3481420329,9061.79344764
9033,46.0,33.9098992276,9190.13295038
23378,52.0,29.1197016497,9076.49181681
4953,48.0,33.6629684742,9160.65665121
19298,42.0,40.7402818074,9255.74790077
19307,46.0,35.2595946393,9188.16128446
17213,63.0,21.5670586149,8865.72346733
17278,52.0,29.2264102922,8970.86129516
19264,57.0,25.6553248672,9181.62752743
21389,51.0,29.0911558149,9080.55759742
18896,43.0,46.0019985888,9125.54935542
13242,59.0,24.1760817022,9203.50273841
9251,52.0,28.968997661,9219.6607419
17459,44.0,33.5582154485,9262.23760169
23608,43.0,32.1061068343,9342.67425904
7309,62.0,22.0359545368,8848.96344701
23715,63.0,21.4644033768,8869.26842535
9509,47.0,34.0569017012,9115.75524929
7478,42.0,39.880206586,9337.72809965
15685,43.0,33.6382910397,9248.24213118
21858,63.0,22.2034805747,8675.031796
9576,60.0,22.9986718026,9104.44752407
21887,45.0,36.183028143,9150.77394643
13702,49.0,29.8781089562,9133.04373245
21896,59.0,25.7197044655,9047.04686001
7595,61.0,22.7149041085,8858.64470685
23167,43.0,35.5432080806,9173.56143372
5570,48.0,33.2215255749,9183.76165412
21975,55.0,26.2671538182,8900.46169877
19929,44.0,37.2412467126,9044.95251542
19960,58.0,30.938446472,8870.14803804
22024,53.0,27.7459367498,8966.89409087
19987,42.0,40.055491486,9256.95852923
11183,47.0,32.9686335401,9222.41860806
3651,58.0,25.6114854606,9212.85914628
13895,46.0,33.0504703459,9190.96652951
15970,60.0,25.1251298257,8846.2187609
20104,59.0,27.088449179,8825.99132964
22137,43.0,31.9963189466,9366.05961677
11929,65.0,20.2444577836,8862.2747094
22277,47.0,34.7319541402,9115.50817684
6948,42.0,38.517366743,9363.89484279
18237,42.0,48.1042916105,9127.50656962
20322,42.0,46.5256062397,9152.48517283
5314,58.0,25.6440696831,9153.96622499
24450,43.0,40.1928388418,9142.12108037
20387,42.0,41.0801002097,9244.83275441
8096,42.0,41.0905714211,9186.39917582
10189,54.0,25.9981885082,9012.90753455
14289,43.0,33.6382910397,9248.24213118
22497,43.0,31.6585863841,9526.49508561
24546,60.0,23.3118796286,9005.8837988
22506,60.0,24.8311748993,8907.36634309
