                          2016-08-02 16:54:39.135590
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment19/SBSBPP500_run19.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           46         637          636.37
          1            1           48         637          609.85
          2            2           47         637          622.83
          3            3           47         636          622.83
          4            4           47         636          622.83
          5            5           46         637          636.37
          6            6           48         637          609.85
          7            7           48         637          609.85
          8            8           52         637          562.94
          9            9           48         633          609.85
         10           10           47         637          622.83
         11           11           47         636          622.83
         12           12           47         635          622.83
         13           13           48         636          609.85
         14           14           49         636          597.41
         15           15           54         636          542.09
         16           16           47         636          622.83
         17           17           46         637          636.37
         18           18           46         637          636.37
         19           19           54         637          542.09
         20           20           47         636          622.83
         21           21           48         635          609.85
         22           22           48         633          609.85
         23           23           48         637          609.85
         24           24           48         637          609.85
         25           25           45         637          650.51
         26           26           46         637          636.37
         27           27           46         636          636.37
         28           28           54         637          542.09
         29           29           46         637          636.37
         30           30           46         637          636.37
         31           31           45         637          650.51
         32           32           47         635          622.83
         33           33           47         635          622.83
         34           34           48         637          609.85
         35           35           47         636          622.83
         36           36           54         636          542.09
         37           37           50         637          585.46
         38           38           54         636          542.09
         39           39           45         637          650.51
         40           40           46         636          636.37
         41           41           47         637          622.83
         42           42           48         636          609.85
         43           43           48         633          609.85
         44           44           54         637          542.09
         45           45           54         636          542.09
         46           46           48         637          609.85
         47           47           46         637          636.37
         48           48           45         637          650.51
         49           49           45         637          650.51
         50           50           46         637          636.37
         51           51           48         637          609.85
         52           52           47         635          622.83
         53           53           48         637          609.85
         54           54           46         637          636.37
         55           55           45         637          650.51
         56           56           46         637          636.37
         57           57           46         637          636.37
         58           58           48         633          609.85
         59           59           47         637          622.83
         60           60           48         633          609.85
         61           61           54         636          542.09
         62           62           48         637          609.85
         63           63           48         637          609.85
         64           64           54         637          542.09
         65           65           54         636          542.09
         66           66           45         637          650.51
         67           67           48         637          609.85
         68           68           47         637          622.83
         69           69           47         637          622.83
         70           70           46         637          636.37
         71           71           48         637          609.85
         72           72           47         634          622.83
         73           73           48         634          609.85
         74           74           49         637          597.41
         75           75           46         637          636.37
         76           76           46         637          636.37
         77           77           48         632          609.85
         78           78           46         637          636.37
         79           79           46         637          636.37
         80           80           48         637          609.85
         81           81           54         636          542.09
         82           82           54         636          542.09
         83           83           48         633          609.85
         84           84           46         637          636.37
         85           85           48         635          609.85
         86           86           47         632          622.83
         87           87           49         637          597.41
         88           88           46         637          636.37
         89           89           48         637          609.85
         90           90           46         637          636.37
         91           91           49         637          597.41
         92           92           47         635          622.83
         93           93           46         635          636.37
         94           94           52         637          562.94
         95           95           46         637          636.37
         96           96           48         637          609.85
         97           97           46         637          636.37
         98           98           48         637          609.85
         99           99           46         637          636.37
        100          100           45         637          650.51
        101          101           46         637          636.37
        102          102           46         637          636.37
        103          103           47         632          622.83
        104          104           49         637          597.41
        105          105           48         636          609.85
        106          106           47         636          622.83
        107          107           54         636          542.09
        108          108           48         628          609.85
        109          109           48         637          609.85
        110          110           46         637          636.37
        111          111           46         637          636.37
        112          112           46         637          636.37
        113          113           48         637          609.85
        114          114           48         637          609.85
        115          115           48         637          609.85
        116          116           54         637          542.09
        117          117           46         637          636.37
        118          118           47         633          622.83
        119          119           47         637          622.83
        120          120           46         637          636.37
        121          121           48         636          609.85
        122          122           54         636          542.09
        123          123           48         637          609.85
        124          124           54         637          542.09
        125          125           48         637          609.85
        126          126           48         633          609.85
        127          127           48         636          609.85
        128          128           48         637          609.85
        129          129           54         636          542.09
        130          130           48         637          609.85
        131          131           46         637          636.37
        132          132           54         636          542.09
        133          133           47         635          622.83
        134          134           49         637          597.41
        135          135           46         636          636.37
        136          136           47         637          622.83
        137          137           54         637          542.09
        138          138           46         637          636.37
        139          139           47         635          622.83
        140          140           45         637          650.51
        141          141           46         637          636.37
        142          142           46         637          636.37
        143          143           48         633          609.85
        144          144           48         637          609.85
        145          145           45         637          650.51
        146          146           46         637          636.37
        147          147           54         636          542.09
        148          148           54         636          542.09
        149          149           46         637          636.37
        150          150           54         637          542.09
        151          151           46         637          636.37
        152          152           51         633          573.98
        153          153           48         637          609.85
        154          154           48         634          609.85
        155          155           54         636          542.09
        156          156           47         637          622.83
        157          157           46         637          636.37
        158          158           47         634          622.83
        159          159           45         637          650.51
        160          160           54         636          542.09
        161          161           46         637          636.37
        162          162           53         637          552.32
        163          163           45         637          650.51
        164          164           47         637          622.83
        165          165           54         636          542.09
        166          166           47         637          622.83
        167          167           48         634          609.85
        168          168           46         637          636.37
        169          169           53         637          552.32
        170          170           48         636          609.85
        171          171           48         637          609.85
        172          172           46         637          636.37
        173          173           49         636          597.41
        174          174           46         636          636.37
        175          175           48         636          609.85
        176          176           48         633          609.85
        177          177           48         637          609.85
        178          178           46         637          636.37
        179          179           48         633          609.85
        180          180           47         637          622.83
        181          181           54         637          542.09
        182          182           48         633          609.85
