Solution ID,f[1],f[2],f[3]
371,38.0,869.0,733.210526316
1748,44.0,754.0,633.227272727
2357,50.0,1000.0,557.24
2444,50.0,1000.0,557.24
2629,50.0,1000.0,557.24
2845,50.0,1000.0,557.24
3326,51.0,1000.0,546.31372549
3370,50.0,1000.0,557.24
4083,53.0,1000.0,525.698113208
4340,50.0,1000.0,557.24
5190,45.0,752.0,619.155555556
5308,52.0,1000.0,535.807692308
5797,52.0,1000.0,535.807692308
5965,51.0,1000.0,546.31372549
6289,51.0,1000.0,546.31372549
6520,54.0,1000.0,515.962962963
6722,51.0,1000.0,546.31372549
6774,50.0,1000.0,557.24
9153,52.0,1000.0,535.807692308
9639,52.0,1000.0,535.807692308
10129,53.0,1000.0,525.698113208
10418,39.0,781.0,714.41025641
10852,48.0,846.0,580.458333333
10944,41.0,733.0,679.56097561
11102,55.0,1000.0,506.581818182
11341,49.0,846.0,568.612244898
11432,42.0,733.0,663.380952381
11590,56.0,1000.0,497.535714286
12047,46.0,757.0,605.695652174
12567,56.0,1000.0,497.535714286
12985,47.0,769.0,592.808510638
13061,57.0,1000.0,488.807017544
13376,43.0,742.0,647.953488372
19638,40.0,753.0,696.55
19733,44.0,754.0,633.227272727
