                          2016-08-01 21:56:31.102211
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment02/SBSBPP500_run2.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           39         989          714.41
          1            1           39         897          714.41
          2            2           40         987          696.55
          3            3           39         889          714.41
          4            4           40         908          696.55
          5            5           40         801          696.55
          6            6           41         798          679.56
          7            7           41         798          679.56
          8            8           45        1000          619.16
          9            9           40         996          696.55
         10           10           39         946          714.41
         11           11           40         780          696.55
         12           12           40         764          696.55
         13           13           39         939          714.41
         14           14           40         933          696.55
         15           15           41         995          679.56
         16           16           39         946          714.41
         17           17           38         964          733.21
         18           18           40         765          696.55
         19           19           46        1000          605.70
         20           20           40         938          696.55
         21           21           39         991          714.41
         22           22           40         996          696.55
         23           23           38        1000          733.21
         24           24           38         928          733.21
         25           25           38         987          733.21
         26           26           39         966          714.41
         27           27           40         778          696.55
         28           28           46        1000          605.70
         29           29           39         981          714.41
         30           30           39         939          714.41
         31           31           39         993          714.41
         32           32           40         787          696.55
         33           33           40         799          696.55
         34           34           38        1000          733.21
         35           35           39         883          714.41
         36           36           41        1000          679.56
         37           37           40         928          696.55
         38           38           41        1000          679.56
         39           39           39         988          714.41
         40           40           39         916          714.41
         41           41           38         944          733.21
         42           42           39         894          714.41
         43           43           40         996          696.55
         44           44           46        1000          605.70
         45           45           41         998          679.56
         46           46           39         971          714.41
         47           47           38         982          733.21
         48           48           39         992          714.41
         49           49           39         971          714.41
         50           50           39         938          714.41
         51           51           41         798          679.56
         52           52           39         937          714.41
         53           53           38        1000          733.21
         54           54           38         986          733.21
         55           55           38         957          733.21
         56           56           38         999          733.21
         57           57           38         879          733.21
         58           58           40         996          696.55
         59           59           40         772          696.55
         60           60           38         909          733.21
         61           61           41        1000          679.56
         62           62           40         828          696.55
         63           63           38        1000          733.21
         64           64           46        1000          605.70
         65           65           41        1000          679.56
         66           66           39         939          714.41
         67           67           41         798          679.56
         68           68           40         854          696.55
         69           69           39         877          714.41
         70           70           40         811          696.55
         71           71           38        1000          733.21
         72           72           39         929          714.41
         73           73           39         863          714.41
         74           74           39         993          714.41
         75           75           40         773          696.55
         76           76           40         773          696.55
         77           77           39         859          714.41
         78           78           40         765          696.55
         79           79           40         798          696.55
         80           80           38        1000          733.21
         81           81           41        1000          679.56
         82           82           41        1000          679.56
         83           83           40         996          696.55
         84           84           40         787          696.55
         85           85           39         981          714.41
         86           86           38         924          733.21
         87           87           41         821          679.56
         88           88           38         982          733.21
         89           89           38        1000          733.21
         90           90           39        1000          714.41
         91           91           41         988          679.56
         92           92           38         885          733.21
         93           93           41         754          679.56
         94           94           41        1000          679.56
         95           95           39        1000          714.41
         96           96           38        1000          733.21
         97           97           40         784          696.55
         98           98           41         798          679.56
         99           99           39         975          714.41
        100          100           39         972          714.41
        101          101           41         999          679.56
        102          102           40         807          696.55
        103          103           39         987          714.41
        104          104           41         988          679.56
        105          105           39         948          714.41
        106          106           39         954          714.41
        107          107           41        1000          679.56
        108          108           39         898          714.41
        109          109           38        1000          733.21
        110          110           39         788          714.41
        111          111           40         785          696.55
        112          112           39         910          714.41
        113          113           41         790          679.56
        114          114           41         798          679.56
        115          115           39         946          714.41
        116          116           46        1000          605.70
        117          117           39         982          714.41
        118          118           40         777          696.55
        119          119           40         792          696.55
        120          120           39         985          714.41
        121          121           39         963          714.41
        122          122           41         991          679.56
        123          123           41         798          679.56
        124          124           46        1000          605.70
        125          125           41         798          679.56
        126          126           40         996          696.55
        127          127           39         936          714.41
        128          128           38         944          733.21
        129          129           41        1000          679.56
        130          130           38        1000          733.21
        131          131           40         760          696.55
        132          132           41        1000          679.56
        133          133           39         928          714.41
        134          134           41         988          679.56
        135          135           40         778          696.55
        136          136           38         895          733.21
        137          137           46        1000          605.70
        138          138           39         970          714.41
        139          139           40         799          696.55
        140          140           38         969          733.21
        141          141           40         779          696.55
        142          142           39         997          714.41
        143          143           39         883          714.41
        144          144           41         798          679.56
        145          145           38         910          733.21
        146          146           40         865          696.55
        147          147           41        1000          679.56
        148          148           41        1000          679.56
        149          149           40         997          696.55
        150          150           46        1000          605.70
        151          151           39         955          714.41
        152          152           39         996          714.41
        153          153           41         798          679.56
        154          154           39         962          714.41
        155          155           41        1000          679.56
        156          156           39         962          714.41
        157          157           38         995          733.21
        158          158           40         782          696.55
        159          159           39         992          714.41
        160          160           41         991          679.56
        161          161           40         911          696.55
        162          162           41         997          679.56
        163          163           38         995          733.21
        164          164           38         974          733.21
        165          165           41        1000          679.56
        166          166           40         986          696.55
        167          167           38         940          733.21
        168          168           39         985          714.41
        169          169           45        1000          619.16
        170          170           39         952          714.41
        171          171           39         945          714.41
        172          172           40         784          696.55
        173          173           39         882          714.41
        174          174           39         994          714.41
        175          175           38         921          733.21
        176          176           40         996          696.55
        177          177           39         999          714.41
        178          178           40         789          696.55
        179          179           39         953          714.41
        180          180           39         883          714.41
        181          181           46        1000          605.70
        182          182           40         996          696.55
        183          183           40         912          696.55
        184          184           40         785          696.55
        185          185           39         868          714.41
        186          186           46        1000          605.70
        187          187           46        1000          605.70
        188          188           40         996          696.55
        189          189           39         857          714.41
        190          190           41         988          679.56
        191          191           39         974          714.41
        192          192           39         935          714.41
        193          193           39         993          714.41
        194          194           38         967          733.21
        195          195           40         791          696.55
        196          196           39         909          714.41
        197          197           38        1000          733.21
        198          198           40         898          696.55
        199          199           39         926          714.41
        200          200           46        1000          605.70
        201          201           44        1000          633.23
        202          202           39         974          714.41
        203          203           39         816          714.41
        204          204           38         997          733.21
        205          205           40         996          696.55
        206          206           38         985          733.21
        207          207           40         972          696.55
        208          208           46        1000          605.70
        209          209           41         798          679.56
        210          210           39         862          714.41
        211          211           44        1000          633.23
        212          212           40         935          696.55
        213          213           39         952          714.41
        214          214           41        1000          679.56
        215          215           40         798          696.55
        216          216           39         950          714.41
        217          217           40         773          696.55
        218          218           40         768          696.55
        219          219           40         794          696.55
        220          220           38         968          733.21
        221          221           41         988          679.56
        222          222           41        1000          679.56
        223          223           41         798          679.56
        224          224           41         798          679.56
        225          225           39         979          714.41
        226          226           38         988          733.21
        227          227           38         989          733.21
        228          228           39         867          714.41
        229          229           40         809          696.55
        230          230           39         992          714.41
        231          231           45        1000          619.16
        232          232           39         911          714.41
        233          233           40         778          696.55
        234          234           41         988          679.56
        235          235           38         955          733.21
        236          236           39         961          714.41
        237          237           40         755          696.55
        238          238           39         950          714.41
        239          239           39         840          714.41
        240          240           39         783          714.41
        241          241           39         914          714.41
        242          242           39         999          714.41
        243          243           40         784          696.55
        244          244           40         801          696.55
        245          245           39         865          714.41
        246          246           40         860          696.55
        247          247           39         978          714.41
        248          248           40         996          696.55
        249          249           38         953          733.21
        250          250           39         993          714.41
        251          251           40         776          696.55
        252          252           39         970          714.41
        253          253           44        1000          633.23
        254          254           41         786          679.56
        255          255           40         975          696.55
        256          256           39         966          714.41
        257          257           39         963          714.41
        258          258           39         945          714.41
        259          259           40         996          696.55
        260          260           38        1000          733.21
        261          261           39         937          714.41
        262          262           41         999          679.56
        263          263           39         900          714.41
        264          264           41         798          679.56
        265          265           40         800          696.55
        266          266           41        1000          679.56
        267          267           40         810          696.55
        268          268           40         924          696.55
        269          269           38        1000          733.21
        270          270           41        1000          679.56
        271          271           38         988          733.21
        272          272           40         784          696.55
        273          273           41         996          679.56
        274          274           38        1000          733.21
        275          275           40         996          696.55
        276          276           41         988          679.56
        277          277           41         754          679.56
        278          278           40         996          696.55
        279          279           39         910          714.41
        280          280           40         996          696.55
        281          281           40         779          696.55
        282          282           38        1000          733.21
        283          283           40         998          696.55
        284          284           39         966          714.41
        285          285           39         920          714.41
        286          286           41         796          679.56
        287          287           39         929          714.41
        288          288           39         926          714.41
        289          289           41        1000          679.56
        290          290           40         781          696.55
        291          291           38         939          733.21
        292          292           40         996          696.55
        293          293           39         998          714.41
        294          294           41         988          679.56
        295          295           41         988          679.56
        296          296           40         788          696.55
        297          297           39         884          714.41
        298          298           41        1000          679.56
        299          299           39         911          714.41
        300          300           40         780          696.55
        301          301           39         965          714.41
        302          302           40         996          696.55
        303          303           46        1000          605.70
        304          304           41         988          679.56
        305          305           40         823          696.55
        306          306           41         798          679.56
        307          307           41         798          679.56
        308          308           42        1000          663.38
        309          309           39         927          714.41
        310          310           40         771          696.55
        311          311           39         892          714.41
        312          312           41         798          679.56
        313          313           40         777          696.55
        314          314           38        1000          733.21
        315          315           41        1000          679.56
        316          316           40         783          696.55
        317          317           39         820          714.41
        318          318           40         770          696.55
        319          319           39         994          714.41
        320          320           39         982          714.41
        321          321           41         798          679.56
        322          322           39         948          714.41
        323          323           41         849          679.56
        324          324           40         996          696.55
        325          325           38        1000          733.21
        326          326           41         998          679.56
        327          327           39         986          714.41
        328          328           39         999          714.41
        329          329           38         981          733.21
        330          330           40         763          696.55
        331          331           39         857          714.41
        332          332           40         798          696.55
        333          333           40         983          696.55
        334          334           40         999          696.55
        335          335           39         954          714.41
        336          336           40         779          696.55
        337          337           40         996          696.55
        338          338           46        1000          605.70
        339          339           43        1000          647.95
        340          340           38         982          733.21
        341          341           41         988          679.56
        342          342           40         770          696.55
        343          343           40         775          696.55
        344          344           40         983          696.55
        345          345           39         863          714.41
        346          346           39         948          714.41
        347          347           39         968          714.41
        348          348           46        1000          605.70
        349          349           39         953          714.41
        350          350           39         998          714.41
        351          351           40         996          696.55
        352          352           41         988          679.56
        353          353           39         946          714.41
        354          354           38         963          733.21
        355          355           39         970          714.41
        356          356           39         909          714.41
        357          357           39         951          714.41
        358          358           40         847          696.55
        359          359           40         996          696.55
        360          360           40         999          696.55
        361          361           39         971          714.41
        362          362           41        1000          679.56
        363          363           43        1000          647.95
        364          364           39         869          714.41
        365          365           46        1000          605.70
        366          366           38        1000          733.21
        367          367           38         919          733.21
        368          368           41         809          679.56
        369          369           39         979          714.41
        370          370           40         996          696.55
        371          371           38         869          733.21
        372          372           46        1000          605.70
        373          373           41        1000          679.56
        374          374           38         979          733.21
        375          375           39         965          714.41
        376          376           39         896          714.41
        377          377           41        1000          679.56
        378          378           39        1000          714.41
        379          379           41         996          679.56
        380          380           41         968          679.56
        381          381           41         776          679.56
