Solution ID,f[1],f[2],f[3]
97,132.0,268.0,199.924242424
99,263.0,164.0,100.342205323
121,248.0,177.0,106.411290323
242,111.0,306.0,237.747747748
243,177.0,214.0,149.096045198
280,118.0,292.0,223.644067797
796,119.0,292.0,221.764705882
912,156.0,236.0,169.166666667
1187,141.0,302.0,187.163120567
1265,142.0,251.0,185.845070423
1392,134.0,265.0,196.940298507
1463,140.0,258.0,188.5
1545,105.0,322.0,251.333333333
1897,132.0,268.0,199.924242424
2063,169.0,257.0,156.153846154
2080,158.0,234.0,167.025316456
2497,115.0,299.0,229.47826087
2826,150.0,243.0,175.933333333
3029,71.0,471.0,371.690140845
3299,153.0,239.0,172.483660131
3398,133.0,268.0,198.421052632
3497,76.0,410.0,347.236842105
3503,158.0,234.0,167.025316456
3581,116.0,294.0,227.5
4090,109.0,312.0,242.110091743
4123,143.0,255.0,184.545454545
4282,113.0,303.0,233.539823009
4327,131.0,278.0,201.450381679
4380,106.0,321.0,248.962264151
4639,125.0,283.0,211.12
4840,73.0,458.0,361.506849315
4904,173.0,262.0,152.543352601
4978,74.0,434.0,356.621621622
7005,183.0,201.0,144.207650273
8651,139.0,256.0,189.856115108
8819,84.0,404.0,314.166666667
8851,149.0,264.0,177.11409396
8948,204.0,195.0,129.362745098
9461,90.0,393.0,293.222222222
9730,112.0,300.0,235.625
10111,206.0,193.0,128.106796117
10805,93.0,388.0,283.76344086
11239,166.0,224.0,158.975903614
11447,167.0,250.0,158.023952096
11463,155.0,240.0,170.258064516
11482,95.0,384.0,277.789473684
11486,94.0,407.0,280.744680851
12104,151.0,242.0,174.768211921
12122,152.0,236.0,173.618421053
12165,175.0,381.0,150.8
12199,171.0,345.0,154.32748538
12222,165.0,318.0,159.939393939
12430,188.0,206.0,140.372340426
14693,98.0,388.0,269.285714286
15249,160.0,231.0,164.9375
15337,189.0,202.0,139.62962963
15347,209.0,200.0,126.267942584
15417,130.0,273.0,203.0
15452,77.0,410.0,342.727272727
16320,72.0,472.0,366.527777778
17440,232.0,260.0,113.75
18114,205.0,198.0,128.731707317
18613,200.0,234.0,131.95
18796,86.0,430.0,306.860465116
18797,87.0,430.0,303.333333333
18804,264.0,203.0,99.9621212121
18836,199.0,232.0,132.613065327
18945,81.0,405.0,325.802469136
19069,117.0,292.0,225.555555556
19466,148.0,257.0,178.310810811
19514,145.0,262.0,182.0
19546,242.0,188.0,109.049586777
19585,85.0,405.0,310.470588235
19588,214.0,192.0,123.317757009
19636,122.0,287.0,216.31147541
20183,121.0,289.0,218.099173554
20325,233.0,227.0,113.261802575
20959,181.0,265.0,145.801104972
20969,194.0,221.0,136.030927835
21000,78.0,407.0,338.333333333
21007,80.0,404.0,329.875
21076,82.0,398.0,321.829268293
21533,101.0,326.0,261.287128713
21654,269.0,264.0,98.1040892193
21655,269.0,264.0,98.1040892193
21710,104.0,326.0,253.75
21759,262.0,180.0,100.72519084
22102,146.0,258.0,180.753424658
22161,135.0,266.0,195.481481481
22488,96.0,347.0,274.895833333
22658,110.0,308.0,239.909090909
22833,182.0,209.0,145.0
22845,241.0,180.0,109.502074689
23054,215.0,198.0,122.744186047
23064,240.0,229.0,109.958333333
23098,216.0,209.0,122.175925926
23114,103.0,328.0,256.213592233
23146,261.0,199.0,101.111111111
23154,79.0,404.0,334.050632911
23179,185.0,296.0,142.648648649
23454,120.0,288.0,219.916666667
23458,108.0,313.0,244.351851852
23505,137.0,263.0,192.627737226
23521,107.0,319.0,246.635514019
23758,138.0,250.0,191.231884058
23797,259.0,192.0,101.891891892
23819,83.0,401.0,317.951807229
24059,70.0,483.0,377.0
24257,126.0,278.0,209.444444444
24369,123.0,283.0,214.552845528
24440,238.0,193.0,110.882352941
24447,239.0,193.0,110.418410042
24451,220.0,200.0,119.954545455
24454,222.0,199.0,118.873873874
24470,256.0,197.0,103.0859375
24474,257.0,196.0,102.684824903
24490,89.0,436.0,296.516853933
24492,88.0,477.0,299.886363636
24566,124.0,275.0,212.822580645
24572,208.0,231.0,126.875
24576,128.0,272.0,206.171875
24585,129.0,271.0,204.573643411
24587,144.0,242.0,183.263888889
24592,147.0,243.0,179.523809524
24597,114.0,297.0,231.49122807
24599,154.0,236.0,171.363636364
24608,75.0,416.0,351.866666667
24613,231.0,191.0,114.242424242
24615,127.0,279.0,207.795275591
24622,136.0,265.0,194.044117647
24624,100.0,330.0,263.9
