                          2016-08-04 01:34:55.895018
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOEPSO
     data:  MOEPSO/Static/SBSBPP500/Experiment15/SBSBPP500_run15.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0            0           71         487          371.69
          1            1           72         488          366.53
          2            2           77         489          342.73
          3            3           71         485          371.69
          4            4           75         444          351.87
          5            5           78         413          338.33
          6            6           80         430          329.88
          7            7           80         430          329.88
          8            8           83         489          317.95
          9            9           78         488          338.33
         10           10           71         474          371.69
         11           11           76         443          347.24
         12           12           76         445          347.24
         13           13           73         483          361.51
         14           14           74         487          356.62
         15           15           82         488          321.83
         16           16           72         483          366.53
         17           17           72         486          366.53
         18           18           76         457          347.24
         19           19           89         489          296.52
         20           20           75         481          351.87
         21           21           73         474          361.51
         22           22           78         488          338.33
         23           23           73         474          361.51
         24           24           71         481          371.69
         25           25           71         486          371.69
         26           26           72         489          366.53
         27           27           77         477          342.73
         28           28           89         489          296.52
         29           29           72         488          366.53
         30           30           71         485          371.69
         31           31           72         480          366.53
         32           32           76         466          347.24
         33           33           76         456          347.24
         34           34           73         474          361.51
         35           35           73         485          361.51
         36           36           82         488          321.83
         37           37           75         476          351.87
         38           38           82         488          321.83
         39           39           72         482          366.53
         40           40           71         486          371.69
         41           41           72         484          366.53
         42           42           72         482          366.53
         43           43           78         488          338.33
         44           44           89         489          296.52
         45           45           82         488          321.83
         46           46           72         488          366.53
         47           47           71         487          371.69
         48           48           71         484          371.69
         49           49           72         480          366.53
         50           50           72         488          366.53
         51           51           80         430          329.88
         52           52           72         489          366.53
         53           53           73         474          361.51
         54           54           71         482          371.69
         55           55           71         488          371.69
         56           56           71         488          371.69
         57           57           72         489          366.53
         58           58           78         488          338.33
         59           59           77         415          342.73
         60           60           72         486          366.53
         61           61           82         488          321.83
         62           62           77         433          342.73
         63           63           73         474          361.51
         64           64           89         489          296.52
         65           65           82         488          321.83
         66           66           72         489          366.53
         67           67           80         430          329.88
         68           68           76         488          347.24
         69           69           71         475          371.69
         70           70           75         430          351.87
         71           71           73         474          361.51
         72           72           72         479          366.53
         73           73           71         487          371.69
         74           74           73         486          361.51
         75           75           77         437          342.73
         76           76           76         438          347.24
         77           77           71         489          371.69
         78           78           76         455          347.24
         79           79           75         468          351.87
         80           80           73         474          361.51
         81           81           82         488          321.83
         82           82           82         488          321.83
         83           83           78         488          338.33
         84           84           76         456          347.24
         85           85           72         489          366.53
         86           86           72         480          366.53
         87           87           79         452          334.05
         88           88           73         487          361.51
         89           89           73         474          361.51
         90           90           73         488          361.51
