386	489

22	45

60	17

10	100

72	23

75	43

11	10

29	97

10	100

90	97

33	21

80	13

53	15

96	78

27	37

27	12

17	61

96	50

95	11

100	100

82	19

47	24

95	100

20	100

100	62

57	63

80	20

94	100

16	82

38	29

43	97

13	95

23	51

31	86

61	85

75	18

13	28

64	85

11	13

65	66

72	73

76	93

85	26

83	91

53	99

53	15

46	34

10	46

44	84

52	15

15	99

10	87

81	91

25	100

47	36

99	93

10	100

97	10

93	10

50	25

28	24

83	39

23	92

56	28

100	17

99	10

15	18

58	61

92	38

10	97

21	98

33	47

10	100

12	68

85	59

91	31

10	97

99	98

22	86

41	87

13	93

22	82

43	100

100	70

97	22

46	14

79	94

38	98

13	13

52	89

13	68

47	64

99	99

30	24

10	62

10	96

31	100

86	10

54	74

73	44

20	100

69	100

98	17

32	26

24	10

32	14

90	14

69	79

96	63

45	18

72	29

20	13

66	47

12	64

10	87

52	21

61	37

10	85

40	18

32	47

11	13

100	92

10	90

100	95

57	95

82	24

69	59

82	10

10	25

13	82

62	65

76	53

27	10

23	34

51	34

16	35

39	81

82	16

95	32

98	27

100	12

15	52

11	41

48	32

10	96

39	85

28	16

58	98

99	90

97	95

20	12

17	11

23	26

95	85

67	10

67	20

62	52

48	10

67	23

38	14

100	33

10	100

93	47

73	10

97	85

46	50

10	100

10	37

10	28

15	94

40	54

49	91

25	69

96	99

69	69

10	43

32	37

99	60

74	97

22	15

99	94

23	56

20	33

73	92

51	90

66	99

73	98

20	35

14	81

42	59

71	92

16	10

90	10

89	10

83	49

11	82

99	80

28	12

78	89

85	10

10	99

96	39

41	10

94	38

97	100

33	68

77	18

99	28

100	77

80	10

93	42

100	21

91	99

13	43

19	91

92	10

53	83

75	43

33	62

23	97

94	95

46	12

39	100

14	13

40	71

10	58

10	94

22	26

23	64

100	78

35	79

17	100

30	80

39	17

73	64

99	12

95	62

11	43

19	100

19	10

97	98

20	99

99	13

15	18

87	10

82	32

44	15

37	49

53	100

94	48

23	64

25	99

49	54

39	19

56	59

85	100

65	44

55	40

37	96

12	15

72	76

82	72

17	53

89	77

96	100

63	23

99	41

33	61

10	11

88	37

25	15

84	51

78	23

12	66

34	36

61	63

100	32

24	100

92	31

22	100

98	23

23	10

76	96

27	64

15	60

29	32

82	100

100	18

17	10

10	48

43	21

60	61

100	81

99	79

43	39

100	10

23	17

12	12

45	14

24	22

98	12

44	100

57	52

28	15

93	80

50	76

45	87

29	33

46	46

23	99

34	28

14	35

38	83

89	25

19	21

83	91

87	87

22	94

24	58

72	87

10	10

99	83

31	47

39	12

80	11

96	92

91	78

16	33

76	100

24	100

56	80

27	88

100	85

12	47

56	32

36	15

30	12

28	11

20	10

89	100

100	100

89	10

60	25

41	98

11	45

100	40

78	20

34	40

23	25

100	29

13	20

10	12

90	66

100	89

12	16

62	84

81	60

10	98

91	76

76	92

99	17

81	31

97	90

71	24

64	77

27	84

99	13

74	29

17	30

29	88

70	12

91	59

23	100

96	89

97	56

25	23

96	92

34	95

72	22

99	10

35	29

96	75

10	36

81	99

79	40

98	97

34	51

21	59

32	27

26	28

89	46

99	14

11	70

14	50

96	50

41	56

37	28

31	12

16	72

99	23

85	10

68	10

29	45

27	12

54	22

18	32

11	20

24	48

25	94

36	99

100	25

11	45

27	100

99	20

60	75

33	59

16	22

97	84

10	99

97	11

99	71

45	100

10	25

10	12

91	98

99	96

65	58

37	27

54	96

96	11

97	36

100	88

11	92

11	89

85	86

58	51

87	34

10	20

27	40

96	13

12	55

10	24

10	10

16	40

30	80

100	100

97	60

52	100

53	34

23	99

34	72

54	13

16	53

10	49

46	91

43	98

73	57

31	10

88	70

97	10

69	46

100	37

35	33

12	66

66	10

10	50

43	17

100	80

19	11

22	48

59	96

95	23

24	48

87	10

47	10

23	92

90	63

98	75

82	98

47	100

48	28

37	91

11	97

13	10

88	89

89	30

10	73

75	65

38	51

25	92

60	83

10	99

78	12

99	93

37	93

10	10

23	49

10	100

99	16

10	87

100	70

